company_name,departure_time,pickup_point,dropoff_point,start_point,destination,rating_safety,rating_info_accuracy,rating_info_completeness,rating_staff_attitude,rating_comfort,rating_service_quality,rating_punctuality,rating_overall,reviewer_count,number_of_seat,price_original,price_discounted,discounted_percentage,departure_date,duration_minutes
Cúc Tùng,06:00:00,Bến xe,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,11-10-2025,635
Tân Quang Dũng,13:30:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.8,2348,32,400000000,400000000,0.0,11-10-2025,600
Liên Hưng,14:15:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,250000000,24.0,11-10-2025,525
An Phú Buslines,19:30:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,1205,24,480000000,480000000,0.0,11-10-2025,450
Tân Quang Dũng,11:00:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.8,2348,32,400000000,400000000,0.0,11-10-2025,600
Liên Hưng,13:30:00,Other,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,363000000,280000000,23.0,11-10-2025,600
Ngọc Ánh Limousine,18:30:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.7,13,24,500000000,500000000,0.0,11-10-2025,495
Cúc Tùng,06:00:00,Văn phòng,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,11-10-2025,695
Ngọc Ánh Limousine,17:30:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.7,13,24,500000000,500000000,0.0,11-10-2025,555
Liên Hưng,14:15:00,Other,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,363000000,280000000,23.0,11-10-2025,555
Ngọc Ánh Limousine,18:00:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.7,13,24,500000000,500000000,0.0,11-10-2025,525
Mạnh Hùng,19:01:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,22,500000000,500000000,0.0,11-10-2025,420
Mai Quyên,21:30:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.6,80,24,500000000,500000000,0.0,11-10-2025,375
Cúc Tùng,06:00:00,Bến xe,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,11-10-2025,695
Khang Vy Limousine,16:00:00,Other,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,76,34,450000000,450000000,0.0,11-10-2025,440
Liên Hưng,09:15:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,250000000,24.0,11-10-2025,525
Mạnh Hùng,19:02:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,22,770000000,770000000,0.0,11-10-2025,420
Mạnh Hùng,18:20:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,4,310000000,310000000,0.0,11-10-2025,420
Mạnh Hùng,20:02:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,22,770000000,770000000,0.0,11-10-2025,420
Mạnh Hùng,20:00:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,22,500000000,500000000,0.0,11-10-2025,420
Thanh Thuỷ - Quảng Ngãi,18:00:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.5,935,24,500000000,450000000,10.0,11-10-2025,535
Huỳnh Gia,22:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,38,280000000,250000000,11.0,11-10-2025,385
Huỳnh Gia,23:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,34,280000000,238000000,15.0,11-10-2025,385
Huỳnh Gia,20:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,21,480000000,450000000,6.0,11-10-2025,415
Huỳnh Gia,22:10:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,21,480000000,408000000,15.0,11-10-2025,415
Huỳnh Gia,11:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,34,280000000,238000000,15.0,11-10-2025,385
Huỳnh Gia,11:45:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,34,280000000,238000000,15.0,11-10-2025,385
Nhật Dương - Bình Minh Bus,23:45:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,22,349000000,304000000,13.0,11-10-2025,381
Huỳnh Gia,09:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,21,480000000,408000000,15.0,11-10-2025,415
Huỳnh Gia,10:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,21,480000000,408000000,15.0,11-10-2025,415
Huỳnh Gia,12:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,21,480000000,408000000,15.0,11-10-2025,415
Huỳnh Gia,15:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,21,480000000,456000000,5.0,11-10-2025,415
Khanh Phong,20:00:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,32,320000000,300000000,6.0,11-10-2025,355
Huỳnh Gia,22:45:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,34,280000000,238000000,15.0,11-10-2025,385
Khanh Phong,12:10:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,355
Khanh Phong,16:50:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,355
Huỳnh Gia,22:20:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,34,300000000,300000000,0.0,11-10-2025,415
Nhật Dương - Bình Minh Bus,05:15:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,21,349000000,304000000,13.0,11-10-2025,455
Nhật Dương - Bình Minh Bus,23:25:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,22,349000000,304000000,13.0,11-10-2025,381
Nhật Dương - Bình Minh Bus,23:30:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,21,349000000,304000000,13.0,11-10-2025,455
Huỳnh Gia,22:30:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,21,480000000,456000000,5.0,11-10-2025,415
Khanh Phong,22:40:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,355
Nhật Dương - Bình Minh Bus,12:45:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,21,349000000,304000000,13.0,11-10-2025,455
Khanh Phong,15:15:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845,20,480000000,450000000,6.0,11-10-2025,355
Liên Hưng,01:30:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,330000000,280000000,15.0,11-10-2025,540
Phúc An Express,20:45:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,32,300000000,300000000,0.0,11-10-2025,375
Huỳnh Gia,23:00:00,Văn phòng,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534,21,480000000,456000000,5.0,11-10-2025,415
Nhật Dương - Bình Minh Bus,22:50:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,22,349000000,304000000,13.0,11-10-2025,455
Liên Hưng,18:30:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,11-10-2025,420
Phương Nam,22:35:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.8,4.7,4.6,4.6,4.8,4.7,2431,32,280000000,280000000,0.0,11-10-2025,502
Nhật Dương - Bình Minh Bus,23:15:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826,21,349000000,304000000,13.0,11-10-2025,455
Tài Phát Limousine,17:00:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,1170,24,520000000,450000000,13.0,11-10-2025,545
Liên Hưng,22:15:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,500000000,300000000,40.0,11-10-2025,495
Liên Hưng,18:30:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,11-10-2025,315
Liên Hưng,22:45:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,500000000,300000000,40.0,11-10-2025,495
Liên Hưng,19:00:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,11-10-2025,285
Tài Phát Limousine,18:12:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,1170,24,520000000,450000000,13.0,11-10-2025,473
Tài Phát Limousine,19:00:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,1170,24,520000000,450000000,13.0,11-10-2025,425
Liên Hưng,19:30:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,11-10-2025,420
Cúc Tùng,20:00:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,11-10-2025,545
Liên Hưng,19:30:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,373000000,320000000,14.0,11-10-2025,615
Phương Nam,22:30:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.8,4.7,4.6,4.6,4.8,4.7,2431,40,240000000,240000000,0.0,11-10-2025,502
Liên Hưng,19:20:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,11-10-2025,265
Liên Hưng,19:00:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,11-10-2025,600
Liên Hưng,21:00:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,11-10-2025,570
Liên Hưng,12:00:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,250000000,24.0,11-10-2025,600
Liên Hưng,20:20:00,Other,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,378000000,300000000,21.0,11-10-2025,430
Liên Hưng,19:30:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,11-10-2025,360
Liên Hưng,21:00:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,11-10-2025,540
Quang Hạnh,20:15:00,Other,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,11-10-2025,520
Liên Hưng,19:30:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,11-10-2025,315
Liên Hưng,19:20:00,Other,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,500000000,420000000,16.0,11-10-2025,430
Liên Hưng,23:30:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,330000000,280000000,15.0,11-10-2025,510
Tài Phát Limousine,20:30:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,1170,24,520000000,450000000,13.0,11-10-2025,415
Quang Hạnh,20:55:00,Other,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,24,430000000,420000000,2.0,11-10-2025,410
Liên Hưng,19:00:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,11-10-2025,390
Cúc Tùng,20:30:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,34,444000000,350000000,21.0,11-10-2025,510
Liên Hưng,19:00:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,450000000,8.0,11-10-2025,615
Liên Hưng,23:15:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,500000000,300000000,40.0,11-10-2025,465
Cúc Tùng,20:00:00,Other,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,34,444000000,350000000,21.0,11-10-2025,555
Quang Hạnh,20:30:00,Other,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,11-10-2025,505
Tài Phát Limousine,20:30:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,1170,24,520000000,450000000,13.0,11-10-2025,415
Liên Hưng,22:30:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,11-10-2025,510
Liên Hưng,21:00:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,350000000,29.0,11-10-2025,570
Liên Hưng,20:00:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,11-10-2025,285
Phúc An Express,22:30:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,470000000,470000000,0.0,11-10-2025,435
Tuấn Tú Express,21:00:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,11-10-2025,420
Liên Hưng,21:30:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,330000000,280000000,15.0,11-10-2025,609
Phương Nam,22:45:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.8,4.7,4.6,4.6,4.8,4.7,2431,22,440000000,440000000,0.0,11-10-2025,502
Tuấn Tú Express,12:50:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,11-10-2025,490
Cúc Tùng,23:30:00,Other,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,800000000,500000000,37.0,11-10-2025,495
Liên Hưng,07:30:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,313000000,250000000,20.0,11-10-2025,600
Liên Hưng,21:30:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,11-10-2025,540
Tuấn Tú Express,13:21:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,11-10-2025,490
Tuấn Tú Express,19:51:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,11-10-2025,490
Hà Linh,18:30:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.4,4.3,4.3,4.2,4.0,4.0,4.8,4.1,1329,22,300000000,290000000,3.0,11-10-2025,540
Liên Hưng,21:00:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,330000000,280000000,15.0,11-10-2025,540
Liên Hưng,22:45:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,500000000,300000000,40.0,11-10-2025,465
Liên Hưng,20:15:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,330000000,290000000,12.0,11-10-2025,570
Liên Hưng,20:00:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,11-10-2025,390
Liên Hưng,23:00:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,11-10-2025,480
Khang Thịnh,18:50:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,1708,24,550000000,495000000,10.0,11-10-2025,505
Khang Thịnh,19:10:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,1708,34,400000000,360000000,10.0,11-10-2025,500
Khang Thịnh,19:05:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,1708,34,400000000,360000000,10.0,11-10-2025,505
Phúc An Express,22:30:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,480000000,480000000,0.0,11-10-2025,445
Liên Hưng,09:30:00,Other,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,250000000,24.0,11-10-2025,600
Rạng Đông Buslines,19:30:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.2,1481,24,600000000,480000000,20.0,11-10-2025,375
Liên Hưng,19:45:00,Other,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,500000000,420000000,16.0,11-10-2025,405
Rạng Đông Buslines,18:00:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.2,1481,24,600000000,480000000,20.0,11-10-2025,465
Rạng Đông Buslines,16:31:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.2,1481,34,500000000,400000000,20.0,11-10-2025,375
Mạnh Hùng,16:30:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,4,330000000,330000000,0.0,11-10-2025,595
Khang Thịnh,18:55:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,1708,24,550000000,495000000,10.0,11-10-2025,500
Mạnh Hùng,18:30:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,4,310000000,310000000,0.0,11-10-2025,400
Phúc Yên,16:55:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,34,290000000,290000000,0.0,11-10-2025,525
Tuấn Hiệp,01:20:00,Other,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.0,1234,36,280000000,280000000,0.0,11-10-2025,590
Phúc Yên,16:30:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,34,290000000,290000000,0.0,11-10-2025,550
Cúc Tùng,06:00:00,Văn phòng,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,11-10-2025,605
Nguyên Khang Limousine,20:00:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,5.0,2,24,450000000,405000000,10.0,11-10-2025,225
Tài Phát Limousine,19:15:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,1170,24,520000000,450000000,13.0,11-10-2025,410
Tài Phát Limousine,19:30:00,Other,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,1170,24,520000000,450000000,13.0,11-10-2025,395
Năm Rùm,16:10:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.9,287,40,200000000,200000000,0.0,11-10-2025,590
Nguyên Khang Limousine,18:15:00,Bến xe,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,5.0,2,24,450000000,405000000,10.0,11-10-2025,330
