company_name,departure_time,pickup_point,arrival_time,dropoff_point,price_original,price_discounted,departure_date,start_point,destination,rating_safety,rating_info_accuracy,rating_info_completeness,rating_staff_attitude,rating_comfort,rating_service_quality,rating_punctuality,rating_overall,reviewer_count,number_of_seat,duration_minutes
Quang Tuyến,14:00:00,Other,20:30,Văn phòng,350000,0,2025-11-12,Hà Nội,Hà Giang,4.3,4.0,4.1,4.0,4.0,4.0,4.3,4.1,260,24,390
Ngọc Sơn,07:00:00,Bến xe,12:30,Văn phòng,350000,330000,2025-11-12,Hà Nội,Hà Giang,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0,24,330
Quang Nghị,08:00:00,Bến xe,14:30,Bến xe,350000,0,2025-11-12,Hà Nội,Hà Giang,4.2,3.9,4.1,3.9,4.0,3.8,4.4,3.9,716,24,390
Hà Tuấn,08:00:00,Bến xe,15:00,Bến xe,350000,0,2025-11-12,Hà Nội,Hà Giang,3.8,3.6,3.6,3.9,3.5,3.5,4.5,3.9,66,20,420
Hà Tuấn,20:30:00,Bến xe,03:30,Bến xe,350000,0,2025-11-12,Hà Nội,Hà Giang,3.8,3.6,3.6,3.9,3.5,3.5,4.5,3.9,66,20,420
Bằng Phấn,22:15:00,Other,05:10,Bến xe,250000,0,2025-11-12,Hà Nội,Hà Giang,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,1729,44,415
Bằng Phấn,22:20:00,Other,05:10,Bến xe,250000,0,2025-11-12,Hà Nội,Hà Giang,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,1729,44,410
Mạnh Hà,09:30:00,Other,14:30,Bến xe,220000,200000,2025-11-12,Hà Nội,Hà Giang,4.6,4.2,4.4,4.6,4.6,4.4,1.0,4.5,34,44,300
Vũ Hán Group,19:00:00,Văn phòng,02:05,Other,200000,0,2025-11-12,Hà Nội,Hà Giang,3.7,3.7,3.7,3.7,3.5,3.6,5.0,3.4,47,20,425
Vũ Hán Group,19:15:00,Other,03:50,Bến xe,440000,0,2025-11-12,Hà Nội,Hà Giang,3.7,3.7,3.7,3.7,3.5,3.6,5.0,3.4,47,20,515
Đăng Quang,23:00:00,Other,04:35,Other,350000,300000,2025-11-12,Hà Nội,Hà Giang,4.8,4.6,4.6,4.6,4.7,4.7,4.6,4.8,19,24,335
Mạnh Hà,20:20:00,Other,01:40,Bến xe,220000,200000,2025-11-12,Hà Nội,Hà Giang,4.6,4.2,4.4,4.6,4.6,4.4,1.0,4.5,34,44,320
Mạnh Hà,20:30:00,Other,01:55,Bến xe,220000,200000,2025-11-12,Hà Nội,Hà Giang,4.6,4.2,4.4,4.6,4.6,4.4,1.0,4.5,34,44,325
Cát Bà Luxury,12:30:00,Other,19:30,Bến xe,400000,0,2025-11-12,Hà Nội,Hà Giang,3.4,3.3,3.0,3.0,3.0,3.0,3.0,3.7,6,26,420
Hạ Long Xanh,13:00:00,Văn phòng,16:00,Văn phòng,180000,0,2025-11-12,Hà Nội,Quảng Ninh,4.6,4.6,4.6,4.5,4.5,4.4,4.6,4.4,76,16,180
Hà Lan Transport,06:55:00,Văn phòng,09:10,Văn phòng,300000,270000,2025-11-12,Hà Nội,Quảng Ninh,5.0,4.9,4.9,5.0,5.0,4.9,4.8,5.0,56,10,135
Phúc Xuyên,12:00:00,Văn phòng,14:30,Văn phòng,260000,0,2025-11-12,Hà Nội,Quảng Ninh,4.6,4.6,4.7,4.5,4.5,4.5,4.2,4.5,826,10,150
Hạ Long Travel Limousine,10:04:00,Văn phòng,12:34,Văn phòng,260000,0,2025-11-12,Hà Nội,Quảng Ninh,4.9,4.9,4.8,4.9,4.9,4.9,5.0,4.8,821,10,150
Hạ Long Xanh,04:00:00,Văn phòng,07:00,Văn phòng,180000,0,2025-11-12,Hà Nội,Quảng Ninh,4.6,4.6,4.6,4.5,4.5,4.4,4.6,4.4,76,16,180
Hạ Long Travel Limousine,14:00:00,Văn phòng,16:30,Văn phòng,260000,0,2025-11-12,Hà Nội,Quảng Ninh,4.9,4.9,4.8,4.9,4.9,4.9,5.0,4.8,821,10,150
Hải Phòng Travel,12:00:00,Other,14:30,Other,250000,0,2025-11-12,Hà Nội,Quảng Ninh,4.5,4.3,4.3,4.4,4.4,4.3,4.4,4.4,1256,11,150
Hà Lan Transport,21:25:00,Văn phòng,23:40,Văn phòng,300000,270000,2025-11-12,Hà Nội,Quảng Ninh,5.0,4.9,4.9,5.0,5.0,4.9,4.8,5.0,56,10,135
Hoàng Phú Limousine,19:01:00,Văn phòng,22:01,Văn phòng,240000,0,2025-11-12,Hà Nội,Quảng Ninh,4.2,4.0,4.0,4.1,4.1,3.9,4.0,4.0,248,11,180
Hoàng Phú Limousine,13:00:00,Văn phòng,16:00,Văn phòng,240000,0,2025-11-12,Hà Nội,Quảng Ninh,4.2,4.0,4.0,4.1,4.1,3.9,4.0,4.0,248,11,180
Hạ Long Limousine,08:30:00,Other,11:30,Other,270000,0,2025-11-12,Hà Nội,Quảng Ninh,5.0,4.7,4.7,5.0,4.7,4.7,,4.7,2,20,180
Ka Long,22:00:00,Bến xe,05:40,Bến xe,250000,0,2025-11-12,Hà Nội,Quảng Ninh,5.0,5.0,5.0,5.0,4.7,4.9,5.0,5.0,69,34,460
Minh Châu Limousine,05:00:00,Other,08:00,Other,300000,0,2025-11-12,Hà Nội,Quảng Ninh,4.5,3.9,4.0,4.3,3.9,3.9,4.7,3.8,35,11,180
Cường Phát Limousine,08:30:00,Văn phòng,11:30,Other,240000,0,2025-11-12,Hà Nội,Quảng Ninh,4.8,4.7,4.7,4.6,4.9,4.7,4.7,4.6,22,11,180
Xuân Trường Limousine,06:00:00,Other,09:00,Other,260000,0,2025-11-12,Hà Nội,Quảng Ninh,4.2,3.5,3.6,3.8,3.6,3.5,2.2,3.5,179,11,180
Đức Dương Bus,06:45:00,Văn phòng,10:15,Văn phòng,200000,0,2025-11-12,Hà Nội,Quảng Ninh,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,1,45,210
Đào Thành,06:30:00,Bến xe,10:15,Bến xe,180000,160000,2025-11-12,Hà Nội,Quảng Ninh,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,16,225
Green Bus,11:00:00,Other,14:00,Văn phòng,300000,0,2025-11-12,Hà Nội,Quảng Ninh,3.3,3.0,3.0,3.5,3.3,3.3,1.0,2.8,4,10,180
Hùng Đức,13:10:00,Bến xe,15:25,Other,160000,0,2025-11-12,Hà Nội,Quảng Ninh,3.4,2.6,2.6,3.1,2.6,2.4,,3.0,53,16,135
VietNam Explore,07:00:00,Other,11:00,Other,290000,0,2025-11-12,Hà Nội,Quảng Ninh,4.6,4.6,4.4,4.6,4.6,4.4,5.0,4.4,89,18,240
Hoàng Hà Limousine,07:50:00,Other,10:15,Other,280000,0,2025-11-12,Hà Nội,Quảng Ninh,4.5,4.5,4.5,4.5,4.5,4.5,4.3,4.5,104,12,145
Ninh Bình Excursion Transport,08:30:00,Văn phòng,11:00,Văn phòng,250000,0,2025-11-12,Hà Nội,Quảng Ninh,4.4,4.2,4.2,4.4,4.3,4.4,4.6,4.3,169,11,150
Hạ Long Xanh,10:00:00,Văn phòng,13:00,Văn phòng,180000,0,2025-11-12,Hà Nội,Quảng Ninh,4.6,4.6,4.6,4.5,4.5,4.4,4.6,4.4,76,16,180
Hạ Long Xanh,05:00:00,Văn phòng,08:00,Văn phòng,180000,0,2025-11-12,Hà Nội,Quảng Ninh,4.6,4.6,4.6,4.5,4.5,4.4,4.6,4.4,76,16,180
Hạ Long Xanh,11:00:00,Văn phòng,14:00,Văn phòng,180000,0,2025-11-12,Hà Nội,Quảng Ninh,4.6,4.6,4.6,4.5,4.5,4.4,4.6,4.4,76,16,180
Phúc Xuyên,13:00:00,Văn phòng,15:30,Văn phòng,260000,0,2025-11-12,Hà Nội,Quảng Ninh,4.6,4.6,4.7,4.5,4.5,4.5,4.2,4.5,826,10,150
Phúc Xuyên,07:01:00,Văn phòng,09:31,Văn phòng,260000,0,2025-11-12,Hà Nội,Quảng Ninh,4.6,4.6,4.7,4.5,4.5,4.5,4.2,4.5,826,10,150
Hạ Long Travel Limousine,14:04:00,Văn phòng,16:34,Văn phòng,260000,0,2025-11-12,Hà Nội,Quảng Ninh,4.9,4.9,4.8,4.9,4.9,4.9,5.0,4.8,821,10,150
Hạ Long Travel Limousine,10:00:00,Văn phòng,12:30,Văn phòng,260000,0,2025-11-12,Hà Nội,Quảng Ninh,4.9,4.9,4.8,4.9,4.9,4.9,5.0,4.8,821,10,150
Hạ Long Travel Limousine,09:00:00,Văn phòng,11:30,Văn phòng,260000,0,2025-11-12,Hà Nội,Quảng Ninh,4.9,4.9,4.8,4.9,4.9,4.9,5.0,4.8,821,10,150
Phúc Xuyên,14:01:00,Văn phòng,16:31,Văn phòng,260000,0,2025-11-12,Hà Nội,Quảng Ninh,4.6,4.6,4.7,4.5,4.5,4.5,4.2,4.5,826,10,150
Hà Lan Transport,20:55:00,Văn phòng,23:10,Văn phòng,300000,270000,2025-11-12,Hà Nội,Quảng Ninh,5.0,4.9,4.9,5.0,5.0,4.9,4.8,5.0,56,10,135
Hải Phòng Travel,11:00:00,Other,13:30,Other,250000,0,2025-11-12,Hà Nội,Quảng Ninh,4.5,4.3,4.3,4.4,4.4,4.3,4.4,4.4,1256,11,150
Hải Phòng Travel,10:00:00,Other,12:30,Other,250000,0,2025-11-12,Hà Nội,Quảng Ninh,4.5,4.3,4.3,4.4,4.4,4.3,4.4,4.4,1256,11,150
Hà Lan Transport,15:55:00,Văn phòng,18:10,Văn phòng,300000,270000,2025-11-12,Hà Nội,Quảng Ninh,5.0,4.9,4.9,5.0,5.0,4.9,4.8,5.0,56,10,135
Minh Châu Limousine,22:15:00,Other,04:15,Văn phòng,325000,0,2025-11-12,Hà Nội,Sơn La,4.5,3.9,4.0,4.3,3.9,3.9,4.7,3.8,35,22,360
Đức Quyến,19:00:00,Bến xe,02:30,Other,250000,0,2025-11-12,Hà Nội,Sơn La,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.9,19,20,450
Quang Tuấn,19:15:00,Bến xe,02:30,Bến xe,300000,0,2025-11-12,Hà Nội,Sơn La,4.2,3.6,3.6,4.0,3.9,3.7,,3.3,21,34,435
Minh Châu Limousine,06:30:00,Other,11:15,Văn phòng,350000,0,2025-11-12,Hà Nội,Sơn La,4.5,3.9,4.0,4.3,3.9,3.9,4.7,3.8,35,11,285
Minh Châu Limousine,07:00:00,Other,11:45,Văn phòng,350000,0,2025-11-12,Hà Nội,Sơn La,4.5,3.9,4.0,4.3,3.9,3.9,4.7,3.8,35,22,285
Mộc Châu Limousine,16:30:00,Other,20:30,Other,250000,0,2025-11-12,Hà Nội,Sơn La,4.6,4.4,4.6,4.6,4.8,4.6,4.4,4.5,162,13,240
Đức Quyến,19:00:00,Bến xe,23:30,Other,220000,0,2025-11-12,Hà Nội,Sơn La,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.9,19,20,270
Quang Tuấn,19:15:00,Bến xe,23:00,Other,300000,0,2025-11-12,Hà Nội,Sơn La,4.2,3.6,3.6,4.0,3.9,3.7,,3.3,21,34,225
Quang Tuấn,20:00:00,Other,00:00,Other,500000,0,2025-11-12,Hà Nội,Sơn La,4.2,3.6,3.6,4.0,3.9,3.7,,3.3,21,24,240
Minh Châu Limousine,22:15:00,Other,03:45,Bến xe,275000,0,2025-11-12,Hà Nội,Sơn La,4.5,3.9,4.0,4.3,3.9,3.9,4.7,3.8,35,22,330
Minh Châu Limousine,22:15:00,Other,03:15,Other,250000,0,2025-11-12,Hà Nội,Sơn La,4.5,3.9,4.0,4.3,3.9,3.9,4.7,3.8,35,22,300
Minh Châu Limousine,07:00:00,Other,11:00,Other,275000,0,2025-11-12,Hà Nội,Sơn La,4.5,3.9,4.0,4.3,3.9,3.9,4.7,3.8,35,22,240
Minh Châu Limousine,06:30:00,Other,10:30,Other,275000,0,2025-11-12,Hà Nội,Sơn La,4.5,3.9,4.0,4.3,3.9,3.9,4.7,3.8,35,11,240
Minh Châu Limousine,07:20:00,Văn phòng,11:20,Văn phòng,250000,0,2025-11-12,Hà Nội,Sơn La,4.5,3.9,4.0,4.3,3.9,3.9,4.7,3.8,35,22,240
Bắc Sơn,23:00:00,Bến xe,04:30,Bến xe,0,0,2025-11-12,Hà Nội,Sơn La,,,,,2.0,2.6,,2.2,23,40,330
HTX 30/4,10:29:00,Bến xe,16:29,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,360
HTX 30/4,10:30:00,Bến xe,16:30,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,360
HTX 30/4,10:30:00,Bến xe,18:10,Bến xe,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,460
HTX 30/4,10:28:00,Bến xe,16:28,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,360
HTX 30/4,10:28:00,Bến xe,18:08,Bến xe,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,460
HTX 30/4,10:27:00,Bến xe,14:47,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,260
HTX 30/4,09:29:00,Bến xe,13:49,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,260
HTX 30/4,09:30:00,Bến xe,13:50,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,260
HTX 30/4,09:27:00,Bến xe,15:27,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,360
HTX 30/4,09:28:00,Bến xe,13:48,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,260
HTX 30/4,09:28:00,Bến xe,17:08,Bến xe,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,460
HTX 30/4,10:26:00,Bến xe,14:46,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,260
HTX 30/4,09:30:00,Bến xe,15:30,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,360
HTX 30/4,09:30:00,Bến xe,17:10,Bến xe,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,460
HTX 30/4,10:25:00,Bến xe,14:45,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,260
HTX 30/4,09:25:00,Bến xe,14:45,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,320
HTX 30/4,09:25:00,Bến xe,15:25,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,360
HTX 30/4,09:25:00,Bến xe,17:05,Bến xe,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,460
HTX 30/4,09:26:00,Bến xe,14:46,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,320
HTX 30/4,09:26:00,Bến xe,15:26,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,360
HTX 30/4,09:27:00,Bến xe,13:47,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,260
HTX 30/4,09:25:00,Bến xe,13:45,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,260
HTX 30/4,10:27:00,Bến xe,16:27,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,360
HTX 30/4,09:27:00,Bến xe,14:47,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,320
HTX 30/4,09:27:00,Bến xe,17:07,Bến xe,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,460
HTX 30/4,10:29:00,Bến xe,14:49,Other,0,0,2025-11-12,Hà Nội,Sơn La,,,,,4.0,4.0,,4.0,6,40,260
Hạnh Cafe - Hà Phương Limousine,15:30:00,Văn phòng,18:00,Văn phòng,100000,0,2025-11-12,Đà Nẵng,Quảng Nam,4.6,4.4,4.5,4.4,4.4,4.3,4.8,4.4,7450,41,150
Tân Quang Dũng,19:00:00,Văn phòng,22:15,Bến xe,300000,0,2025-11-12,Đà Nẵng,Quảng Nam,4.1,3.9,4.0,4.0,3.9,3.8,4.3,3.8,2381,32,195
Tân Quang Dũng Limousine,00:20:00,Bến xe,01:50,Other,290000,0,2025-11-12,Đà Nẵng,Quảng Nam,4.4,4.2,4.3,4.3,4.3,4.2,4.7,4.1,202,34,90
VietNam Explore,11:25:00,Other,12:15,Other,130000,120000,2025-11-12,Đà Nẵng,Quảng Nam,4.6,4.6,4.4,4.6,4.6,4.4,5.0,4.4,89,16,50
Cửa Ông Limousine,09:00:00,Other,09:45,Văn phòng,130000,80000,2025-11-12,Đà Nẵng,Quảng Nam,4.4,4.1,4.3,4.3,4.2,4.1,4.3,4.1,524,34,45
Barri Ann Travel,13:30:00,Other,14:45,Văn phòng,130000,0,2025-11-12,Đà Nẵng,Quảng Nam,5.0,4.8,4.8,4.8,4.6,4.8,5.0,4.7,83,16,75
Hội An Food Tour,13:00:00,Other,14:00,Other,110000,0,2025-11-12,Đà Nẵng,Quảng Nam,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6,16,60
VietNam Explore,10:15:00,Other,11:15,Other,130000,120000,2025-11-12,Đà Nẵng,Quảng Nam,4.6,4.6,4.4,4.6,4.6,4.4,5.0,4.4,89,16,60
Barri Ann Travel,11:30:00,Other,12:45,Văn phòng,130000,0,2025-11-12,Đà Nẵng,Quảng Nam,5.0,4.8,4.8,4.8,4.6,4.8,5.0,4.7,83,16,75
Hội An Food Tour,08:00:00,Other,09:00,Other,110000,0,2025-11-12,Đà Nẵng,Quảng Nam,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6,16,60
Diên Hồng,20:00:00,Bến xe,22:30,Bến xe,240000,210000,2025-11-12,Đà Nẵng,Quảng Nam,4.8,4.8,4.8,4.7,4.7,4.7,4.9,4.8,630,43,150
Xe Limousine Vip,19:30:00,Bến xe,20:30,Văn phòng,450000,0,2025-11-12,Đà Nẵng,Quảng Nam,3.3,2.7,3.0,3.2,3.7,2.9,,3.1,170,21,60
HM Happycar,17:00:00,Other,18:00,Other,450000,0,2025-11-12,Đà Nẵng,Quảng Nam,4.6,4.5,4.6,4.5,4.6,4.5,4.6,4.6,286,24,60
Cửa Ông Bus,05:30:00,Other,06:30,Văn phòng,150000,0,2025-11-12,Đà Nẵng,Quảng Nam,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8,34,60
Xe Limousine Vip,20:30:00,Bến xe,21:30,Văn phòng,450000,0,2025-11-12,Đà Nẵng,Quảng Nam,3.3,2.7,3.0,3.2,3.7,2.9,,3.1,170,21,60
Xe Limousine Vip,19:45:00,Bến xe,20:45,Văn phòng,450000,0,2025-11-12,Đà Nẵng,Quảng Nam,3.3,2.7,3.0,3.2,3.7,2.9,,3.1,170,21,60
VietNam Explore,08:25:00,Other,09:15,Other,130000,120000,2025-11-12,Đà Nẵng,Quảng Nam,4.6,4.6,4.4,4.6,4.6,4.4,5.0,4.4,89,16,50
VietNam Explore,14:15:00,Other,15:15,Other,130000,120000,2025-11-12,Đà Nẵng,Quảng Nam,4.6,4.6,4.4,4.6,4.6,4.4,5.0,4.4,89,16,60
VietNam Explore,16:25:00,Other,17:15,Other,130000,120000,2025-11-12,Đà Nẵng,Quảng Nam,4.6,4.6,4.4,4.6,4.6,4.4,5.0,4.4,89,16,50
Barri Ann Travel,19:30:00,Other,20:45,Văn phòng,130000,0,2025-11-12,Đà Nẵng,Quảng Nam,5.0,4.8,4.8,4.8,4.6,4.8,5.0,4.7,83,16,75
Barri Ann Travel,14:30:00,Other,15:45,Văn phòng,130000,0,2025-11-12,Đà Nẵng,Quảng Nam,5.0,4.8,4.8,4.8,4.6,4.8,5.0,4.7,83,16,75
Diên Hồng,20:00:00,Bến xe,22:30,Bến xe,240000,210000,2025-11-12,Đà Nẵng,Quảng Ngãi,4.8,4.8,4.8,4.7,4.7,4.7,4.9,4.8,630,43,150
Tân Quang Dũng Limousine,00:20:00,Bến xe,03:30,Bến xe,290000,0,2025-11-12,Đà Nẵng,Quảng Ngãi,4.4,4.2,4.3,4.3,4.3,4.2,4.7,4.1,202,34,190
HM Happycar,17:00:00,Other,20:15,Other,270000,0,2025-11-12,Đà Nẵng,Quảng Ngãi,4.6,4.5,4.6,4.5,4.6,4.5,4.6,4.6,286,24,195
Mộc Thảo,08:00:00,Bến xe,11:00,Other,280000,0,2025-11-12,Đà Nẵng,Quảng Ngãi,4.7,4.6,4.6,4.6,4.5,4.6,4.8,4.6,1698,34,180
Tân Quang Dũng Limousine,23:05:00,Bến xe,02:05,Other,279000,0,2025-11-12,Đà Nẵng,Quảng Ngãi,4.4,4.2,4.3,4.3,4.3,4.2,4.7,4.1,202,34,180
Diên Hồng,20:00:00,Bến xe,23:15,Other,240000,210000,2025-11-12,Đà Nẵng,Quảng Ngãi,4.8,4.8,4.8,4.7,4.7,4.7,4.9,4.8,630,43,195
HM Happycar,21:15:00,Other,00:30,Other,270000,0,2025-11-12,Đà Nẵng,Quảng Ngãi,4.6,4.5,4.6,4.5,4.6,4.5,4.6,4.6,286,24,195
Mộc Thảo,18:00:00,Bến xe,21:00,Other,280000,0,2025-11-12,Đà Nẵng,Quảng Ngãi,4.7,4.6,4.6,4.6,4.5,4.6,4.8,4.6,1698,34,180
Xe Limousine Vip,20:30:00,Bến xe,23:40,Bến xe,450000,0,2025-11-12,Đà Nẵng,Quảng Ngãi,3.3,2.7,3.0,3.2,3.7,2.9,,3.1,170,21,190
Hồng Sơn,19:30:00,Bến xe,22:30,Bến xe,280000,0,2025-11-12,Đà Nẵng,Quảng Ngãi,4.5,4.3,4.4,4.2,4.4,4.2,4.4,4.2,1519,34,180
Cúc Tùng Limousine,20:15:00,Bến xe,07:05,Văn phòng,503000,350000,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.5,4.5,4.5,4.5,4.5,4.5,4.8,4.5,1753,21,650
Cúc Tùng,20:30:00,Bến xe,07:45,Văn phòng,503000,330000,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.1,3.9,4.1,4.0,3.9,3.8,4.1,3.8,2849,21,675
Liên Hưng,19:00:00,Bến xe,06:15,Văn phòng,360000,300000,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.3,4.2,4.3,4.1,4.0,3.9,4.3,4.0,13070,34,675
Hà Linh NT,19:00:00,Bến xe,04:15,Văn phòng,580000,400000,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.1,4.0,4.1,4.1,3.8,3.9,4.6,4.0,114,22,555
Hạnh Cafe - Hà Phương Limousine,15:30:00,Văn phòng,07:00,Văn phòng,330000,0,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.6,4.4,4.5,4.4,4.4,4.3,4.8,4.4,7450,41,930
Tân Quang Dũng,19:30:00,Văn phòng,04:00,Bến xe,700000,0,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.1,3.9,4.0,4.0,3.9,3.8,4.3,3.8,2381,24,510
Việt Lào,17:30:00,Văn phòng,04:00,Văn phòng,550000,440000,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.7,4.5,4.6,4.6,4.7,4.6,4.7,4.5,80,24,630
HM Happycar,21:15:00,Other,07:15,Other,500000,0,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.6,4.5,4.6,4.5,4.6,4.5,4.6,4.6,286,24,600
Đình Nhân,08:30:00,Văn phòng,17:30,Other,550000,450000,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.3,4.1,4.2,4.0,4.0,4.0,4.3,4.0,714,32,540
Tân Kim Chi,19:00:00,Other,05:15,Other,700000,600000,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.5,4.4,4.5,4.4,4.5,4.4,4.6,4.4,3754,22,615
Cúc Tùng,19:00:00,Bến xe,06:45,Văn phòng,589000,330000,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.1,3.9,4.1,4.0,3.9,3.8,4.1,3.8,2849,21,705
Cúc Tùng Limousine,20:15:00,Bến xe,06:00,Bến xe,503000,350000,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.5,4.5,4.5,4.5,4.5,4.5,4.8,4.5,1753,21,585
Liên Hưng,19:30:00,Bến xe,06:00,Văn phòng,490000,350000,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.3,4.2,4.3,4.1,4.0,3.9,4.3,4.0,13070,21,630
Hà Linh NT,17:00:00,Bến xe,02:15,Văn phòng,370000,0,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.1,4.0,4.1,4.1,3.8,3.9,4.6,4.0,114,32,555
Việt Lào,17:15:00,Văn phòng,04:00,Văn phòng,550000,440000,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.7,4.5,4.6,4.6,4.7,4.6,4.7,4.5,80,24,645
HM Happycar,17:00:00,Other,03:00,Other,500000,0,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.6,4.5,4.6,4.5,4.6,4.5,4.6,4.6,286,24,600
Tân Quang Dũng,11:00:00,Văn phòng,22:30,Other,450000,0,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.1,3.9,4.0,4.0,3.9,3.8,4.3,3.8,2381,32,690
An Phú Travel,16:30:00,Other,02:59,Other,400000,0,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.3,4.3,4.4,4.3,4.2,4.2,4.9,4.2,1100,36,629
An Phú Travel,19:30:00,Other,05:29,Other,600000,550000,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.3,4.3,4.4,4.3,4.2,4.2,4.9,4.2,1100,24,599
Tân Kim Chi,18:00:00,Other,04:15,Other,700000,600000,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.5,4.4,4.5,4.4,4.5,4.4,4.6,4.4,3754,22,615
Quang Dũng VIP Limousine,11:10:00,Văn phòng,21:00,Văn phòng,500000,450000,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.0,3.7,3.8,3.8,3.8,3.6,4.4,3.7,911,32,590
Quang Hạnh,18:00:00,Bến xe,04:10,Văn phòng,400000,390000,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,366,22,610
Quang Hạnh,18:30:00,Bến xe,05:30,Văn phòng,400000,350000,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,3.8,3.5,3.7,3.5,3.4,3.3,4.2,3.4,1241,22,660
Xe Limousine Vip,20:30:00,Bến xe,07:20,Bến xe,450000,0,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,3.3,2.7,3.0,3.2,3.7,2.9,,3.1,170,21,650
Cát Thiên Hải Limousine,11:59:00,Bến xe,22:29,Văn phòng,799000,0,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,3.5,2.7,2.8,3.2,3.0,2.6,2.9,2.8,615,24,630
The Queen Tourist,17:30:00,Văn phòng,03:45,Văn phòng,580000,0,2025-11-12,Đà Nẵng,Nha Trang - Khánh Hòa,3.0,2.7,2.5,2.9,2.5,2.5,5.0,3.0,61,22,615
