company_name,departure_time,pickup_point,arrival_time,dropoff_point,price_original,price_discounted,departure_date,start_point,destination,rating_safety,rating_info_accuracy,rating_info_completeness,rating_staff_attitude,rating_comfort,rating_service_quality,rating_punctuality,rating_overall,reviewer_count,number_of_seat,duration_minutes
Hoàng Thuỷ,19:00:00,Bến xe,06:00,Bến xe,550000,350000,2025-11-17,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.7,3508,24,660
Hoàng Thuỷ,18:30:00,Bến xe,06:15,Bến xe,350000,300000,2025-11-17,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.7,3508,34,705
Kính Diên Hồng,17:15:00,Bến xe,05:45,Bến xe,350000,315000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6,4.6,1137,34,750
Hoàng Thuỷ,18:30:00,Bến xe,04:50,Bến xe,350000,300000,2025-11-17,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.7,3508,34,620
Hoàng Thuỷ,19:00:00,Bến xe,05:20,Bến xe,550000,350000,2025-11-17,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.7,3508,24,620
Kính Diên Hồng,19:30:00,Bến xe,06:30,Bến xe,450000,405000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6,4.6,1137,24,660
Kính Diên Hồng,18:40:00,Bến xe,06:10,Bến xe,350000,315000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6,4.6,1137,34,690
Hoàng Thuỷ,18:00:00,Bến xe,04:40,Bến xe,350000,300000,2025-11-17,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.7,3508,34,640
Kính Diên Hồng,17:15:00,Bến xe,05:15,Bến xe,350000,315000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6,4.6,1137,34,720
Sáu Bản,17:00:00,Bến xe,04:10,Other,300000,270000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.3,4.4,485,44,670
Vương Tấn Dũng,17:30:00,Văn phòng,05:45,Bến xe,500000,425000,2025-11-17,Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,386,24,735
Sáu Bản,17:00:00,Bến xe,03:40,Bến xe,280000,252000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.3,4.4,485,44,640
Thuận Tiến,19:30:00,Bến xe,07:55,Bến xe,500000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9,4.7,4958,22,745
Thuận Tiến,18:00:00,Bến xe,06:25,Bến xe,380000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9,4.7,4958,34,745
Thuận Tiến,19:15:00,Bến xe,07:40,Bến xe,500000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9,4.7,4958,24,745
Sinh Diên Hồng,17:45:00,Bến xe,05:45,Bến xe,380000,304000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.8,4.6,4.6,4.9,4.6,238,34,720
Sáu Bản,18:45:00,Bến xe,06:30,Bến xe,350000,315000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.3,4.4,485,34,705
Đức Đạt,18:25:00,Bến xe,04:50,Bến xe,350000,300000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,34,625
Đức Đạt,18:15:00,Bến xe,04:40,Bến xe,350000,300000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,34,625
Đức Đạt,18:00:00,Bến xe,04:55,Văn phòng,350000,300000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,34,655
Việt Tân Phát,17:45:00,Bến xe,05:35,Văn phòng,370000,300000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,34,710
Việt Tân Phát,18:00:00,Bến xe,04:55,Bến xe,370000,300000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,34,655
Việt Tân Phát,19:00:00,Bến xe,05:45,Bến xe,370000,300000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,34,645
Tấn Hưng,17:00:00,Bến xe,06:25,Văn phòng,380000,0,2025-11-17,Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1,4.4,104,34,805
Cô Hai,16:10:00,Bến xe,07:05,Văn phòng,430000,350000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,201,34,895
Cô Hai,16:50:00,Bến xe,06:25,Văn phòng,430000,350000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,201,34,815
Gia Phú - Gia Lai,19:10:00,Bến xe,06:10,Bến xe,550000,500000,2025-11-17,Sài Gòn,Gia Lai,4.5,4.3,4.4,4.5,4.3,4.2,5.0,4.4,108,22,660
Cô Hai,16:10:00,Bến xe,06:25,Văn phòng,430000,350000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,201,34,855
Tấn Hưng,17:00:00,Bến xe,04:10,Bến xe,380000,0,2025-11-17,Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1,4.4,104,34,670
Tấn Hưng,17:00:00,Bến xe,07:25,Bến xe,400000,0,2025-11-17,Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1,4.4,104,34,865
An Phát,16:30:00,Bến xe,06:15,Bến xe,330000,0,2025-11-17,Sài Gòn,Gia Lai,4.6,4.5,4.5,4.5,4.3,4.5,4.8,4.5,380,34,825
Vương Tấn Dũng,16:45:00,Bến xe,06:25,Bến xe,380000,320000,2025-11-17,Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,386,34,820
Vũ Cẩm,17:01:00,Bến xe,04:01,Bến xe,450000,400000,2025-11-17,Sài Gòn,Gia Lai,4.9,3.3,3.2,4.5,3.2,4.0,4.3,3.5,12,24,660
Vũ Cẩm,18:01:00,Bến xe,05:01,Bến xe,450000,400000,2025-11-17,Sài Gòn,Gia Lai,4.9,3.3,3.2,4.5,3.2,4.0,4.3,3.5,12,24,660
Vương Tấn Dũng,17:30:00,Văn phòng,04:15,Văn phòng,500000,425000,2025-11-17,Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,386,24,645
Vũ Cẩm,18:00:00,Bến xe,05:00,Bến xe,350000,0,2025-11-17,Sài Gòn,Gia Lai,4.9,3.3,3.2,4.5,3.2,4.0,4.3,3.5,12,34,660
Minh Quốc,18:00:00,Bến xe,05:30,Văn phòng,400000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.4,4.4,4.9,4.6,1299,34,690
Minh Quốc,17:01:00,Bến xe,04:31,Văn phòng,400000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.4,4.4,4.9,4.6,1299,34,690
Minh Quốc,18:30:00,Bến xe,07:00,Bến xe,550000,520000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.4,4.4,4.9,4.6,1299,24,750
An Phát,17:30:00,Bến xe,06:30,Other,350000,0,2025-11-17,Sài Gòn,Gia Lai,4.6,4.5,4.5,4.5,4.3,4.5,4.8,4.5,380,24,780
An Phát,17:30:00,Bến xe,05:30,Other,350000,0,2025-11-17,Sài Gòn,Gia Lai,4.6,4.5,4.5,4.5,4.3,4.5,4.8,4.5,380,24,720
Phương Hồng Linh,23:20:00,Other,10:25,Bến xe,450000,0,2025-11-17,Sài Gòn,Gia Lai,4.5,4.3,4.4,4.3,4.4,4.2,4.3,4.2,444,24,665
Hoàng Thuỷ,18:45:00,Bến xe,05:05,Bến xe,350000,300000,2025-11-17,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.7,3508,34,620
Thuận Tiến,19:35:00,Bến xe,08:00,Bến xe,500000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9,4.7,4958,24,745
Đức Đạt,18:00:00,Bến xe,04:25,Bến xe,350000,300000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,34,625
Thuận Tiến,19:30:00,Bến xe,05:45,Văn phòng,500000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9,4.7,4958,22,615
Đức Đạt,18:10:00,Bến xe,05:05,Văn phòng,500000,450000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,24,655
Đức Đạt,18:25:00,Bến xe,05:20,Văn phòng,350000,300000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,34,655
Thuận Tiến,19:35:00,Bến xe,05:50,Văn phòng,500000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9,4.7,4958,24,615
Đức Đạt,20:10:00,Bến xe,07:05,Văn phòng,350000,300000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,34,655
Đức Đạt,18:05:00,Bến xe,04:30,Bến xe,500000,450000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,24,625
Đức Đạt,18:15:00,Bến xe,05:10,Văn phòng,350000,300000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,34,655
Việt Tân Phát,17:45:00,Bến xe,04:55,Bến xe,370000,300000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,34,670
Việt Tân Phát,19:00:00,Bến xe,06:10,Bến xe,550000,450000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,24,670
Thuận Tiến,18:30:00,Bến xe,04:45,Văn phòng,350000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9,4.7,4958,34,615
Việt Tân Phát,19:00:00,Bến xe,04:55,Bến xe,370000,300000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,34,595
Đức Đạt,18:20:00,Bến xe,05:15,Văn phòng,350000,300000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,34,655
Thuận Tiến,18:00:00,Bến xe,09:55,Bến xe,380000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9,4.7,4958,34,955
Đức Đạt,18:10:00,Bến xe,04:35,Bến xe,500000,450000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,24,625
Việt Tân Phát,18:30:00,Bến xe,05:15,Bến xe,370000,300000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,34,645
Việt Tân Phát,16:30:00,Bến xe,05:20,Bến xe,320000,280000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,44,770
Đức Đạt,20:15:00,Bến xe,07:10,Văn phòng,500000,450000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,24,655
Việt Tân Phát,19:00:00,Bến xe,07:55,Bến xe,550000,450000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,24,775
Việt Tân Phát,17:30:00,Bến xe,05:10,Văn phòng,380000,300000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,34,700
Đức Đạt,18:20:00,Bến xe,04:45,Bến xe,350000,300000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,34,625
Việt Tân Phát,19:00:00,Bến xe,06:40,Văn phòng,550000,450000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,24,700
Việt Tân Phát,19:15:00,Bến xe,06:00,Bến xe,500000,450000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,24,645
Việt Tân Phát,17:30:00,Bến xe,04:40,Bến xe,380000,300000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,34,670
Việt Tân Phát,18:30:00,Bến xe,04:25,Bến xe,370000,300000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,34,595
Đức Đạt,18:05:00,Bến xe,05:00,Văn phòng,500000,450000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,24,655
Cô Hai,15:30:00,Bến xe,06:25,Văn phòng,430000,350000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,201,34,895
Việt Tân Phát,17:30:00,Bến xe,04:15,Bến xe,400000,300000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,34,645
Thuận Tiến,19:15:00,Bến xe,05:30,Văn phòng,500000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9,4.7,4958,24,615
Cô Hai,16:10:00,Bến xe,07:55,Văn phòng,430000,350000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,201,34,945
Cô Hai,18:30:00,Bến xe,09:20,Văn phòng,550000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,201,24,890
Cô Hai,16:50:00,Bến xe,07:05,Văn phòng,430000,350000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,201,34,855
Thuận Tiến,18:00:00,Bến xe,06:45,Bến xe,380000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9,4.7,4958,34,765
Tấn Hưng,17:30:00,Bến xe,04:55,Other,550000,0,2025-11-17,Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1,4.4,104,24,685
Sáu Bản,18:45:00,Bến xe,06:10,Bến xe,350000,315000,2025-11-17,Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.3,4.4,485,34,685
Cô Hai,17:45:00,Bến xe,07:20,Văn phòng,405000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,201,34,815
Cô Hai,18:00:00,Bến xe,07:55,Văn phòng,600000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,201,24,835
Cô Hai,17:30:00,Bến xe,05:35,Văn phòng,410000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,201,34,725
Cô Hai,17:30:00,Bến xe,04:55,Văn phòng,410000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,201,34,685
Cô Hai,17:30:00,Bến xe,07:25,Văn phòng,410000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,201,34,835
Cô Hai,18:00:00,Bến xe,06:05,Văn phòng,600000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,201,24,725
Tấn Hưng,17:30:00,Bến xe,07:55,Bến xe,550000,0,2025-11-17,Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1,4.4,104,24,865
Cô Hai,18:30:00,Bến xe,08:30,Văn phòng,550000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,201,24,840
Tấn Hưng,17:30:00,Bến xe,04:40,Bến xe,550000,0,2025-11-17,Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1,4.4,104,24,670
Cô Hai,17:45:00,Bến xe,08:15,Văn phòng,405000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,201,34,870
Vương Tấn Dũng,16:45:00,Bến xe,04:00,Văn phòng,380000,320000,2025-11-17,Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,386,34,675
Thuận Tiến,18:50:00,Bến xe,05:05,Văn phòng,350000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9,4.7,4958,34,615
Việt Tân Phát,17:00:00,Bến xe,03:35,Bến xe,370000,300000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,34,635
Việt Tân Phát,17:00:00,Bến xe,04:55,Văn phòng,370000,320000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,34,715
Việt Tân Phát,17:00:00,Bến xe,03:45,Bến xe,550000,450000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,22,645
Thuận Tiến,18:00:00,Bến xe,04:15,Văn phòng,380000,0,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9,4.7,4958,34,615
Việt Tân Phát,17:05:00,Bến xe,03:40,Bến xe,550000,450000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,22,635
Việt Tân Phát,17:05:00,Bến xe,05:55,Bến xe,550000,320000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,24,770
Cô Hai,15:30:00,Bến xe,07:05,Văn phòng,430000,350000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,201,34,935
Cô Hai,15:30:00,Bến xe,07:55,Văn phòng,430000,350000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,201,34,985
Việt Tân Phát,17:45:00,Bến xe,04:30,Bến xe,370000,300000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,34,645
Việt Tân Phát,17:30:00,Bến xe,03:25,Bến xe,400000,300000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,34,595
Việt Tân Phát,19:15:00,Bến xe,05:10,Bến xe,500000,450000,2025-11-17,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,124,24,595
Nam Hải Limousine,07:00:00,Văn phòng,09:30,Văn phòng,200000,170000,2025-11-17,Sài Gòn,Bình Thuận,4.8,4.7,4.7,4.7,4.7,4.7,4.8,4.7,3652,21,150
