,bus_company_name,departure_time,pick_up_point,arrival_time,drop_of_point,start_point,destination,rating_safety,rating_info_accuracy,Thông tin đầy đủ,rating_staff_attitude,rating_comfort,rating_service_quantity,rating_punctuality,rating_overall,review_count,number_of_seat,price_original,price_discounted,discounted_percentage,day,departure_date,duration_minutes,route
108,Vân Anh Limousine,11:00:00,Bến xe,14:00:00,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
109,Vân Anh Limousine,15:00:00,Bến xe,18:00:00,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,200000,13.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
110,Bình Hoài Limousine,17:00:00,Văn phòng,19:20:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,140,Hà Nội - Thanh Hoá
111,Vĩnh Quang,15:25:00,Văn phòng,17:55:00,Văn phòng,Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,4.8,25,10,170000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
112,Đức Phát,17:00:00,Bến xe,19:30:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,24,250000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
113,Đức Phát,14:05:00,Bến xe,16:35:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,24,250000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
114,Đức Phát,21:00:00,Bến xe,23:30:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,24,250000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
115,Đức Phát,19:00:00,Bến xe,22:00:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,24,250000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
116,Đức Phát,19:00:00,Văn phòng,21:30:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,11,210000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
117,Vân Anh Limousine,18:00:00,Bến xe,21:00:00,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
118,36 Limousine,05:31:00,Văn phòng,08:01:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.8,502,11,230000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
119,Thành Trung Limousine,12:00:00,Văn phòng,14:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,230000,210000,9.0,Wednesday,15-10-2025,120,Hà Nội - Thanh Hoá
120,36 Limousine,16:00:00,Văn phòng,18:30:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.8,502,11,230000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
121,Đức Phát,06:00:00,Văn phòng,08:30:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,11,200000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
122,Đức Phát,06:00:00,Văn phòng,08:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,11,180000,0,0.0,Wednesday,15-10-2025,120,Hà Nội - Thanh Hoá
123,Thành Trung Limousine,09:00:00,Văn phòng,11:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,230000,210000,9.0,Wednesday,15-10-2025,120,Hà Nội - Thanh Hoá
124,36 Limousine,21:00:00,Văn phòng,23:30:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.8,502,11,230000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
125,Thành Trung Limousine,13:00:00,Văn phòng,15:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,230000,210000,9.0,Wednesday,15-10-2025,120,Hà Nội - Thanh Hoá
126,Thành Trung Limousine,10:00:00,Văn phòng,12:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,230000,210000,9.0,Wednesday,15-10-2025,120,Hà Nội - Thanh Hoá
127,Thành Trung Limousine,16:00:00,Văn phòng,18:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,230000,210000,9.0,Wednesday,15-10-2025,120,Hà Nội - Thanh Hoá
128,Bình Hoài Limousine,09:00:00,Văn phòng,11:50:00,Other,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,170,Hà Nội - Thanh Hoá
129,Bình Hoài Limousine,10:00:00,Văn phòng,12:50:00,Other,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,170,Hà Nội - Thanh Hoá
130,Bình Hoài Limousine,11:00:00,Văn phòng,13:50:00,Other,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,170,Hà Nội - Thanh Hoá
131,Đức Phát,22:00:00,Bến xe,00:30:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,24,250000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
132,An Phát,11:00:00,Văn phòng,14:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5.0,4.0,23,7,250000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
133,Bình Hoài Limousine,08:00:00,Văn phòng,10:50:00,Other,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,170,Hà Nội - Thanh Hoá
134,Bình Hoài Limousine,08:00:00,Văn phòng,10:20:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,140,Hà Nội - Thanh Hoá
135,Bình Hoài Limousine,15:00:00,Văn phòng,17:20:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,140,Hà Nội - Thanh Hoá
136,Vĩnh Quang,14:25:00,Văn phòng,16:55:00,Văn phòng,Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,4.8,25,10,170000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
137,An Phát,14:00:00,Văn phòng,17:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5.0,4.0,23,7,250000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
138,Vân Anh Limousine,19:00:00,Bến xe,22:00:00,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,200000,13.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
139,Vân Anh Limousine,12:00:00,Bến xe,15:00:00,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
140,Bình Hoài Limousine,11:00:00,Văn phòng,13:20:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,140,Hà Nội - Thanh Hoá
141,Bình Hoài Limousine,16:00:00,Văn phòng,18:50:00,Other,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,170,Hà Nội - Thanh Hoá
142,Bình Hoài Limousine,13:00:00,Văn phòng,15:20:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,140,Hà Nội - Thanh Hoá
143,An Phát,17:00:00,Văn phòng,20:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5.0,4.0,23,7,250000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
144,Vĩnh Quang,16:25:00,Văn phòng,18:55:00,Văn phòng,Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,4.8,25,10,170000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
145,Đức Phát,07:00:00,Văn phòng,09:30:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,11,210000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
146,Bình Hoài Limousine,10:00:00,Văn phòng,12:20:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,140,Hà Nội - Thanh Hoá
147,Vĩnh Quang,18:25:00,Văn phòng,20:55:00,Văn phòng,Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,4.8,25,10,170000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
148,Vân Anh Limousine,18:00:00,Bến xe,21:00:00,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,200000,13.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
149,Bình Hoài Limousine,12:00:00,Văn phòng,14:20:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,140,Hà Nội - Thanh Hoá
150,Đức Phát,22:00:00,Văn phòng,00:30:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,11,210000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
151,Vân Anh Limousine,14:00:00,Bến xe,17:00:00,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
152,Vân Anh Limousine,22:00:00,Bến xe,01:00:00,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
153,Vân Anh Limousine,22:30:00,Bến xe,02:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,210,Hà Nội - Thanh Hoá
154,Bình Hoài Limousine,17:00:00,Văn phòng,19:50:00,Other,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,170,Hà Nội - Thanh Hoá
155,Vân Anh Limousine,17:00:00,Bến xe,20:00:00,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,200000,13.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
156,Vân Anh Limousine,12:00:00,Bến xe,15:00:00,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,200000,13.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
157,Bình Hoài Limousine,06:00:00,Văn phòng,08:50:00,Other,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,170,Hà Nội - Thanh Hoá
158,Vân Anh Limousine,21:00:00,Bến xe,00:00:00,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,200000,13.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
159,Vân Anh Limousine,19:30:00,Bến xe,23:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,210,Hà Nội - Thanh Hoá
160,Bình Hoài Limousine,09:00:00,Văn phòng,11:20:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,140,Hà Nội - Thanh Hoá
161,Vân Anh Limousine,15:00:00,Bến xe,18:00:00,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
162,Vân Anh Limousine,21:30:00,Bến xe,01:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,210,Hà Nội - Thanh Hoá
163,Vân Anh Limousine,21:30:00,Bến xe,00:30:00,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
164,Bình Hoài Limousine,20:00:00,Văn phòng,22:50:00,Other,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,170,Hà Nội - Thanh Hoá
165,Đức Phát,14:00:00,Bến xe,17:20:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,24,250000,0,0.0,Wednesday,15-10-2025,200,Hà Nội - Thanh Hoá
166,Vân Anh Limousine,19:00:00,Bến xe,22:00:00,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
167,Vân Anh Limousine,11:30:00,Bến xe,14:30:00,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
168,Vân Anh Limousine,22:30:00,Bến xe,01:30:00,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
169,Vân Anh Limousine,12:30:00,Bến xe,16:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,210,Hà Nội - Thanh Hoá
170,Vân Anh Limousine,14:30:00,Bến xe,17:30:00,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
171,An Phát,08:00:00,Văn phòng,11:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5.0,4.0,23,7,250000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
172,Vân Anh Limousine,16:30:00,Bến xe,20:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,210,Hà Nội - Thanh Hoá
173,Đức Phát,09:00:00,Bến xe,12:00:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,24,250000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
174,An Phát,16:00:00,Văn phòng,19:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5.0,4.0,23,7,250000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
175,Thành Trung Travel,08:00:00,Văn phòng,11:15:00,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,24,250000,225000,10.0,Wednesday,15-10-2025,195,Hà Nội - Thanh Hoá
176,An Phát,18:00:00,Văn phòng,21:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5.0,4.0,23,7,250000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
177,Vân Anh Limousine,22:30:00,Bến xe,01:30:00,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
178,Vân Anh Limousine,16:00:00,Bến xe,19:00:00,Bến xe,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
179,An Phát,20:00:00,Văn phòng,23:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5.0,4.0,23,7,250000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
180,Đức Phát,13:00:00,Bến xe,16:00:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,24,250000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
181,36 Limousine,21:01:00,Văn phòng,23:31:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.8,502,11,230000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
182,36 Limousine,17:01:00,Văn phòng,19:31:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.8,502,11,230000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
183,36 Limousine,07:00:00,Văn phòng,09:30:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.8,502,11,230000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
184,36 Limousine,12:01:00,Văn phòng,14:31:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.8,502,11,230000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
185,36 Limousine,18:01:00,Văn phòng,20:31:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.8,502,11,230000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
186,36 Limousine,12:00:00,Văn phòng,14:30:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.8,502,11,230000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
187,36 Limousine,17:00:00,Văn phòng,19:30:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.8,502,11,230000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
188,36 Limousine,10:01:00,Văn phòng,12:31:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.8,502,11,230000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
189,36 Limousine,11:01:00,Văn phòng,13:31:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.8,502,11,230000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
190,36 Limousine,16:01:00,Văn phòng,18:31:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.8,502,11,230000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
191,36 Limousine,19:01:00,Văn phòng,21:31:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.8,502,11,230000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
192,36 Limousine,11:00:00,Văn phòng,13:30:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.8,502,11,230000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
193,Vân Anh Limousine,13:30:00,Bến xe,17:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,210,Hà Nội - Thanh Hoá
194,Thành Trung Limousine,22:00:00,Văn phòng,00:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,230000,210000,9.0,Wednesday,15-10-2025,120,Hà Nội - Thanh Hoá
195,Thành Trung Limousine,23:00:00,Văn phòng,01:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,4.0,113,11,230000,210000,9.0,Wednesday,15-10-2025,120,Hà Nội - Thanh Hoá
196,Vân Anh Limousine,13:30:00,Bến xe,16:30:00,Văn phòng,Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.8,32,24,230000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
197,Bình Hoài Limousine,14:00:00,Văn phòng,16:20:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,140,Hà Nội - Thanh Hoá
198,An Phát,09:00:00,Văn phòng,12:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5.0,4.0,23,7,250000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
199,An Phát,13:00:00,Văn phòng,16:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,3.9,3.9,4.1,3.9,3.8,5.0,4.0,23,7,250000,0,0.0,Wednesday,15-10-2025,180,Hà Nội - Thanh Hoá
200,Bình Hoài Limousine,16:00:00,Văn phòng,18:20:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,140,Hà Nội - Thanh Hoá
201,Bình Hoài Limousine,20:00:00,Văn phòng,22:20:00,Văn phòng,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,140,Hà Nội - Thanh Hoá
202,Bình Hoài Limousine,12:00:00,Văn phòng,14:50:00,Other,Hà Nội,Thanh Hóa,4.2,4.0,4.1,4.3,4.1,4.0,4.6,4.0,297,10,230000,0,0.0,Wednesday,15-10-2025,170,Hà Nội - Thanh Hoá
203,Đức Phát,15:01:00,Bến xe,17:31:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,24,250000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
204,Đức Phát,15:01:00,Bến xe,18:21:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,24,250000,0,0.0,Wednesday,15-10-2025,200,Hà Nội - Thanh Hoá
205,Đức Phát,20:01:00,Bến xe,23:21:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,24,250000,0,0.0,Wednesday,15-10-2025,200,Hà Nội - Thanh Hoá
206,Đức Phát,18:00:00,Văn phòng,20:30:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,11,210000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
207,Đức Phát,09:01:00,Bến xe,12:21:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,24,250000,0,0.0,Wednesday,15-10-2025,200,Hà Nội - Thanh Hoá
208,Đức Phát,09:01:00,Bến xe,11:31:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,24,250000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
209,Đức Phát,20:01:00,Bến xe,22:31:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,24,250000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
210,Đức Phát,18:01:00,Bến xe,20:31:00,Bến xe,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,24,250000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
211,Đức Phát,13:00:00,Văn phòng,15:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,11,180000,0,0.0,Wednesday,15-10-2025,120,Hà Nội - Thanh Hoá
212,Đức Phát,10:00:00,Văn phòng,12:00:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,11,180000,0,0.0,Wednesday,15-10-2025,120,Hà Nội - Thanh Hoá
213,Đức Phát,15:00:00,Văn phòng,17:30:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,11,200000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
214,Đức Phát,18:00:00,Văn phòng,20:30:00,Văn phòng,Hà Nội,Thanh Hóa,4.8,4.7,4.7,4.6,4.7,4.6,4.8,4.7,87,11,200000,0,0.0,Wednesday,15-10-2025,150,Hà Nội - Thanh Hoá
