company_name,departure_time,pickup_point,arrival_time,dropoff_point,price_original,price_discounted,departure_date,start_point,destination,rating_safety,rating_info_accuracy,rating_info_completeness,rating_staff_attitude,rating_comfort,rating_service_quality,rating_punctuality,rating_overall,reviewer_count,number_of_seat,duration_minutes
Vương Tấn Dũng,17:00:00,Bến xe,06:15,Other,500000,450000,2025-11-23,Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,387,24,795
Sinh Diên Hồng,17:45:00,Bến xe,04:45,Bến xe,380000,304000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.7,4.7,4.7,4.6,4.5,4.8,4.5,243,34,660
Thuận Tiến,18:50:00,Bến xe,07:15,Bến xe,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4963,34,745
Việt Tân Phát,17:15:00,Bến xe,04:25,Bến xe,380000,300000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,34,670
Tấn Hưng,16:55:00,Bến xe,06:20,Văn phòng,650000,400000,2025-11-23,Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1,4.4,105,24,805
Đức Đạt,18:00:00,Bến xe,04:25,Bến xe,350000,300000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1041,34,625
Thuận Tiến,18:00:00,Bến xe,06:25,Bến xe,380000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4963,34,745
Gia Phúc - Gia Lai,18:30:00,Bến xe,05:30,Bến xe,350000,300000,2025-11-23,Sài Gòn,Gia Lai,4.4,4.3,4.4,4.5,4.0,4.4,5.0,4.4,296,34,660
Cô Hai,18:30:00,Bến xe,09:20,Văn phòng,550000,450000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.6,205,24,890
Sáu Bản,18:45:00,Bến xe,05:25,Bến xe,350000,315000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.4,4.4,486,34,640
An Phát,16:30:00,Bến xe,05:30,Other,330000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.5,4.5,4.5,4.3,4.5,4.8,4.5,382,34,780
Thuận Ý,18:20:00,Bến xe,05:50,Bến xe,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.3,4.3,4.3,4.3,4.1,5.0,4.6,419,34,690
Hồng Dung,16:30:00,Bến xe,05:00,Văn phòng,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.3,4.2,4.3,4.3,4.2,4.2,5.0,5.0,6,34,750
Phương Hồng Linh,20:00:00,Văn phòng,08:30,Bến xe,300000,0,2025-11-23,Sài Gòn,Gia Lai,4.5,4.3,4.4,4.3,4.4,4.2,4.3,4.2,451,36,750
Vũ Cẩm,17:00:00,Bến xe,04:00,Bến xe,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.9,3.3,3.2,4.5,3.2,4.0,4.3,3.2,14,34,660
Tư Phầu,17:30:00,Bến xe,04:00,Bến xe,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.6,4.4,4.6,4.2,4.6,4.4,4.6,4.3,109,34,630
Nhật Tân,17:00:00,Bến xe,04:30,Bến xe,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.2,4.0,4.2,4.3,4.0,3.8,4.3,4.0,196,32,690
Minh Quốc,18:30:00,Bến xe,06:00,Văn phòng,550000,520000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.4,4.4,4.9,4.6,1300,24,690
Bốn Luyện Express,22:01:00,Other,09:01,Bến xe,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.3,4.1,4.1,4.1,4.0,3.9,4.2,4.0,262,34,660
Tuấn Hiệp,01:00:00,Other,13:50,Bến xe,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.1,3.9,4.0,3.9,3.8,3.8,4.3,4.0,1286,34,770
Tây Nguyên,17:15:00,Bến xe,04:20,Other,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.8,4.6,4.7,4.8,4.6,4.7,5.0,4.8,118,34,665
Phượng Thu,17:00:00,Bến xe,04:30,Other,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.5,4.5,4.5,4.4,4.5,4.5,4.7,4.5,597,34,690
Hoàng Thuỷ,18:00:00,Bến xe,05:25,Bến xe,350000,300000,2025-11-23,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.8,3545,34,685
Hoàng Thuỷ,19:00:00,Bến xe,06:00,Bến xe,550000,350000,2025-11-23,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.8,3545,24,660
Hoàng Thuỷ,18:30:00,Bến xe,06:15,Bến xe,350000,300000,2025-11-23,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.8,3545,34,705
Vương Tấn Dũng,16:45:00,Bến xe,06:25,Bến xe,380000,320000,2025-11-23,Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,387,34,820
Kính Diên Hồng,17:15:00,Bến xe,05:15,Bến xe,350000,315000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6,4.6,1142,34,720
Kính Diên Hồng,18:40:00,Bến xe,06:10,Bến xe,350000,315000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6,4.6,1142,34,690
Hoàng Thuỷ,18:30:00,Bến xe,04:50,Bến xe,350000,300000,2025-11-23,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.8,3545,34,620
Hoàng Thuỷ,19:00:00,Bến xe,05:20,Bến xe,550000,350000,2025-11-23,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.8,3545,24,620
Hoàng Thuỷ,18:00:00,Bến xe,04:40,Bến xe,350000,300000,2025-11-23,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.8,3545,34,640
Vương Tấn Dũng,17:00:00,Bến xe,04:15,Văn phòng,500000,450000,2025-11-23,Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,387,24,675
Kính Diên Hồng,19:30:00,Bến xe,06:30,Bến xe,450000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6,4.6,1142,24,660
Kính Diên Hồng,19:30:00,Bến xe,07:00,Bến xe,450000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6,4.6,1142,24,690
Sinh Diên Hồng,17:45:00,Bến xe,05:45,Bến xe,380000,304000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.7,4.7,4.7,4.6,4.5,4.8,4.5,243,34,720
Vương Tấn Dũng,17:30:00,Văn phòng,05:45,Bến xe,500000,450000,2025-11-23,Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,387,24,735
Vương Tấn Dũng,17:00:00,Bến xe,06:40,Bến xe,500000,450000,2025-11-23,Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,387,24,820
Đức Đạt,18:25:00,Bến xe,04:50,Bến xe,350000,300000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1041,34,625
Việt Tân Phát,17:00:00,Bến xe,05:50,Bến xe,380000,320000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,34,770
Đức Đạt,20:15:00,Bến xe,06:40,Bến xe,500000,450000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1041,24,625
Đức Đạt,18:15:00,Bến xe,04:40,Bến xe,350000,300000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1041,34,625
Việt Tân Phát,18:00:00,Bến xe,04:55,Bến xe,370000,300000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,34,655
Việt Tân Phát,17:00:00,Bến xe,03:35,Bến xe,380000,300000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,34,635
Thuận Tiến,19:35:00,Bến xe,08:00,Bến xe,500000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4963,24,745
Thuận Tiến,18:30:00,Bến xe,06:55,Bến xe,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4963,34,745
Thuận Tiến,19:15:00,Bến xe,07:40,Bến xe,500000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4963,24,745
Cô Hai,17:45:00,Bến xe,06:40,Văn phòng,405000,350000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.6,205,34,775
Cô Hai,17:45:00,Bến xe,07:20,Văn phòng,405000,350000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.6,205,34,815
Cô Hai,17:30:00,Bến xe,05:35,Văn phòng,410000,350000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.6,205,34,725
Sáu Bản,18:45:00,Bến xe,06:30,Bến xe,350000,315000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.4,4.4,486,34,705
An Phát,16:30:00,Bến xe,04:30,Other,330000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.5,4.5,4.5,4.3,4.5,4.8,4.5,382,34,720
An Phát,16:30:00,Bến xe,06:15,Bến xe,330000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.5,4.5,4.5,4.3,4.5,4.8,4.5,382,34,825
Sáu Bản,17:00:00,Bến xe,03:40,Bến xe,280000,0,2025-11-23,Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.4,4.4,486,44,640
Sáu Bản,17:00:00,Bến xe,04:10,Other,300000,0,2025-11-23,Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.4,4.4,486,44,670
An Phát,17:30:00,Bến xe,06:30,Other,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.5,4.5,4.5,4.3,4.5,4.8,4.5,382,24,780
Vũ Cẩm,18:01:00,Bến xe,05:01,Bến xe,450000,400000,2025-11-23,Sài Gòn,Gia Lai,4.9,3.3,3.2,4.5,3.2,4.0,4.3,3.2,14,24,660
Vũ Cẩm,17:01:00,Bến xe,04:01,Bến xe,450000,400000,2025-11-23,Sài Gòn,Gia Lai,4.9,3.3,3.2,4.5,3.2,4.0,4.3,3.2,14,24,660
Tấn Hưng,16:55:00,Bến xe,04:20,Other,650000,400000,2025-11-23,Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1,4.4,105,24,685
Tấn Hưng,16:55:00,Bến xe,07:20,Bến xe,650000,400000,2025-11-23,Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1,4.4,105,24,865
Vũ Cẩm,18:00:00,Bến xe,05:00,Bến xe,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.9,3.3,3.2,4.5,3.2,4.0,4.3,3.2,14,34,660
Kính Diên Hồng,17:15:00,Bến xe,04:00,Other,350000,315000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6,4.6,1142,34,645
Minh Quốc,18:00:00,Bến xe,05:30,Văn phòng,400000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.4,4.4,4.9,4.6,1300,34,690
Minh Quốc,17:01:00,Bến xe,04:31,Văn phòng,400000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.4,4.4,4.9,4.6,1300,34,690
Minh Quốc,18:30:00,Bến xe,07:00,Bến xe,550000,520000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.4,4.4,4.9,4.6,1300,24,750
Phương Hồng Linh,23:20:00,Other,10:25,Bến xe,400000,0,2025-11-23,Sài Gòn,Gia Lai,4.5,4.3,4.4,4.3,4.4,4.2,4.3,4.2,451,24,665
Tấn Hưng,16:55:00,Bến xe,05:20,Other,650000,400000,2025-11-23,Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1,4.4,105,24,745
Tây Nguyên,17:15:00,Bến xe,01:20,Other,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.8,4.6,4.7,4.8,4.6,4.7,5.0,4.8,118,34,485
Hoàng Thuỷ,18:45:00,Bến xe,05:05,Bến xe,350000,300000,2025-11-23,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.8,3545,34,620
Đức Đạt,20:15:00,Bến xe,07:10,Văn phòng,500000,450000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1041,24,655
Việt Tân Phát,19:00:00,Bến xe,06:10,Bến xe,550000,450000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,24,670
Đức Đạt,18:05:00,Bến xe,04:30,Bến xe,500000,450000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1041,24,625
Việt Tân Phát,18:30:00,Bến xe,05:15,Bến xe,370000,300000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,34,645
Đức Đạt,20:10:00,Bến xe,07:05,Văn phòng,350000,300000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1041,34,655
Thuận Tiến,19:30:00,Bến xe,07:55,Bến xe,500000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4963,22,745
Việt Tân Phát,19:00:00,Bến xe,04:55,Bến xe,370000,300000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,34,595
Việt Tân Phát,17:00:00,Bến xe,04:55,Văn phòng,380000,320000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,34,715
Đức Đạt,18:10:00,Bến xe,05:05,Văn phòng,500000,450000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1041,24,655
Việt Tân Phát,16:30:00,Bến xe,05:40,Bến xe,380000,320000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,34,790
Việt Tân Phát,19:00:00,Bến xe,05:45,Bến xe,370000,300000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,34,645
Thuận Tiến,19:30:00,Bến xe,05:45,Văn phòng,500000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4963,22,615
Đức Đạt,18:10:00,Bến xe,04:35,Bến xe,500000,450000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1041,24,625
Việt Tân Phát,19:00:00,Bến xe,06:40,Văn phòng,550000,450000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,24,700
Đức Đạt,18:20:00,Bến xe,04:45,Bến xe,350000,300000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1041,34,625
Đức Đạt,18:00:00,Bến xe,04:55,Văn phòng,350000,300000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1041,34,655
Đức Đạt,18:25:00,Bến xe,05:20,Văn phòng,350000,300000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1041,34,655
Thuận Tiến,18:00:00,Bến xe,09:55,Bến xe,380000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4963,34,955
Việt Tân Phát,17:35:00,Bến xe,05:30,Văn phòng,550000,450000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,22,715
Việt Tân Phát,17:05:00,Bến xe,05:55,Bến xe,550000,320000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,24,770
Cô Hai,17:30:00,Bến xe,07:25,Văn phòng,410000,350000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.6,205,34,835
Đức Đạt,18:15:00,Bến xe,05:10,Văn phòng,350000,300000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1041,34,655
Cô Hai,17:30:00,Bến xe,04:55,Văn phòng,410000,350000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.6,205,34,685
Thuận Tiến,19:15:00,Bến xe,05:30,Văn phòng,500000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4963,24,615
Thuận Tiến,19:35:00,Bến xe,05:50,Văn phòng,500000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4963,24,615
Cô Hai,18:00:00,Bến xe,07:55,Văn phòng,600000,450000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.6,205,24,835
Việt Tân Phát,16:30:00,Bến xe,05:20,Bến xe,330000,280000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,44,770
Việt Tân Phát,19:00:00,Bến xe,07:55,Bến xe,550000,450000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,24,775
Đức Đạt,18:20:00,Bến xe,05:15,Văn phòng,350000,300000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1041,34,655
Việt Tân Phát,17:30:00,Bến xe,04:05,Bến xe,370000,300000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,34,635
Việt Tân Phát,17:30:00,Bến xe,05:25,Văn phòng,370000,320000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,34,715
Việt Tân Phát,17:30:00,Bến xe,04:25,Bến xe,370000,300000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,34,655
Việt Tân Phát,17:35:00,Bến xe,04:10,Bến xe,550000,450000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,22,635
Cô Hai,16:10:00,Bến xe,07:05,Văn phòng,430000,350000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.6,205,34,895
An Phát,16:30:00,Bến xe,05:00,Other,330000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.5,4.5,4.5,4.3,4.5,4.8,4.5,382,34,750
Cô Hai,18:30:00,Bến xe,08:30,Văn phòng,550000,450000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.6,205,24,840
Thuận Tiến,18:00:00,Bến xe,06:45,Bến xe,380000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4963,34,765
Cô Hai,18:00:00,Bến xe,06:05,Văn phòng,600000,450000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.6,205,24,725
Cô Hai,16:10:00,Bến xe,06:25,Văn phòng,430000,350000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.6,205,34,855
An Phát,17:30:00,Bến xe,05:30,Other,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.5,4.5,4.5,4.3,4.5,4.8,4.5,382,24,720
Sáu Bản,17:00:00,Bến xe,03:00,Other,280000,0,2025-11-23,Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.4,4.4,486,44,600
Cô Hai,15:30:00,Bến xe,06:25,Văn phòng,430000,350000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.6,205,34,895
Đức Đạt,18:05:00,Bến xe,05:00,Văn phòng,500000,450000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1041,24,655
Thuận Tiến,18:30:00,Bến xe,04:45,Văn phòng,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4963,34,615
Việt Tân Phát,18:30:00,Bến xe,04:25,Bến xe,370000,300000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,34,595
An Phát,17:30:00,Bến xe,07:15,Bến xe,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.5,4.5,4.5,4.3,4.5,4.8,4.5,382,24,825
An Phát,17:30:00,Bến xe,06:00,Other,350000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.5,4.5,4.5,4.3,4.5,4.8,4.5,382,24,750
Sáu Bản,18:45:00,Bến xe,06:10,Bến xe,350000,315000,2025-11-23,Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.4,4.4,486,34,685
Vương Tấn Dũng,16:45:00,Bến xe,04:00,Văn phòng,380000,320000,2025-11-23,Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,387,34,675
Vương Tấn Dũng,17:30:00,Văn phòng,04:15,Văn phòng,500000,450000,2025-11-23,Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,387,24,645
Việt Tân Phát,17:05:00,Bến xe,05:00,Văn phòng,550000,450000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,22,715
Việt Tân Phát,17:15:00,Bến xe,04:00,Bến xe,370000,300000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,34,645
Việt Tân Phát,17:15:00,Bến xe,04:25,Bến xe,370000,300000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,34,670
Việt Tân Phát,17:05:00,Bến xe,03:40,Bến xe,550000,450000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,22,635
Việt Tân Phát,17:15:00,Bến xe,05:05,Văn phòng,370000,300000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,34,710
Cô Hai,18:30:00,Bến xe,07:50,Văn phòng,550000,450000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.6,205,24,800
Việt Tân Phát,17:00:00,Bến xe,03:55,Bến xe,380000,300000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,34,655
Thuận Tiến,18:00:00,Bến xe,04:15,Văn phòng,380000,0,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4963,34,615
Việt Tân Phát,17:05:00,Bến xe,03:00,Bến xe,550000,450000,2025-11-23,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,134,22,595
Vie Limousine,09:00:00,Văn phòng,12:00,Other,360000,0,2025-11-23,Sài Gòn,Bình Thuận,4.7,4.7,4.8,4.7,4.7,4.7,4.8,4.6,4809,9,180
Hạnh Cafe - Hà Phương Limousine,14:30:00,Văn phòng,17:45,Văn phòng,190000,160000,2025-11-23,Sài Gòn,Bình Thuận,4.6,4.4,4.5,4.4,4.4,4.4,4.8,4.4,7483,34,195
