bus_name,bus_rating,seat_type,departure_time,pick_up_point,duration,arrival_time,drop_of_point,departure_date,original_price,sale_price,percent_discount,notification,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ,start_point,destination,bus_rating_score,bus_rating_count
36 Limousine,4.8 (502),Limousine 11 chỗ,18:00,• Văn phòng Đồng Tàu,2h30m,20:30,• Văn phòng Thanh Hóa,,230000.0,230000.0,0,,4.8,4.8,4.8,4.7,4.7,4.7,4.7,Hà Nội,Thanh Hóa,4.8,502
Thành Trung Limousine,4 (113),Limousine 11 chỗ,15:00,• Văn phòng Hà Nội,2h,17:00,• Văn Phòng Thanh Hóa,,230000.0,210000.0,-9,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,19:00,• Văn phòng Hà Nội,2h,21:00,• Văn Phòng Thanh Hóa,,230000.0,210000.0,-9,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,20:00,• Bến xe Nước Ngầm,2h30m,22:30,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,16:00,• Văn Phòng Hà Nội,2h30m,18:30,• Bến xe phía Tây Thanh Hóa,,210000.0,210000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,8:05,• Bến xe Nước Ngầm,2h30m,10:35,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Thành Trung Limousine,4 (113),Limousine 11 chỗ,14:00,• Văn phòng Hà Nội,2h,16:00,• Văn Phòng Thanh Hóa,,230000.0,210000.0,-9,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thơm Phụng,4.6 (18),Limousine 24 phòng,10:00,• Bến xe Nước Ngầm,2h15m,12:15,• Big C Thanh Hóa,,200000.0,200000.0,0,,4.9,4.6,4.8,4.8,4.6,4.5,5.0,Hà Nội,Thanh Hóa,4.6,18
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,11:00,• Bến xe Nước Ngầm,3h,14:00,• Bến xe Thọ Xuân,,230000.0,200000.0,-13,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vĩnh Quang,4.8 (25),Limousine 10 chỗ,17:25,• VP Linh Đàm,2h30m,19:55,• VP Thanh Hóa - 143 Lê Hồng Phong,,170000.0,170000.0,0,,5.0,4.8,4.9,4.9,4.9,4.9,4.8,Hà Nội,Thanh Hóa,4.8,25
Thơm Phụng,4.6 (18),Limousine 24 phòng,13:30,• Bến xe Nước Ngầm,2h15m,15:45,• Big C Thanh Hóa,,200000.0,200000.0,0,,4.9,4.6,4.8,4.8,4.6,4.5,5.0,Hà Nội,Thanh Hóa,4.6,18
Vĩnh Quang,4.8 (25),Limousine 10 chỗ,20:25,• VP Linh Đàm,2h30m,22:55,• VP Thanh Hóa - 143 Lê Hồng Phong,,170000.0,170000.0,0,,5.0,4.8,4.9,4.9,4.9,4.9,4.8,Hà Nội,Thanh Hóa,4.8,25
Vĩnh Quang,4.8 (25),Limousine 10 chỗ,12:25,• VP Linh Đàm,2h30m,14:55,• VP Thanh Hóa - 143 Lê Hồng Phong,,170000.0,170000.0,0,,5.0,4.8,4.9,4.9,4.9,4.9,4.8,Hà Nội,Thanh Hóa,4.8,25
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,17:00,• Bến xe Nước Ngầm,3h,20:00,• Bến xe phía bắc Thanh Hóa,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
36 Limousine,4.8 (502),Limousine 11 chỗ,10:00,• Văn phòng Đồng Tàu,2h30m,12:30,• Văn phòng Thanh Hóa,,230000.0,230000.0,0,,4.8,4.8,4.8,4.7,4.7,4.7,4.7,Hà Nội,Thanh Hóa,4.8,502
36 Limousine,4.8 (502),Limousine 11 chỗ,14:00,• Văn phòng Đồng Tàu,2h30m,16:30,• Văn phòng Thanh Hóa,,230000.0,230000.0,0,,4.8,4.8,4.8,4.7,4.7,4.7,4.7,Hà Nội,Thanh Hóa,4.8,502
36 Limousine,4.8 (502),Limousine 11 chỗ,8:01,• Văn phòng Đồng Tàu,2h30m,10:31,• Văn phòng Thanh Hóa,,230000.0,230000.0,0,,4.8,4.8,4.8,4.7,4.7,4.7,4.7,Hà Nội,Thanh Hóa,4.8,502
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,15:00,• Văn Phòng Hà Nội,2h30m,17:30,• Bến xe phía Tây Thanh Hóa,,210000.0,210000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,18:00,• Bến xe Nước Ngầm,2h30m,20:30,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,6:00,• Bến xe Nước Ngầm,2h30m,8:30,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Thành Trung Limousine,4 (113),Limousine 11 chỗ,18:00,• Văn phòng Hà Nội,2h,20:00,• Văn Phòng Thanh Hóa,,230000.0,210000.0,-9,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,11:00,• Văn phòng Hà Nội,2h,13:00,• Văn Phòng Thanh Hóa,,230000.0,210000.0,-9,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Vĩnh Quang,4.8 (25),Limousine 10 chỗ,21:25,• VP Linh Đàm,2h30m,23:55,• VP Thanh Hóa - 143 Lê Hồng Phong,,170000.0,170000.0,0,,5.0,4.8,4.9,4.9,4.9,4.9,4.8,Hà Nội,Thanh Hóa,4.8,25
Vĩnh Quang,4.8 (25),Limousine 10 chỗ,6:25,• VP Linh Đàm,2h30m,8:55,• VP Thanh Hóa - 143 Lê Hồng Phong,,170000.0,170000.0,0,,5.0,4.8,4.9,4.9,4.9,4.9,4.8,Hà Nội,Thanh Hóa,4.8,25
Vĩnh Quang,4.8 (25),Limousine 10 chỗ,8:25,• VP Linh Đàm,2h30m,10:55,• VP Thanh Hóa - 143 Lê Hồng Phong,,170000.0,170000.0,0,,5.0,4.8,4.9,4.9,4.9,4.9,4.8,Hà Nội,Thanh Hóa,4.8,25
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,16:00,• Bến xe Nước Ngầm,3h,19:00,• Bến xe Thọ Xuân,,230000.0,200000.0,-13,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Bình Hoài Limousine,4 (297),Limousine 10 chỗ,18:00,• Văn phòng Hoàng Mai,2h50m,20:50,• Tượng đài Lê Lợi,,230000.0,230000.0,0,,4.2,4.0,4.1,4.3,4.1,4.0,4.6,Hà Nội,Thanh Hóa,4.0,297
Thành Trung Limousine,4 (113),Limousine 11 chỗ,17:00,• Văn phòng Hà Nội,2h,19:00,• Văn Phòng Thanh Hóa,,230000.0,210000.0,-9,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,13:00,• Bến xe Nước Ngầm,3h,16:00,• Bến xe khách Sầm Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Thơm Phụng,4.6 (18),Limousine 34 phòng,12:00,• Bến xe Nước Ngầm,2h15m,14:15,• Big C Thanh Hóa,,150000.0,150000.0,0,,4.9,4.6,4.8,4.8,4.6,4.5,5.0,Hà Nội,Thanh Hóa,4.6,18
Thơm Phụng,4.6 (18),Limousine 24 phòng,18:30,• Bến xe Nước Ngầm,2h15m,20:45,• Big C Thanh Hóa,,200000.0,200000.0,0,,4.9,4.6,4.8,4.8,4.6,4.5,5.0,Hà Nội,Thanh Hóa,4.6,18
Bình Hoài Limousine,4 (297),Limousine 10 chỗ,18:00,• Văn phòng Hoàng Mai,2h20m,20:20,• Văn phòng Triệu Sơn,,230000.0,230000.0,0,,4.2,4.0,4.1,4.3,4.1,4.0,4.6,Hà Nội,Thanh Hóa,4.0,297
Bình Hoài Limousine,4 (297),Limousine 10 chỗ,6:00,• Văn phòng Hoàng Mai,2h20m,8:20,• Văn phòng Triệu Sơn,,230000.0,230000.0,0,,4.2,4.0,4.1,4.3,4.1,4.0,4.6,Hà Nội,Thanh Hóa,4.0,297
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,13:00,• Bến xe Nước Ngầm,3h,16:00,• Bến xe phía bắc Thanh Hóa,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
An Phát (Thanh Hóa),4 (23),Ghế ngồi 7 chỗ,7:00,• Văn Phòng Hà Nội,3h,10:00,• VP Thanh Hóa,,250000.0,250000.0,0,,4.2,3.9,3.9,4.1,3.9,3.8,5.0,Hà Nội,Thanh Hóa,4.0,23
An Phát (Thanh Hóa),4 (23),Ghế ngồi 7 chỗ,12:00,• Văn Phòng Hà Nội,3h,15:00,• VP Thanh Hóa,,250000.0,250000.0,0,,4.2,3.9,3.9,4.1,3.9,3.8,5.0,Hà Nội,Thanh Hóa,4.0,23
An Phát (Thanh Hóa),4 (23),Ghế ngồi 7 chỗ,15:00,• Văn Phòng Hà Nội,3h,18:00,• VP Thanh Hóa,,250000.0,250000.0,0,,4.2,3.9,3.9,4.1,3.9,3.8,5.0,Hà Nội,Thanh Hóa,4.0,23
Thơm Phụng,4.6 (18),Limousine 24 phòng,21:30,• Bến xe Nước Ngầm,2h15m,23:45,• Big C Thanh Hóa,,250000.0,250000.0,0,,4.9,4.6,4.8,4.8,4.6,4.5,5.0,Hà Nội,Thanh Hóa,4.6,18
FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,5:30,"• Bến xe Nước Ngầm, Hà Nội",2h,7:30,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",,200000.0,200000.0,0,,4.9,4.7,4.8,4.8,4.8,4.7,4.8,Hà Nội,Thanh Hóa,4.8,318
FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,17:30,"• Bến xe Nước Ngầm, Hà Nội",2h,19:30,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",,200000.0,200000.0,0,,4.9,4.7,4.8,4.8,4.8,4.7,4.8,Hà Nội,Thanh Hóa,4.8,318
FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,14:30,"• Bến xe Nước Ngầm, Hà Nội",2h,16:30,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",,200000.0,200000.0,0,,4.9,4.7,4.8,4.8,4.8,4.7,4.8,Hà Nội,Thanh Hóa,4.8,318
Thăng Long,4.6 (438),Giường nằm 40 chỗ,23:55,• Bến xe Nước Ngầm,3h,2:55,• Big C Thanh Hóa,(16/10),200000.0,200000.0,0,,4.8,4.7,4.8,4.7,4.4,4.5,4.8,Hà Nội,Thanh Hóa,4.6,438
Thăng Long,4.6 (438),Giường nằm 40 chỗ,21:30,• Ngã tư Cổ Nhuế - Phạm Văn Đồng,4h45m,2:15,• Big C Thanh Hóa,(16/10),200000.0,200000.0,0,,4.8,4.7,4.8,4.7,4.4,4.5,4.8,Hà Nội,Thanh Hóa,4.6,438
Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,20:35,• Thị Trấn Trạm Trôi,4h55m,1:30,• Big C Thanh Hóa,(16/10),370000.0,370000.0,0,,4.5,4.3,4.5,4.2,4.2,4.2,4.7,Hà Nội,Thanh Hóa,4.2,2035
Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,20:25,• Thị trấn Phùng,5h5m,1:30,• Big C Thanh Hóa,(16/10),370000.0,370000.0,0,,4.5,4.3,4.5,4.2,4.2,4.2,4.7,Hà Nội,Thanh Hóa,4.2,2035
Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,23:00,• Thăng Long Number One,3h30m,2:30,• Big C Thanh Hóa,(16/10),350000.0,350000.0,0,,4.5,4.3,4.5,4.2,4.2,4.2,4.7,Hà Nội,Thanh Hóa,4.2,2035
HM Happycar,4.6 (264),Limousine 24 phòng,8:00,• 1 Tân An Bình (Hà Nội),3h,11:00,• Thanh Hóa,,300000.0,300000.0,0,,4.6,4.5,4.6,4.5,4.6,4.5,4.6,Hà Nội,Thanh Hóa,4.6,264
Phú Quý,4.3 (468),Giường nằm 36 chỗ (WC),15:45,• Bến xe Nước Ngầm,3h,18:45,• BigC Thanh Hóa,,260000.0,260000.0,0,,4.4,4.3,4.4,4.5,4.1,4.2,4.9,Hà Nội,Thanh Hóa,4.3,468
Phú Quý,4.3 (468),Limousine giường phòng 32 chỗ (WC),22:30,• Bến xe Nước Ngầm,3h,1:30,• BigC Thanh Hóa,(16/10),300000.0,300000.0,0,,4.4,4.3,4.4,4.5,4.1,4.2,4.9,Hà Nội,Thanh Hóa,4.3,468
Phú Quý,4.3 (468),Giường nằm 40 chỗ (WC),17:05,• Bến xe Nước Ngầm,3h,20:05,• BigC Thanh Hóa,,260000.0,260000.0,0,,4.4,4.3,4.4,4.5,4.1,4.2,4.9,Hà Nội,Thanh Hóa,4.3,468
Bảo Ngọc Limousine,4.2 (18),Limousine giường nằm 32 chỗ,18:20,• Bến xe Nước Ngầm,2h25m,20:45,• BigC Thanh Hóa,,220000.0,220000.0,0,,4.8,4.9,4.9,4.9,4.2,4.2,5.0,Hà Nội,Thanh Hóa,4.2,18
36 Limousine,4.8 (502),Limousine 11 chỗ,19:00,• Văn phòng Đồng Tàu,2h30m,21:30,• Văn phòng Thanh Hóa,,230000.0,230000.0,0,,4.8,4.8,4.8,4.7,4.7,4.7,4.7,Hà Nội,Thanh Hóa,4.8,502
36 Limousine,4.8 (502),Limousine 11 chỗ,9:01,• Văn phòng Đồng Tàu,2h30m,11:31,• Văn phòng Thanh Hóa,,230000.0,230000.0,0,,4.8,4.8,4.8,4.7,4.7,4.7,4.7,Hà Nội,Thanh Hóa,4.8,502
36 Limousine,4.8 (502),Limousine 11 chỗ,13:01,• Văn phòng Đồng Tàu,2h30m,15:31,• Văn phòng Thanh Hóa,,230000.0,230000.0,0,,4.8,4.8,4.8,4.7,4.7,4.7,4.7,Hà Nội,Thanh Hóa,4.8,502
36 Limousine,4.8 (502),Limousine 11 chỗ,15:01,• Văn phòng Đồng Tàu,2h30m,17:31,• Văn phòng Thanh Hóa,,230000.0,230000.0,0,,4.8,4.8,4.8,4.7,4.7,4.7,4.7,Hà Nội,Thanh Hóa,4.8,502
36 Limousine,4.8 (502),Limousine 11 chỗ,8:00,• Văn phòng Đồng Tàu,2h30m,10:30,• Văn phòng Thanh Hóa,,230000.0,230000.0,0,,4.8,4.8,4.8,4.7,4.7,4.7,4.7,Hà Nội,Thanh Hóa,4.8,502
36 Limousine,4.8 (502),Limousine 11 chỗ,13:00,• Văn phòng Đồng Tàu,2h30m,15:30,• Văn phòng Thanh Hóa,,230000.0,230000.0,0,,4.8,4.8,4.8,4.7,4.7,4.7,4.7,Hà Nội,Thanh Hóa,4.8,502
36 Limousine,4.8 (502),Limousine 11 chỗ,20:01,• Văn phòng Đồng Tàu,2h30m,22:31,• Văn phòng Thanh Hóa,,230000.0,230000.0,0,,4.8,4.8,4.8,4.7,4.7,4.7,4.7,Hà Nội,Thanh Hóa,4.8,502
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,11:00,• Văn Phòng Hà Nội,2h30m,13:30,• Bến xe phía Tây Thanh Hóa,,210000.0,210000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,17:05,• Bến xe Nước Ngầm,2h30m,19:35,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,15:00,• Bến xe Nước Ngầm,2h30m,17:30,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,16:00,• Bến xe Nước Ngầm,2h30m,18:30,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Vĩnh Quang,4.8 (25),Limousine 10 chỗ,19:25,• VP Linh Đàm,2h30m,21:55,• VP Thanh Hóa - 143 Lê Hồng Phong,,170000.0,170000.0,0,,5.0,4.8,4.9,4.9,4.9,4.9,4.8,Hà Nội,Thanh Hóa,4.8,25
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,17:00,• Văn Phòng Hà Nội,2h30m,19:30,• Bến xe phía Tây Thanh Hóa,,210000.0,210000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,13:00,• Bến xe Nước Ngầm,2h30m,15:30,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Vĩnh Quang,4.8 (25),Limousine 10 chỗ,13:25,• VP Linh Đàm,2h30m,15:55,• VP Thanh Hóa - 143 Lê Hồng Phong,,170000.0,170000.0,0,,5.0,4.8,4.9,4.9,4.9,4.9,4.8,Hà Nội,Thanh Hóa,4.8,25
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,10:00,• Bến xe Nước Ngầm,2h30m,12:30,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,12:05,• Bến xe Nước Ngầm,2h30m,14:35,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,14:00,• Bến xe Giáp Bát,2h30m,16:30,• Bến xe Phía Bắc Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,7:05,• Bến xe Nước Ngầm,2h30m,9:35,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,4:35,• Bến xe Nước Ngầm,2h30m,7:05,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,16:05,• Bến xe Nước Ngầm,2h30m,18:35,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,13:05,• Bến xe Nước Ngầm,2h30m,15:35,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,19:00,• Bến xe Nước Ngầm,2h30m,21:30,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Bình Hoài Limousine,4 (297),Limousine 10 chỗ,13:00,• Văn phòng Hoàng Mai,2h50m,15:50,• Tượng đài Lê Lợi,,230000.0,230000.0,0,,4.2,4.0,4.1,4.3,4.1,4.0,4.6,Hà Nội,Thanh Hóa,4.0,297
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,17:00,• Bến xe Nước Ngầm,3h,20:00,• Bến xe Hoằng Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,20:05,• Bến xe Nước Ngầm,2h30m,22:35,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,14:00,• Bến xe Nước Ngầm,2h30m,16:30,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,17:00,• Bến xe Nước Ngầm,3h,20:00,• Bến xe khách Sầm Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,20:00,• Bến xe Nước Ngầm,3h,23:00,• Bến xe phía bắc Thanh Hóa,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,15:00,• Bến xe Nước Ngầm,3h,18:00,• Bến xe Hoằng Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,14:00,• Bến xe Nước Ngầm,3h,17:00,• Bến xe Thọ Xuân,,230000.0,200000.0,-13,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,19:00,• Bến xe Giáp Bát,2h30m,21:30,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,21:00,• Văn Phòng Hà Nội,2h30m,23:30,• Bến xe phía Tây Thanh Hóa,,210000.0,210000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,11:30,• Bến xe Nước Ngầm,3h30m,15:00,• Văn Phòng Nghi Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,7:00,• Bến xe Nước Ngầm,3h,10:00,• Bến xe Hoằng Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,11:00,• Bến xe Nước Ngầm,2h30m,13:30,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,11:00,• Bến xe Nước Ngầm,3h,14:00,• Bến xe khách Sầm Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,15:00,• Bến xe Nước Ngầm,3h,18:00,• Bến xe Thọ Xuân,,230000.0,200000.0,-13,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Bình Hoài Limousine,4 (297),Limousine 10 chỗ,17:00,• Văn phòng Hoàng Mai,2h20m,19:20,• Văn phòng Triệu Sơn,,230000.0,230000.0,0,,4.2,4.0,4.1,4.3,4.1,4.0,4.6,Hà Nội,Thanh Hóa,4.0,297
Vĩnh Quang,4.8 (25),Limousine 10 chỗ,15:25,• VP Linh Đàm,2h30m,17:55,• VP Thanh Hóa - 143 Lê Hồng Phong,,170000.0,170000.0,0,,5.0,4.8,4.9,4.9,4.9,4.9,4.8,Hà Nội,Thanh Hóa,4.8,25
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,17:00,• Bến xe Nước Ngầm,2h30m,19:30,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,14:05,• Bến xe Nước Ngầm,2h30m,16:35,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,21:00,• Bến xe Nước Ngầm,2h30m,23:30,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,19:00,• Bến xe Nước Ngầm,3h,22:00,• Bến xe Hoằng Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,19:00,• Văn Phòng Hà Nội,2h30m,21:30,• Bến xe phía Tây Thanh Hóa,,210000.0,210000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,20:00,• Bến xe Nước Ngầm,3h,23:00,• Bến xe khách Sầm Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
