company_name,bus_rating,seat_type,departure_time,pickup_point,arrival_date,arrival_time,dropoff_point,duration,price_original,price_discounted,percent_discount,departure_date,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ
Bằng Phấn,4.6 (1701),xe Cabin cung điện 24 phòng,21:00,• Bến xe Mỹ Đình,(01/11),04:10,• Bến Xe Hà Giang,7h10m,350.000,,,"T6, 31/10/2025",Hà Nội,Hà Giang,4.7,4.7,4.7,4.6,4.6,4.6,4.8
Mạnh Quân,4.5 (593),Cabin cung điện 24 phòng,21:30,• Bến xe Mỹ Đình (ô đón khách số 20),(01/11),03:30,• Văn Phòng 75 Cầu Mè (Gần Bến Xe Hà Giang đối diện khách sạn Hoa Cương),6h,350.000,,,"T6, 31/10/2025",Hà Nội,Hà Giang,,,,,,,
Vĩnh Thiện,4.3 (40),Limousine giường phòng 24 chỗ,11:00,• Bến xe Gia Lâm,,18:30,• Bến xe Hà Giang,7h30m,350.000,,,"T6, 31/10/2025",Hà Nội,Hà Giang,4.8,4.2,4.2,4.4,4.5,4.6,5.0
Cầu Mè,4.3 (147),Giường nằm 41 chỗ,07:30,• Bến xe Mỹ Đình,,14:30,• Cầu Mè Hotel,7h,250.000,,,"T6, 31/10/2025",Hà Nội,Hà Giang,,,,,,,
Quang Tuyến (Hà Giang),4.2 (254),Limousine giường phòng 24 chỗ,17:00,• 55 Nguyễn Hoàng,,23:30,• Văn phòng Hà Giang,6h30m,350.000,,,"T6, 31/10/2025",Hà Nội,Hà Giang,4.4,4.1,4.2,4.1,4.1,4.1,4.3
Đăng Quang (Hà Giang),5 (6),Limousine 24 chỗ,21:00,• 451 Nguyễn Văn Cừ,(01/11),03:35,• Văn phòng Hà Giang,6h35m,350.000,Từ 300.000đ,-14%,"T6, 31/10/2025",Hà Nội,Hà Giang,,,,,,,
Quang Nghị,3.9 (714),Limousine giường phòng 24 chỗ,20:30,• Văn Phòng Mỹ Đình,(01/11),04:00,• Văn phòng Hà Giang,7h30m,350.000,,,"T6, 31/10/2025",Hà Nội,Hà Giang,4.3,4.0,4.1,4.0,4.0,3.8,4.4
Hà Tuấn,3.9 (64),Giường nằm 20 chỗ,20:30,• Bến Xe Mỹ Đình,(01/11),03:30,• Bến xe Xín Mần,7h,350.000,,,"T6, 31/10/2025",Hà Nội,Hà Giang,,,,,,,
Mạnh Hà (Hà Giang),4.5 (34),Giường nằm 44 chỗ,09:30,• Hyundai Long Biên,,14:30,• Bến xe Hà Giang,5h,220.000,200.000đ,-9%,"T6, 31/10/2025",Hà Nội,Hà Giang,4.6,4.2,4.4,4.6,4.6,4.4,1.0
Đông Bắc Travel,4.9 (38),Xe Limousine 11 chỗ,07:00,• Văn phòng Hà Nội,,13:00,• 165 đường Lý Tự Trọng,6h,350.000,300.000đ,-14%,"T6, 31/10/2025",Hà Nội,Hà Giang,5.0,5.0,5.0,5.0,5.0,5.0,4.9
