company_name,bus_rating,seat_type,departure_time,pickup_point,arrival_date,arrival_time,dropoff_point,duration,price_original,price_discounted,percent_discount,departure_date,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ
Hoàng Hà (Phú Thọ),4.5 (103),Ghế ngồi 29 chỗ,07:50,• Bưu Điện Trâu Quỳ,,10:50,• Bến xe vĩnh niệm,3h,90.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Cát Bà Go Easy Limousine,4.5 (20),Limousine 19 chỗ,11:00,• Văn Phòng Hà Nội,,14:30,• Văn Phòng Cát Bà,3h30m,350.000,340.000đ,-3%,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Daiichi Travel,4.7 (344),Sơ đồ 45 (Chuẩn),06:01,• Văn phòng 172 Trần Quang Khải,,09:11,• Văn phòng Cát Bà,3h10m,250.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Anh Huy Travel,4.6 (998),Ghế ngồi 16 chỗ,20:00,• Văn phòng 61 Trần Đăng Ninh,,22:40,• Văn phòng 97 Hùng Vương (Bến xe Thượng Lý),2h40m,150.000,135.000đ,-10%,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Anh Huy Travel,4.6 (998),Ghế ngồi 16 chỗ,18:00,• Văn phòng 61 Trần Đăng Ninh,,20:40,• Văn phòng 97 Hùng Vương (Bến xe Thượng Lý),2h40m,150.000,135.000đ,-10%,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.7,4.6,4.7,4.6,4.5,4.5,4.5
Daiichi Travel,4.7 (344),Sơ đồ 45 (Chuẩn),12:30,• Văn phòng 172 Trần Quang Khải,,15:40,• Văn phòng Cát Bà,3h10m,250.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Anh Huy Travel,4.6 (998),Ghế ngồi 16 chỗ,19:00,• Văn phòng 61 Trần Đăng Ninh,,21:40,• Văn phòng 97 Hùng Vương (Bến xe Thượng Lý),2h40m,150.000,135.000đ,-10%,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Daiichi Travel,4.7 (344),Sơ đồ 45 (Chuẩn),15:30,• Văn phòng 172 Trần Quang Khải,,18:40,• Văn phòng Cát Bà,3h10m,250.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.7,4.7,4.8,4.8,4.5,4.7,4.5
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,17:02,• Hà Nội,,18:32,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Phòng Travel (Đất Cảng),4.4 (1243),Ghế ngồi 27 chỗ,08:03,• Hà Nội,,09:33,• Hải Phòng,1h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,12:02,• Hà Nội,,13:32,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Âu,4.8 (7244),Limousine 11 chỗ,20:30,• BẾN XE GIA LÂM,,21:40,• BẾN XE VĨNH NIỆM,1h10m,150.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.8,4.8,4.9,4.8,4.8,4.8,4.9
Hải Âu,4.8 (7244),Ghế ngồi 45 chỗ,18:00,• BẾN XE GIA LÂM,,19:10,• BẾN XE VĨNH NIỆM,1h10m,130.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Hải Âu,4.8 (7244),Ghế ngồi 45 chỗ,06:00,• BẾN XE GIA LÂM,,07:10,• BẾN XE VĨNH NIỆM,1h10m,130.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Hoàng Phương Limousine (Hải Phòng),4.4 (95),Limousine 9 chỗ,16:00,• Hà Nội .,,18:00,• Hải Phòng .,2h,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.7,4.4,4.5,4.5,4.6,4.3,5.0
Hoàng Phương Limousine (Hải Phòng),4.4 (95),Limousine 9 chỗ,14:25,• Hà Nội .,,16:25,• Hải Phòng .,2h,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.7,4.4,4.5,4.5,4.6,4.3,5.0
Hoàng Phương Limousine (Hải Phòng),4.4 (95),Limousine 9 chỗ,09:25,• Hà Nội .,,11:25,• Hải Phòng .,2h,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.7,4.4,4.5,4.5,4.6,4.3,5.0
Anh Huy Travel,4.6 (998),Ghế ngồi 16 chỗ,12:00,• Văn phòng 61 Trần Đăng Ninh,,14:40,• Văn phòng 97 Hùng Vương (Bến xe Thượng Lý),2h40m,150.000,135.000đ,-10%,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.7,4.6,4.7,4.6,4.5,4.5,4.5
Anh Huy (Hải Phòng),4.6 (998),Ghế ngồi 45 chỗ,07:40,• Văn phòng 65 Khuất Duy Tiến (Big C Mỹ Đình),,08:55,• Văn phòng 97 Hùng Vương (Bến xe Thượng Lý),1h15m,130.000,120.000đ,-8%,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,17:01,• Hà Nội,,18:31,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,18:01,• Hà Nội,,19:31,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,20:01,• Hà Nội,,21:31,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Anh Huy Travel,4.6 (998),Ghế ngồi 16 chỗ,15:00,• Văn phòng 61 Trần Đăng Ninh,,17:40,• Văn phòng 97 Hùng Vương (Bến xe Thượng Lý),2h40m,150.000,135.000đ,-10%,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Hải Âu,4.8 (7244),Limousine 11 chỗ,09:30,• BẾN XE GIA LÂM,,11:10,• BẾN XE THƯỢNG LÝ,1h40m,150.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.8,4.8,4.9,4.8,4.8,4.8,4.9
Hải Âu,4.8 (7244),Limousine 11 chỗ,14:30,• BẾN XE GIA LÂM,,15:40,• BẾN XE VĨNH NIỆM,1h10m,150.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Hải Âu,4.8 (7244),Limousine 11 chỗ,15:30,• BẾN XE GIA LÂM,,16:40,• BẾN XE VĨNH NIỆM,1h10m,150.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Daiichi Travel,4.7 (344),Sơ đồ 45 (Chuẩn),14:30,• Văn phòng 172 Trần Quang Khải,,17:40,• Văn phòng Cát Bà,3h10m,250.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Hoàng Phương Limousine (Hải Phòng),4.4 (95),Limousine 9 chỗ,08:00,• Hà Nội .,,10:00,• Hải Phòng .,2h,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.7,4.4,4.5,4.5,4.6,4.3,5.0
Hoàng Phương Limousine (Hải Phòng),4.4 (95),Limousine 9 chỗ,17:01,• Hà Nội .,,19:01,• Hải Phòng .,2h,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.7,4.4,4.5,4.5,4.6,4.3,5.0
Hoàng Phương Limousine (Hải Phòng),4.4 (95),Limousine 9 chỗ,09:00,• Hà Nội .,,11:00,• Hải Phòng .,2h,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Kết Đoàn Bus,4.1 (1276),Ghế ngồi 16 chỗ,13:50,• Văn phòng Mỹ Đình,,15:35,• Bến xe Thượng Lý,1h45m,150.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.4,4.1,4.3,4.3,4.3,4.3,4.4
Kết Đoàn Bus,4.1 (1276),Ghế ngồi 16 chỗ,16:20,• Văn phòng Mỹ Đình,,18:05,• Bến xe Thượng Lý,1h45m,150.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Kết Đoàn Bus,4.1 (1276),Ghế ngồi 16 chỗ,16:50,• Văn phòng Mỹ Đình,,18:20,• Văn phòng Quán Toan,1h30m,150.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.4,4.1,4.3,4.3,4.3,4.3,4.4
Anh Huy Đất Cảng,4 (182),Ghế ngồi 45 chỗ,06:45,• Bến xe Yên Nghĩa.,,09:20,• Bến xe Thượng Lý,2h35m,150.000,130.000đ,-13%,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.4,3.9,3.9,3.9,4.2,4.0,4.8
Vip Phương Huy Luxury,4.5 (142),Limousine 11 chỗ,08:00,• Văn phòng Hà Nội - Cổ Linh,,09:30,• Văn phòng Hải Phòng,1h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.6,4.5,4.6,4.5,4.6,4.6,5.0
Vip Phương Huy Luxury,4.5 (142),Limousine 11 chỗ,09:01,• Văn phòng Hà Nội - Cổ Linh,,10:31,• Văn phòng Hải Phòng,1h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Vip Phương Huy Luxury,4.5 (142),Limousine 11 chỗ,18:00,• Văn phòng Hà Nội - Cổ Linh,,19:30,• Văn phòng Hải Phòng,1h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.6,4.5,4.6,4.5,4.6,4.6,5.0
Cát Bà Luxury,3.7 (6),Limousine 11 chỗ,13:00,• Văn phòng Hà Nội,,16:00,• Văn phòng Cát Bà,3h,420.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Anh Huy Đất Cảng,4 (182),Ghế ngồi 45 chỗ,19:00,• Bến xe Yên Nghĩa.,,21:35,• Bến xe Thượng Lý,2h35m,150.000,130.000đ,-13%,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.4,3.9,3.9,3.9,4.2,4.0,4.8
Anh Huy Đất Cảng,4 (182),Ghế ngồi 45 chỗ,11:30,• Bến xe Yên Nghĩa.,,14:05,• Bến xe Thượng Lý,2h35m,150.000,130.000đ,-13%,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Hoàng Phú Limousine,4 (247),Limousine 9 chỗ,16:00,• Văn phòng Hà Nội,,17:30,• Văn phòng Hải Phòng,1h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.2,4.0,4.1,4.1,4.2,4.0,3.9
Hoàng Phú Limousine,4 (247),Limousine 9 chỗ,08:00,• Văn phòng Hà Nội,,09:30,• Văn phòng Hải Phòng,1h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Cát Bà Luxury,3.7 (6),Xe 45 chỗ,14:00,• Văn phòng Hà Nội,,17:00,• Văn phòng Cát Bà,3h,300.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.2,3.7,3.7,3.7,3.7,3.7,3.7
Hoàng Phú Limousine,4 (247),Limousine 9 chỗ,10:00,• Văn phòng Hà Nội,,11:30,• Văn phòng Hải Phòng,1h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.2,4.0,4.1,4.1,4.2,4.0,3.9
Cát Bà Limousine,4.7 (125),Limousine 9 chỗ VIP,07:00,• Văn phòng Hà Nội,,10:00,• Văn phòng Cát Bà,3h,420.000,380.000đ,-10%,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Cát Bà Luxury,3.7 (6),Xe 45 chỗ,12:30,• Văn phòng Hà Nội,,15:30,• Văn phòng Cát Bà,3h,300.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Nguyễn Gia Limousine (Hải Phòng),4.3 (128),Limousine 11 chỗ,07:30,• VP Cầu Giấy,,08:00,• VP Hải Phòng,0h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.6,4.3,4.5,4.4,4.5,4.2,3.9
Nguyễn Gia Limousine (Hải Phòng),4.3 (128),Limousine 11 chỗ,04:30,• VP Cầu Giấy,,05:00,• VP Hải Phòng,0h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.6,4.3,4.5,4.4,4.5,4.2,3.9
Nguyễn Gia Limousine (Hải Phòng),4.3 (128),Limousine 11 chỗ,08:30,• VP Cầu Giấy,,09:00,• VP Hải Phòng,0h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Cát Bà Express,5 (108),Ghế ngồi 34 chỗ,14:00,• Văn phòng Hà Nội (214 Trần Quang Khải),,17:30,"• Văn phòng Cát Bà (Số 191 đường Một Tháng Tư, Cát Bà)",3h30m,300.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Cát Bà Limousine,4.7 (125),Limousine 9 chỗ VIP,10:30,• Văn phòng Hà Nội,,13:30,• Văn phòng Cát Bà,3h,420.000,380.000đ,-10%,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.7,4.6,4.5,4.7,4.5,4.6,4.6
Cát Bà Limousine,4.7 (125),Limousine 9 chỗ VIP,13:30,• Văn phòng Hà Nội,,16:30,• Văn phòng Cát Bà,3h,420.000,380.000đ,-10%,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.7,4.6,4.5,4.7,4.5,4.6,4.6
Duy Khánh Limousine,3.9 (666),Limousine 9 chỗ,17:20,• VP Cổ Linh,,18:50,• VP Hải Phòng,1h30m,180.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Duy Khánh Limousine,3.9 (666),Limousine 9 chỗ,18:20,• VP Cổ Linh,,19:50,• VP Hải Phòng,1h30m,180.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.0,4.0,4.1,4.0,3.9,3.8,4.1
Duy Khánh Limousine,3.9 (666),Limousine 9 chỗ,11:20,• VP Cổ Linh,,12:50,• VP Hải Phòng,1h30m,180.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.0,4.0,4.1,4.0,3.9,3.8,4.1
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,10:03,• Hà Nội,,11:33,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Phòng Travel (Đất Cảng),4.4 (1243),Ghế ngồi 27 chỗ,20:02,• Hà Nội,,21:32,• Hải Phòng,1h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,13:02,• Hà Nội,,14:32,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,14:01,• Hà Nội,,15:31,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,18:03,• Hà Nội,,19:33,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,14:02,• Hà Nội,,15:32,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,19:01,• Hà Nội,,20:31,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,15:02,• Hà Nội,,16:32,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,14:03,• Hà Nội,,15:33,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Phòng Travel (Đất Cảng),4.4 (1243),Ghế ngồi 27 chỗ,22:02,• Hà Nội,,23:32,• Hải Phòng,1h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,19:02,• Hà Nội,,20:32,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Anh Huy (Hải Phòng),4.6 (998),Ghế ngồi 45 chỗ,14:10,• Bến xe Yên Nghĩa,,15:55,• Văn phòng 97 Hùng Vương (Bến xe Thượng Lý),1h45m,130.000,120.000đ,-8%,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.7,4.6,4.7,4.6,4.5,4.5,4.5
Anh Huy (Hải Phòng),4.6 (998),Ghế ngồi 45 chỗ,08:40,• Văn phòng 65 Khuất Duy Tiến (Big C Mỹ Đình),,09:55,• Văn phòng 97 Hùng Vương (Bến xe Thượng Lý),1h15m,130.000,120.000đ,-8%,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.7,4.6,4.7,4.6,4.5,4.5,4.5
Hải Phòng Travel (Đất Cảng),4.4 (1243),Ghế ngồi 27 chỗ,19:03,• Hà Nội,,20:33,• Hải Phòng,1h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,13:01,• Hà Nội,,14:31,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,16:01,• Hà Nội,,17:31,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Phòng Travel (Đất Cảng),4.4 (1243),Ghế ngồi 27 chỗ,15:03,• Hà Nội,,16:33,• Hải Phòng,1h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Phòng Travel (Đất Cảng),4.4 (1243),Ghế ngồi 27 chỗ,13:03,• Hà Nội,,14:33,• Hải Phòng,1h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,20:03,• Hà Nội,,21:33,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Âu,4.8 (7244),Ghế ngồi 45 chỗ,14:00,• BẾN XE GIA LÂM,,15:10,• BẾN XE VĨNH NIỆM,1h10m,130.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.8,4.8,4.9,4.8,4.8,4.8,4.9
Anh Huy (Hải Phòng),4.6 (998),Ghế ngồi 45 chỗ,08:10,• Bến xe Yên Nghĩa,,09:55,• Văn phòng 97 Hùng Vương (Bến xe Thượng Lý),1h45m,130.000,120.000đ,-8%,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.7,4.6,4.7,4.6,4.5,4.5,4.5
Anh Huy (Hải Phòng),4.6 (998),Ghế ngồi 45 chỗ,07:10,• Bến xe Yên Nghĩa,,08:45,• Ngã tư LG Tràng Duệ,1h35m,130.000,120.000đ,-8%,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.7,4.6,4.7,4.6,4.5,4.5,4.5
Hải Âu,4.8 (7244),Ghế ngồi 45 chỗ,17:00,• BẾN XE GIA LÂM,,18:10,• BẾN XE VĨNH NIỆM,1h10m,130.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.8,4.8,4.9,4.8,4.8,4.8,4.9
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,18:02,• Hà Nội,,19:32,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Hải Phòng Travel (Đất Cảng),4.4 (1243),Ghế ngồi 27 chỗ,10:01,• Hà Nội,,11:31,• Hải Phòng,1h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
