company_name,bus_rating,seat_type,departure_time,pickup_point,arrival_date,arrival_time,dropoff_point,duration,price_original,price_discounted,percent_discount,departure_date,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ
Thuận Tiến,4.7 (4957),Limousine 34 giường,18:30,• Bến xe Miền Đông - Quầy vé 24,(13/11),06:55,• Bến Xe Đức Long Gia Lai,12h25m,350.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9
Sinh Diên Hồng,4.6 (237),Limousine 34 chỗ,17:45,• Bến Xe Miền Đông cũ,(13/11),04:45,• Bến Xe Đức Long Gia Lai,11h,380.000đ,304.000đ,-20%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.8,4.6,4.6,4.9
Đức Đạt,4.7 (1027),Limousine giường nằm 24 chỗ,20:15,• Bến xe Miền Đông - Quầy vé 17,(13/11),06:40,• Bến Xe Đức Long Gia Lai,10h25m,500.000đ,450.000đ,-10%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9
An Phát,4.5 (380),Limosuine 24 Phòng,17:30,• BX Miền Đông - Cổng 4,(13/11),07:15,• Bến Xe K-Bang,13h45m,Từ 350.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.6,4.5,4.5,4.5,4.3,4.5,4.8
An Phát,4.5 (380),Limousine 34 phòng VIP,16:30,• BX Miền Đông - Cổng 4,(13/11),06:15,• Bến Xe K-Bang,13h45m,330.000đ,Từ 300.000đ,-9%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.6,4.5,4.5,4.5,4.3,4.5,4.8
Việt Tân Phát,4.6 (122),22 Phòng,17:35,• Bến xe Miền Đông,(13/11),05:30,• VP Kông Chro,11h55m,550.000đ,450.000đ,-18%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7
Cô Hai,4.5 (200),Limousine 34 giường,16:50,• BX Miền Đông Cũ,(13/11),06:25,• VP Phú Thiện,13h35m,430.000đ,350.000đ,-19%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8
Sáu Bản,4.4 (485),Limousine giường nằm 34 chỗ,18:45,• Bến Xe Miền Đông - Quầy vé 49,(13/11),05:25,• Bến xe Chư Sê mới,10h40m,350.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.3
Thuận Ý,4.5 (417),Limousine 24 Phòng,18:25,• Bến Xe Miền Đông - Quầy vé 10,(13/11),05:55,• Bến Xe Đức Long Gia Lai,11h30m,500.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.7,4.3,4.3,4.3,4.3,4.1,5.0
Gia Phúc - Gia Lai,4.4 (295),Limousine 34 giường,18:30,• Bến xe Miền Đông - Quầy vé 41,(13/11),05:30,• Bến Xe Đức Long Gia Lai,11h,350.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.3,4.3,4.4,4.4,4.0,4.3,5.0
Phương Hồng Linh,4.2 (442),Limousine 36 phòng,20:00,• Văn phòng An Sương,(13/11),08:30,• Bến xe Đức Long Gia Lai,12h30m,300.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.5,4.2,4.4,4.3,4.4,4.2,4.3
Vũ Cẩm,3.5 (12),Limousine giường phòng 34 chỗ,17:00,• Bến xe Miền Đông -  Dãy 2 A8,(13/11),04:00,• Bến xe Krông Pa,11h,350.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.9,3.7,3.6,4.4,3.6,3.7,4.0
Hồng Dung (Tân Hoa Châu),5 (6),Limousine 34 giường,16:30,• Bến xe Miền Đông,(13/11),05:00,• Văn phòng An Khê,12h30m,350.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.3,4.2,4.3,4.3,4.2,4.2,5.0
Tư Phầu,4.4 (108),Limousine 34 Giường,17:30,• Bến Xe Miền Đông - Quầy vé số 23,(13/11),04:00,• Bến Xe Đức Long Gia Lai,10h30m,350.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.6,4.5,4.6,4.3,4.5,4.4,4.6
Nhật Tân,4 (196),Limousine 34 phòng,17:00,• Bến xe Miền Đông - Quầy 28,(13/11),04:30,• Bến xe Chư Sê,11h30m,350.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.3,4.0,4.2,4.3,4.0,3.9,4.3
Minh Quốc,4.6 (1297),Limousine 24 Giường Đơn,18:30,• Bến xe Miền Đông - Quầy vé số 79,(13/11),06:00,• Vp. Kon Tum,11h30m,550.000đ,520.000đ,-5%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.4,4.4,4.9
Bốn Luyện Express,4 (256),Giường nằm 34 chỗ Luxury,22:01,• Ngã 4 An Sương,(13/11),09:01,• Bến xe Đức Long Gia Lai,11h,350.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.2,4.1,4.2,4.1,4.0,3.9,4.2
Tuấn Hiệp,4 (1278),Limousine giường nằm 36 chỗ,01:00,• Ngã 4 An Sương,,13:50,• Bến Xe Đức Long Gia Lai,12h50m,350.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.1,3.9,4.0,3.9,3.8,3.7,4.3
Tây Nguyên,4.8 (117),Limousine 34 Giường,17:15,• Bến Xe Miền Đông - Quầy vé 22,(13/11),01:20,• QL14 Chư Sê,8h5m,350.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.8,4.6,4.6,4.8,4.6,4.7,5.0
Phượng Thu,4.6 (596),Limousine 34 Phòng Đơn,17:00,• Bến Xe Miền Đông - Quầy vé 13,(13/11),04:30,"• Pleiku, quốc lộ 14",11h30m,350.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.6,4.5,4.5,4.5,4.5,4.5,4.7
Hoàng Thuỷ,4.7 (3485),Limousine 34 Giường VIP,18:30,• Bến xe Miền Đông - Quầy vé 37,(13/11),06:15,• Bến xe Đắk Đoa,11h45m,350.000đ,300.000đ,-14%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9
Hoàng Thuỷ,4.7 (3485),Limousine 34 Giường VIP,18:30,• Bến xe Miền Đông - Quầy vé 37,(13/11),05:30,• Bến Xe Đức Long Gia Lai,11h,350.000đ,300.000đ,-14%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9
Hoàng Thuỷ,4.7 (3485),Limousine 34 Giường VIP,18:00,• Bến Xe An Sương,(13/11),05:25,• Bến Xe Đức Long Gia Lai,11h25m,350.000đ,300.000đ,-14%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9
Kính Diên Hồng,4.6 (1135),Limousine 24 Phòng,19:30,• Bến Xe Miền Đông - Quầy vé 19,(13/11),06:30,• Bến Xe Đức Long Gia Lai,11h,Từ 450.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.5
Kính Diên Hồng,4.6 (1135),Limousine giường nằm 34 chỗ,17:15,• Bến xe An Sương,(13/11),05:45,• Bến xe Đắk Đoa,12h30m,350.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.5
Vương Tấn Dũng,4.8 (386),Limousine 24 Phòng,17:00,• VP QL13,(13/11),06:15,• An Khê - Quốc Lộ 19,13h15m,500.000đ,Từ 450.000đ,-10%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9
Vương Tấn Dũng,4.8 (386),Limousine 24 Phòng,17:00,• VP QL13,(13/11),04:15,• Văn phòng Pleiku,11h15m,500.000đ,Từ 450.000đ,-10%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9
Hoàng Thuỷ,4.7 (3485),Limousine 34 Giường VIP,18:30,• Bến xe Miền Đông - Quầy vé 37,(13/11),04:50,• Bến xe Chư Sê,10h20m,350.000đ,300.000đ,-14%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9
Hoàng Thuỷ,4.7 (3485),Limousine 34 Giường VIP,18:45,• Bến xe Miền Đông - Quầy vé 37,(13/11),05:05,• Bến xe Chư Sê,10h20m,350.000đ,300.000đ,-14%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9
Hoàng Thuỷ,4.7 (3485),Limousine giường phòng 24 chỗ,19:00,• Bến xe Miền Đông - Quầy vé 37,(13/11),05:20,• Bến xe Chư Sê,10h20m,550.000đ,Từ 350.000đ,-36%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9
Vương Tấn Dũng,4.8 (386),Limousine 24 Phòng,17:30,• VP QL13,(13/11),05:45,• Bến xe An Khê,12h15m,500.000đ,Từ 450.000đ,-10%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9
Kính Diên Hồng,4.6 (1135),Limousine giường nằm 34 chỗ,17:15,• Bến xe An Sương,(13/11),05:15,• Bến Xe Đức Long Gia Lai,12h,350.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.5
Vương Tấn Dũng,4.8 (386),Limousine 34 Phòng,16:45,• VP QL13,(13/11),06:25,• Bến xe khách Kbang,13h40m,380.000đ,320.000đ,-16%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9
Sinh Diên Hồng,4.6 (237),Limousine 34 chỗ,17:45,• Bến Xe Miền Đông cũ,(13/11),05:45,• Bến xe Đắk Đoa.,12h,380.000đ,304.000đ,-20%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.8,4.6,4.6,4.9
Thuận Tiến,4.7 (4957),Limousine 22 giường,19:30,• Bến xe Miền Đông - Quầy vé 24,(13/11),07:55,• Bến Xe Đức Long Gia Lai,12h25m,500.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9
Kính Diên Hồng,4.6 (1135),Limousine 24 Phòng,19:30,• Bến Xe Miền Đông - Quầy vé 19,(13/11),07:00,• Bến xe Đắk Đoa,11h30m,Từ 450.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.5
Thuận Tiến,4.7 (4957),Limousine 34 giường,18:00,• Bến xe Miền Đông - Quầy vé 24,(13/11),09:55,• Bến xe thị xã An Khê,15h55m,380.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9
Đức Đạt,4.7 (1027),Limousine giường nằm 34 chỗ,18:25,• Bến xe Miền Đông - Quầy vé 17,(13/11),04:50,• Bến Xe Đức Long Gia Lai,10h25m,350.000đ,300.000đ,-14%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9
Đức Đạt,4.7 (1027),Limousine giường nằm 34 chỗ,18:00,• Bến xe Miền Đông - Quầy vé 17,(13/11),04:25,• Bến Xe Đức Long Gia Lai,10h25m,350.000đ,300.000đ,-14%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9
Thuận Tiến,4.7 (4957),Limousine 24 Phòng,19:15,• Bến xe Miền Đông - Quầy vé 24,(13/11),07:40,• Bến Xe Đức Long Gia Lai,12h25m,500.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9
Đức Đạt,4.7 (1027),Limousine giường nằm 24 chỗ,18:05,• Bến xe Miền Đông - Quầy vé 17,(13/11),04:30,• Bến Xe Đức Long Gia Lai,10h25m,500.000đ,450.000đ,-10%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9
Việt Tân Phát,4.6 (122),34 Phòng,17:45,• Bến xe Miền Đông,(13/11),05:35,• VP Mang Yang,11h50m,370.000đ,300.000đ,-19%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7
Việt Tân Phát,4.6 (122),34 Phòng,16:30,• Bến xe An Sương,(13/11),05:40,• Bến xe KBang,13h10m,380.000đ,320.000đ,-16%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7
Sáu Bản,4.4 (485),Giường nằm 44 chỗ,17:00,• Bến xe An Sương,(13/11),03:00,• Phú Nhơn QL14,10h,280.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.3
Tấn Hưng (Gia Lai),4.4 (104),Limousine 24 Phòng,17:30,• Bến Xe Miền Đông - Phòng vé số 77,(13/11),07:55,• Bến xe khách Kbang,14h25m,650.000đ,399.000đ,-39%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.0
Tấn Hưng (Gia Lai),4.4 (104),Limousine 24 Phòng,17:30,• Bến Xe Miền Đông - Phòng vé số 77,(13/11),04:55,• Đắk Đoa,11h25m,650.000đ,399.000đ,-39%,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.0
Thuận Ý,4.5 (417),Limousine 34 chỗ,18:20,• Bến Xe Miền Đông - Quầy vé 10,(13/11),05:50,• Bến Xe Đức Long Gia Lai,11h30m,350.000đ,,,"T4, 12/11/2025",Sài Gòn,Gia Lai,4.7,4.3,4.3,4.3,4.3,4.1,5.0
Nam Hải Limousine,4.7 (3639),Limousine 24 phòng,10:15,• Văn Phòng Phạm Ngũ Lão,,13:45,• VP Hàm Tiến,3h30m,200.000đ,Từ 160.000đ,-20%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.8,4.7,4.7,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4784),Limousine 9 chỗ,09:00,• Văn phòng Quận 1,,12:00,• Pandanus Resort Mũi Né,3h,360.000đ,Từ 310.000đ,-14%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.7,4.7,4.8,4.7,4.7,4.7,4.8
Cao Lâm Limousine,4.5 (4485),Limousine 34 phòng,20:00,• Văn Phòng Sài Gòn,,22:30,• Văn Phòng Phan Thiết,2h30m,180.000đ,,,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.6,4.5,4.5,4.5,4.4,4.4,4.6
Hạnh Cafe - Hà Phương Limousine,4.4 (7450),Limousine 34 Giường,05:15,• Văn phòng Quận 1,,09:00,• Vp. Mũi Né,3h45m,200.000đ,160.000đ,-20%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.6,4.4,4.5,4.4,4.4,4.3,4.8
Toàn Khải,4.6 (646),Limousine 9 chỗ,12:00,• Văn phòng Sài Gòn,,15:50,• Văn phòng Mũi Né,3h50m,300.000đ,,,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.7,4.5,4.6,4.6,4.6,4.6,4.4
MexBus,5 (328),Limousine 27 chỗ,13:50,• Văn Phòng Quận 1,,17:10,• Bến Xe Nam Phan Thiết,3h20m,400.000đ,250.000đ,-37%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.9,4.9,4.9,4.9,4.9,4.9,4.8
Thiên Kim Limousine,4.8 (593),Limousine 9 chỗ,08:30,• Văn Phòng Quận 11,,12:20,• Apec Mandala Chambay Mũi Né,3h50m,370.000đ,Từ 335.000đ,-9%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Long Vân Limousine,4.5 (7015),Limousine 9 chỗ,07:00,• Văn phòng Bình Thạnh,,10:35,• Trạm Mũi Né,3h35m,Từ 300.000đ,,,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.5,4.4,4.5,4.5,4.4,4.4,4.8
Trung Nga,4.5 (2506),Giường Nằm 40 Chỗ,20:00,• Trạm Quận 1,,22:50,• Vp. Phan Thiết,2h50m,180.000đ,160.000đ,-11%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.7,4.5,4.6,4.5,4.4,4.4,4.9
ADT Limousine,4.8 (814),Solati 10 chỗ,09:10,• Petrolimex Nguyễn Văn Trỗi - Huỳnh Văn Bánh,,13:25,• Trạm đón trả Mũi Né,4h15m,Từ 340.000đ,,,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.7,4.8,4.7,4.8,4.7,4.7,5.0
Nam Hải Limousine,4.7 (3639),Limousine 22 phòng (có WC),14:00,• Văn Phòng Phạm Ngũ Lão,,16:30,• VP Phan Thiết,2h30m,260.000đ,230.000đ,-12%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.8,4.7,4.7,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4784),Limousine 9 chỗ,10:00,• Văn phòng Quận 1,,13:00,• Movenpick Resort Phan Thiết,3h,360.000đ,Từ 310.000đ,-14%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.7,4.7,4.8,4.7,4.7,4.7,4.8
Cao Lâm Limousine,4.5 (4485),Giường nằm 41 chỗ,12:00,• Văn Phòng Sài Gòn,,14:30,• Văn Phòng Phan Thiết,2h30m,160.000đ,,,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.6,4.5,4.5,4.5,4.4,4.4,4.6
Hạnh Cafe - Hà Phương Limousine,4.4 (7450),Limousine 19 ghế ngả VIP (Mới),06:00,• Văn phòng Quận 1,,09:15,• Vp. Phan Thiết,3h15m,200.000đ,170.000đ,-15%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.6,4.4,4.5,4.4,4.4,4.3,4.8
Toàn Khải,4.6 (646),Limousine 19 chỗ,09:00,• Văn phòng Sài Gòn,,12:45,• Văn phòng Mũi Né,3h45m,220.000đ,,,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.7,4.5,4.6,4.6,4.6,4.6,4.4
Long Vân Limousine,4.5 (7015),Limousine 9 chỗ,10:00,• Văn phòng Bình Thạnh,,13:35,• Trạm Mũi Né,3h35m,Từ 300.000đ,,,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.5,4.4,4.5,4.5,4.4,4.4,4.8
MexBus,5 (328),Limousine 27 chỗ,13:50,• Văn Phòng Quận 1,,18:00,• Bến xe Mũi Né,4h10m,400.000đ,250.000đ,-37%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.9,4.9,4.9,4.9,4.9,4.9,4.8
Trung Nga,4.5 (2506),Giường Nằm 40 Chỗ,03:00,• Trạm Quận 1,,05:50,• Vp. Phan Thiết,2h50m,180.000đ,160.000đ,-11%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.7,4.5,4.6,4.5,4.4,4.4,4.9
ADT Limousine,4.8 (814),Solati 10 chỗ,07:40,• Highlands Coffee 606 Điện Biên Phủ,,11:25,• Trạm đón trả Mũi Né,3h45m,Từ 340.000đ,,,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.7,4.8,4.7,4.8,4.7,4.7,5.0
Tuấn Tú,4.7 (3283),Limousine 34 Phòng Đơn,20:42,• Bến xe An Sương,(13/11),02:57,• Văn Phòng Phan Rang,6h15m,250.000đ,230.000đ,-8%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.7,4.6,4.7,4.6,4.6,4.6,4.8
Mỹ Loan,4.9 (194),Solati 15 chỗ,09:00,• Văn Phòng Thủ Đức,,11:30,• Văn Phòng La Gi,2h30m,180.000đ,,,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.9,4.9,4.9,5.0,4.8,4.8,5.0
Kim Thành (Lagi),4 (5),Solati 16 chỗ,07:00,• Văn Phòng Sài Gòn,,10:00,• Văn Phòng Lagi,3h,200.000đ,,,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.2,4.0,4.3,3.9,3.1,3.7,5.0
Minh Nghĩa,4.5 (1486),Giường nằm 36 chỗ,18:00,• VP Thủ Đức,,23:05,• Văn phòng Chợ Lầu,5h5m,200.000đ,,,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.1,4.1,4.1,4.0,4.0,3.9,4.8
Thủy Hà Linh,4.3 (111),Fortuner 7 chỗ,05:30,• Văn Phòng Sài Gòn,,09:00,• Thị Xã La Gi,3h30m,220.000đ,,,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.2,3.9,4.2,4.2,4.3,4.2,5.0
Phương Anh (Phan Thiết),3.3 (248),Giường nằm 40 chỗ,08:00,• Ngã 4 Ga,,12:30,• Bến xe Bắc Phan Thiết,4h30m,200.000đ,170.000đ,-15%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,3.7,3.3,3.4,3.4,2.8,3.0,3.4
Kumho Samco,4.4 (2418),Limousine 33 phòng đơn,12:00,• Bến xe Miền Đông Mới (Quầy số 18),,14:50,• Bến xe Bắc Phan Thiết,2h50m,210.000đ,,,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.6,4.4,4.5,4.4,4.3,4.3,4.8
Hoàng Anh,4.6 (1402),Limousine 34 phòng,22:05,• VP Quận 10,(13/11),03:35,• Phan Rí,5h30m,260.000đ,240.000đ,-8%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.8,4.6,4.6,4.6,4.5,4.5,4.9
Tân Hoàng Anh,4.2 (1542),Solati Limousine 12 Ghế,18:00,• Văn phòng Quận 5,,21:00,• Vp. Phan Thiết,3h,180.000đ,,,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.5,4.2,4.4,4.2,4.2,4.1,4.5
G5Car Limousine,4.8 (452),Limousine 12 chỗ,08:30,• Sân Bay Tân Sơn Nhất - Cột 15 Ga Quốc Tế,,12:00,• Lotte Mart - Phan Thiết,3h30m,360.000đ,Từ 300.000đ,-17%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.9,4.9,4.8,4.9,4.9,4.9,4.8
Liên Hưng,4 (13070),Limousine 21 phòng đơn (WC),06:30,• Bến Xe An Sương (Quầy vé 17),,13:30,"• Cổng chào Phan Rí, Quốc Lộ 1A",7h,490.000đ,Từ 250.000đ,-49%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.3,4.2,4.3,4.1,4.0,3.9,4.3
Dũng Huyền Limousine,4.8 (56),Limousine 9 chỗ,06:00,• Trạm Sài Gòn,,09:00,• VP LaGi,3h,200.000đ,Từ 180.000đ,-10%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.9,4.9,4.9,4.8,4.8,4.8,4.9
Cúc Tùng,3.8 (2849),Giường nằm 32 chỗ,05:30,• Bến Xe An Sương - Quầy vé số 10,,11:50,• Cầu Nam (Phan Rí),6h20m,362.000đ,300.000đ,-17%,"T4, 12/11/2025",Sài Gòn,Bình Thuận,4.1,3.9,4.1,4.0,3.9,3.8,4.1
