company_name,bus_rating,seat_type,departure_time,pickup_point,arrival_date,arrival_time,dropoff_point,duration,price_original,price_discounted,percent_discount,departure_date,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ
Hoàng Thuỷ,4.8 (3545),Limousine 34 Giường VIP,18:30,• Bến xe Miền Đông - Quầy vé 37,(24/11),05:30,• Bến Xe Đức Long Gia Lai,11h,350.000đ,300.000đ,-14%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9
Kính Diên Hồng,4.6 (1142),Limousine giường nằm 34 chỗ,17:15,• Bến xe An Sương,(24/11),05:45,• Bến xe Đắk Đoa,12h30m,350.000đ,315.000đ,-10%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6
Vương Tấn Dũng,4.8 (387),Limousine 24 Phòng,17:00,• Bến xe Miền Đông (Cổng 4 - Dãy 2 A10),(24/11),06:15,• An Khê - Quốc Lộ 19,13h15m,500.000đ,Từ 450.000đ,-10%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9
Sinh Diên Hồng,4.5 (243),Limousine 34 chỗ,17:45,• Bến Xe Miền Đông cũ,(24/11),04:45,• Bến Xe Đức Long Gia Lai,11h,380.000đ,304.000đ,-20%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.6,4.7,4.7,4.7,4.6,4.5,4.8
Thuận Tiến,4.7 (4963),Limousine 34 giường,18:50,• Bến xe Miền Đông - Quầy vé 24,(24/11),07:15,• Bến Xe Đức Long Gia Lai,12h25m,350.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8
Việt Tân Phát,4.6 (134),34 Phòng,17:15,• Bến xe Miền Đông,(24/11),04:25,• Bến xe Đắk Đoa,11h10m,380.000đ,300.000đ,-21%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7
Tấn Hưng (Gia Lai),4.4 (105),Limousine 24 Phòng,16:55,• Bến Xe Miền Đông - Phòng vé số 77,(24/11),06:20,• VP An Khê,13h25m,650.000đ,400.000đ,-38%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1
Đức Đạt,4.7 (1041),Limousine giường nằm 34 chỗ,18:00,• Bến xe Miền Đông - Quầy vé 17,(24/11),04:25,• Bến Xe Đức Long Gia Lai,10h25m,350.000đ,300.000đ,-14%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9
Thuận Tiến,4.7 (4963),Limousine 34 giường,18:00,• Bến xe Miền Đông - Quầy vé 24,(24/11),06:25,• Bến Xe Đức Long Gia Lai,12h25m,380.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8
Gia Phúc - Gia Lai,4.4 (296),Limousine 34 giường,18:30,• Bến xe Miền Đông - Quầy vé 41,(24/11),05:30,• Bến Xe Đức Long Gia Lai,11h,350.000đ,300.000đ,-14%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.4,4.3,4.4,4.5,4.0,4.4,5.0
Cô Hai,4.6 (205),Limousine 24 phòng,18:30,• BX Miền Đông Cũ,(24/11),09:20,• VP Krông Pa,14h50m,550.000đ,450.000đ,-18%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8
Sáu Bản,4.4 (486),Limousine giường nằm 34 chỗ,18:45,• Bến Xe Miền Đông - Quầy vé 49,(24/11),05:25,• Bến xe Chư Sê mới,10h40m,350.000đ,315.000đ,-10%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.4
An Phát,4.5 (382),Limousine 34 phòng VIP,16:30,• Bến xe Miền Đông - Cổng 4,(24/11),05:30,• An Khê - Quốc Lộ 19,13h,330.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.5,4.5,4.5,4.3,4.5,4.8
Thuận Ý,4.6 (419),Limousine 34 chỗ,18:20,• Bến Xe Miền Đông - Quầy vé 10,(24/11),05:50,• Bến Xe Đức Long Gia Lai,11h30m,350.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.3,4.3,4.3,4.3,4.1,5.0
Hồng Dung (Tân Hoa Châu),5 (6),Limousine 34 giường,16:30,• Bến xe Miền Đông,(24/11),05:00,• Văn phòng An Khê,12h30m,350.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.3,4.2,4.3,4.3,4.2,4.2,5.0
Phương Hồng Linh,4.2 (451),Limousine 36 phòng,20:00,• Văn phòng An Sương,(24/11),08:30,• Bến xe Đức Long Gia Lai,12h30m,300.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.5,4.3,4.4,4.3,4.4,4.2,4.3
Vũ Cẩm,3.2 (14),Limousine giường phòng 34 chỗ,17:00,• Bến xe Miền Đông -  Dãy 2 A8,(24/11),04:00,• Bến xe Krông Pa,11h,350.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.9,3.3,3.2,4.5,3.2,4.0,4.3
Tư Phầu,4.3 (109),Limousine 34 Giường,17:30,• Bến Xe Miền Đông - Quầy vé số 23,(24/11),04:00,• Bến Xe Đức Long Gia Lai,10h30m,350.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.6,4.4,4.6,4.2,4.6,4.4,4.6
Nhật Tân,4 (196),Limousine 32 Phòng Đơn,17:00,• Bến xe Miền Đông - Quầy 28,(24/11),04:30,• Bến xe Chư Sê,11h30m,350.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.2,4.0,4.2,4.3,4.0,3.8,4.3
Minh Quốc,4.6 (1300),Limousine 24 Giường Đơn,18:30,• Bến xe Miền Đông - Quầy vé số 79,(24/11),06:00,• Vp. Kon Tum,11h30m,550.000đ,520.000đ,-5%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.4,4.4,4.9
Bốn Luyện Express,4 (262),Giường nằm 34 chỗ Luxury,22:01,• Ngã 4 An Sương,(24/11),09:01,• Bến xe Đức Long Gia Lai,11h,350.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.3,4.1,4.1,4.1,4.0,3.9,4.2
Tuấn Hiệp,4 (1286),Limousine giường nằm 34 chỗ,01:00,• Ngã 4 An Sương,,13:50,• Bến Xe Đức Long Gia Lai,12h50m,350.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.1,3.9,4.0,3.9,3.8,3.8,4.3
Tây Nguyên,4.8 (118),Limousine 34 Giường,17:15,• Bến Xe Miền Đông - Quầy vé 22,(24/11),04:20,• QL14 Chư Păh,11h5m,350.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.8,4.6,4.7,4.8,4.6,4.7,5.0
Phượng Thu,4.5 (597),Limousine 34 Phòng Đơn,17:00,• Bến Xe Miền Đông - Quầy vé 13,(24/11),04:30,"• Pleiku, quốc lộ 14",11h30m,350.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.5,4.5,4.5,4.4,4.5,4.5,4.7
Hoàng Thuỷ,4.8 (3545),Limousine 34 Giường VIP,18:00,• Bến Xe An Sương,(24/11),05:25,• Bến Xe Đức Long Gia Lai,11h25m,350.000đ,300.000đ,-14%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9
Hoàng Thuỷ,4.8 (3545),Limousine giường phòng 24 chỗ,19:00,• Bến xe Miền Đông - Quầy vé 37,(24/11),06:00,• Bến Xe Đức Long Gia Lai,11h,550.000đ,Từ 350.000đ,-36%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9
Hoàng Thuỷ,4.8 (3545),Limousine 34 Giường VIP,18:30,• Bến xe Miền Đông - Quầy vé 37,(24/11),06:15,• Bến xe Đắk Đoa,11h45m,350.000đ,300.000đ,-14%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9
Vương Tấn Dũng,4.8 (387),Limousine 34 Phòng,16:45,• Bến xe Miền Đông (Cổng 4 - Dãy 2 A10),(24/11),06:25,• Bến xe khách Kbang,13h40m,380.000đ,320.000đ,-16%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9
Kính Diên Hồng,4.6 (1142),Limousine giường nằm 34 chỗ,17:15,• Bến xe An Sương,(24/11),05:15,• Bến Xe Đức Long Gia Lai,12h,350.000đ,315.000đ,-10%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6
Kính Diên Hồng,4.6 (1142),Limousine giường nằm 34 chỗ,18:40,• Bến Xe Miền Đông - Quầy vé 19,(24/11),06:10,• Bến xe Đắk Đoa,11h30m,350.000đ,315.000đ,-10%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6
Hoàng Thuỷ,4.8 (3545),Limousine 34 Giường VIP,18:30,• Bến xe Miền Đông - Quầy vé 37,(24/11),04:50,• Bến xe Chư Sê,10h20m,350.000đ,300.000đ,-14%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9
Hoàng Thuỷ,4.8 (3545),Limousine giường phòng 24 chỗ,19:00,• Bến xe Miền Đông - Quầy vé 37,(24/11),05:20,• Bến xe Chư Sê,10h20m,550.000đ,Từ 350.000đ,-36%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9
Hoàng Thuỷ,4.8 (3545),Limousine 34 Giường VIP,18:00,• Bến Xe An Sương,(24/11),04:40,• Bến xe Chư Sê,10h40m,350.000đ,300.000đ,-14%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9
Vương Tấn Dũng,4.8 (387),Limousine 24 Phòng,17:00,• Bến xe Miền Đông (Cổng 4 - Dãy 2 A10),(24/11),04:15,• Văn phòng Pleiku,11h15m,500.000đ,Từ 450.000đ,-10%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9
Kính Diên Hồng,4.6 (1142),Limousine 24 Phòng,19:30,• Bến Xe Miền Đông - Quầy vé 19,(24/11),06:30,• Bến Xe Đức Long Gia Lai,11h,Từ 450.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6
Kính Diên Hồng,4.6 (1142),Limousine 24 Phòng,19:30,• Bến Xe Miền Đông - Quầy vé 19,(24/11),07:00,• Bến xe Đắk Đoa,11h30m,Từ 450.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6
Sinh Diên Hồng,4.5 (243),Limousine 34 chỗ,17:45,• Bến Xe Miền Đông cũ,(24/11),05:45,• Bến xe Đắk Đoa.,12h,380.000đ,304.000đ,-20%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.6,4.7,4.7,4.7,4.6,4.5,4.8
Vương Tấn Dũng,4.8 (387),Limousine 24 Phòng,17:30,• VP QL13,(24/11),05:45,• Bến xe An Khê,12h15m,500.000đ,Từ 450.000đ,-10%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9
Vương Tấn Dũng,4.8 (387),Limousine 24 Phòng,17:00,• Bến xe Miền Đông (Cổng 4 - Dãy 2 A10),(24/11),06:40,• Bến xe khách Kbang,13h40m,500.000đ,Từ 450.000đ,-10%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9
Đức Đạt,4.7 (1041),Limousine giường nằm 34 chỗ,18:25,• Bến xe Miền Đông - Quầy vé 17,(24/11),04:50,• Bến Xe Đức Long Gia Lai,10h25m,350.000đ,300.000đ,-14%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9
Việt Tân Phát,4.6 (134),34 Phòng,17:00,• Bến xe Miền Đông,(24/11),05:50,• Bến xe KBang,12h50m,380.000đ,320.000đ,-16%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7
Đức Đạt,4.7 (1041),Limousine giường nằm 24 chỗ,20:15,• Bến xe Miền Đông - Quầy vé 17,(24/11),06:40,• Bến Xe Đức Long Gia Lai,10h25m,500.000đ,450.000đ,-10%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9
Đức Đạt,4.7 (1041),Limousine giường nằm 34 chỗ,18:15,• Bến xe Miền Đông - Quầy vé 17,(24/11),04:40,• Bến Xe Đức Long Gia Lai,10h25m,350.000đ,300.000đ,-14%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9
Việt Tân Phát,4.6 (134),34 Phòng,18:00,• Bến xe Miền Đông,(24/11),04:55,• Bến xe Ayunpa,10h55m,370.000đ,300.000đ,-19%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7
Việt Tân Phát,4.6 (134),34 Phòng,17:00,• Bến xe Miền Đông,(24/11),03:35,• Bến Xe Phú Thiện,10h35m,380.000đ,300.000đ,-21%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7
Thuận Tiến,4.7 (4963),Limousine 24 Phòng,19:35,• Bến xe Miền Đông - Quầy vé 24,(24/11),08:00,• Bến Xe Đức Long Gia Lai,12h25m,500.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8
Thuận Tiến,4.7 (4963),Limousine 34 giường,18:30,• Bến xe Miền Đông - Quầy vé 24,(24/11),06:55,• Bến Xe Đức Long Gia Lai,12h25m,350.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8
Thuận Tiến,4.7 (4963),Limousine 24 Phòng,19:15,• Bến xe Miền Đông - Quầy vé 24,(24/11),07:40,• Bến Xe Đức Long Gia Lai,12h25m,500.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8
Cô Hai,4.6 (205),Limousine 34 giường,17:45,• BX Miền Đông Cũ,(24/11),06:40,• VP Phú Thiện,12h55m,405.000đ,350.000đ,-14%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8
Cô Hai,4.6 (205),Limousine 34 giường,17:45,• BX Miền Đông Cũ,(24/11),07:20,• Văn phòng AyunPa,13h35m,405.000đ,350.000đ,-14%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8
Cô Hai,4.6 (205),Limousine 34 giường,17:30,• BX Miền Đông Cũ,(24/11),05:35,• Văn phòng AyunPa,12h5m,410.000đ,350.000đ,-15%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8
Sáu Bản,4.4 (486),Limousine giường nằm 34 chỗ,18:45,• Bến Xe Miền Đông - Quầy vé 49,(24/11),06:30,• Bến xe Đắk Đoa,11h45m,350.000đ,315.000đ,-10%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.4
An Phát,4.5 (382),Limousine 34 phòng VIP,16:30,• Bến xe Miền Đông - Cổng 4,(24/11),04:30,• Mang Yang - Quốc lộ 19,12h,330.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.5,4.5,4.5,4.3,4.5,4.8
An Phát,4.5 (382),Limousine 34 phòng VIP,16:30,• Bến xe Miền Đông - Cổng 4,(24/11),06:15,• Bến xe K-Bang,13h45m,330.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.5,4.5,4.5,4.3,4.5,4.8
Sáu Bản,4.4 (486),Giường nằm 44 chỗ,17:00,• Bến xe An Sương,(24/11),03:40,• Bến xe Chư Sê mới,10h40m,280.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.4
Sáu Bản,4.4 (486),Giường nằm 44 chỗ,17:00,• Bến xe An Sương,(24/11),04:10,• PleiMe,11h10m,300.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.4
An Phát,4.5 (382),Limosuine 24 Phòng,17:30,• Bến xe Miền Đông - Cổng 4,(24/11),06:30,• An Khê - Quốc Lộ 19,13h,Từ 350.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.5,4.5,4.5,4.3,4.5,4.8
Vũ Cẩm,3.2 (14),Limousine 24 phòng,18:01,• Bến xe Miền Đông -  Dãy 2 A8,(24/11),05:01,• Bến xe Krông Pa,11h,450.000đ,400.000đ,-11%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.9,3.3,3.2,4.5,3.2,4.0,4.3
Vũ Cẩm,3.2 (14),Limousine 24 phòng,17:01,• Bến xe Miền Đông -  Dãy 2 A8,(24/11),04:01,• Bến xe Krông Pa,11h,450.000đ,400.000đ,-11%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.9,3.3,3.2,4.5,3.2,4.0,4.3
Tấn Hưng (Gia Lai),4.4 (105),Limousine 24 Phòng,16:55,• Bến Xe Miền Đông - Phòng vé số 77,(24/11),04:20,• Đắk Đoa,11h25m,650.000đ,400.000đ,-38%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1
Tấn Hưng (Gia Lai),4.4 (105),Limousine 24 Phòng,16:55,• Bến Xe Miền Đông - Phòng vé số 77,(24/11),07:20,• Bến xe khách Kbang,14h25m,650.000đ,400.000đ,-38%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1
Vũ Cẩm,3.2 (14),Limousine giường phòng 34 chỗ,18:00,• Bến xe Miền Đông -  Dãy 2 A8,(24/11),05:00,• Bến xe Krông Pa,11h,350.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.9,3.3,3.2,4.5,3.2,4.0,4.3
Kính Diên Hồng,4.6 (1142),Limousine giường nằm 34 chỗ,17:15,• Bến xe An Sương,(24/11),04:00,• Chợ Phú Nhơn,10h45m,350.000đ,315.000đ,-10%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6
Minh Quốc,4.6 (1300),Limousine 34 Phòng Đơn,18:00,• Bến xe Miền Đông - Quầy vé số 79,(24/11),05:30,• Vp. Kon Tum,11h30m,400.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.4,4.4,4.9
Minh Quốc,4.6 (1300),Limousine 34 Phòng Đơn,17:01,• Bến xe An Sương,(24/11),04:31,• Vp. Kon Tum,11h30m,400.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.4,4.4,4.9
Minh Quốc,4.6 (1300),Limousine 24 Giường Đơn,18:30,• Bến xe Miền Đông - Quầy vé số 79,(24/11),07:00,• Bến xe Đắk Hà,12h30m,550.000đ,520.000đ,-5%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.4,4.4,4.9
Phương Hồng Linh,4.2 (451),Limousine 24 phòng,23:20,• Ngã Tư Ga,(24/11),10:25,• Bến xe Đức Long Gia Lai,11h5m,Từ 400.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.5,4.3,4.4,4.3,4.4,4.2,4.3
Tấn Hưng (Gia Lai),4.4 (105),Limousine 24 Phòng,16:55,• Bến Xe Miền Đông - Phòng vé số 77,(24/11),05:20,• Mang Yang,12h25m,650.000đ,400.000đ,-38%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1
Tây Nguyên,4.8 (118),Limousine 34 Giường,17:15,• Bến Xe Miền Đông - Quầy vé 22,(24/11),01:20,• QL14 Chư Sê,8h5m,350.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.8,4.6,4.7,4.8,4.6,4.7,5.0
Tây Nguyên,4.8 (118),Limousine 34 Giường,17:15,• Bến Xe Miền Đông - Quầy vé 22,(24/11),04:20,• Pleiku (QL14),11h5m,350.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.8,4.6,4.7,4.8,4.6,4.7,5.0
Hoàng Thuỷ,4.8 (3545),Limousine 34 Giường VIP,18:45,• Bến xe Miền Đông - Quầy vé 37,(24/11),05:05,• Bến xe Chư Sê,10h20m,350.000đ,300.000đ,-14%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9
Đức Đạt,4.7 (1041),Limousine giường nằm 24 chỗ,20:15,• Bến xe Miền Đông - Quầy vé 17,(24/11),07:10,• Văn phòng Lê Đại Hành,10h55m,500.000đ,450.000đ,-10%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9
Việt Tân Phát,4.6 (134),24 Phòng,19:00,• Bến xe Miền Đông,(24/11),06:10,• Bến xe Đắk Đoa,11h10m,550.000đ,450.000đ,-18%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7
Đức Đạt,4.7 (1041),Limousine giường nằm 24 chỗ,18:05,• Bến xe Miền Đông - Quầy vé 17,(24/11),04:30,• Bến Xe Đức Long Gia Lai,10h25m,500.000đ,450.000đ,-10%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9
Việt Tân Phát,4.6 (134),34 Phòng,18:30,• Bến xe Miền Đông,(24/11),05:15,• Bến xe Đức Long Gia Lai,10h45m,370.000đ,300.000đ,-19%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7
Đức Đạt,4.7 (1041),Limousine giường nằm 34 chỗ,20:10,• Bến xe Miền Đông - Quầy vé 17,(24/11),07:05,• Văn phòng Lê Đại Hành,10h55m,350.000đ,300.000đ,-14%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9
Thuận Tiến,4.7 (4963),Limousine 22 giường,19:30,• Bến xe Miền Đông - Quầy vé 24,(24/11),07:55,• Bến Xe Đức Long Gia Lai,12h25m,500.000đ,,,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8
Việt Tân Phát,4.6 (134),34 Phòng,19:00,• Bến xe Miền Đông,(24/11),04:55,• Bến Xe Chư Sê,9h55m,370.000đ,300.000đ,-19%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7
Việt Tân Phát,4.6 (134),34 Phòng,17:00,• Bến xe Miền Đông,(24/11),04:55,• VP Kông Chro,11h55m,380.000đ,320.000đ,-16%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7
Đức Đạt,4.7 (1041),Limousine giường nằm 24 chỗ,18:10,• Bến xe Miền Đông - Quầy vé 17,(24/11),05:05,• Văn phòng Lê Đại Hành,10h55m,500.000đ,450.000đ,-10%,"CN, 23/11/2025",Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9
