company_name,bus_rating,seat_type,departure_time,pickup_point,arrival_date,arrival_time,dropoff_point,duration,price_original,price_discounted,percent_discount,departure_date,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),23:25,• Văn phòng Phạm Ngũ Lão - Quận 1,(24/11),05:35,• Văn phòng Nha Trang (Khách sạn Mường Thanh),6h10m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Nhật Dương - Bình Minh Bus,4.9 (6036),Limousine phòng 21 đôi (WC),13:30,• Bến Xe Miền Đông Mới (Quầy 120),,20:20,• Vp Thích Quảng Đức Nha Trang,6h50m,349.000đ,Từ 279.000đ,-20%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.9,4.9,4.9,4.9,4.9,4.9,4.9
Khanh Phong,4.7 (17457),Limousine 32 giường nằm (WC),17:30,• Văn phòng Phạm Ngũ Lão - Quận 1,,23:25,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu),5h55m,320.000đ,300.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),23:30,• Văn phòng Phạm Ngũ Lão - Quận 1,(24/11),05:40,• Văn phòng Nha Trang (Khách sạn Mường Thanh),6h10m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Huỳnh Gia,4.7 (8772),Giường nằm 34 chỗ (WC),11:00,• Văn Phòng Phạm Ngũ Lão,,17:30,• Văn Phòng Nha Trang,6h30m,280.000đ,Từ 238.000đ,-15%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Nhật Dương - Bình Minh Bus,4.9 (6036),Limousine phòng 21 đôi (WC),23:15,• Văn phòng Nguyễn Cư Trinh Quận 1,(24/11),07:05,• Vp Thích Quảng Đức Nha Trang,7h50m,349.000đ,Từ 299.000đ,-14%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.9,4.9,4.9,4.9,4.9,4.9,4.9
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),10:00,• Văn phòng Phạm Ngũ Lão - Quận 1,,15:55,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu),5h55m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 32 giường nằm (WC),14:25,• Văn phòng Phạm Ngũ Lão - Quận 1,,20:35,• Văn phòng Nha Trang (Khách sạn Mường Thanh),6h10m,320.000đ,300.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),21:05,• Văn phòng Phạm Ngũ Lão - Quận 1,(24/11),03:15,• Văn phòng Nha Trang (Khách sạn Mường Thanh),6h10m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),15:15,• Văn phòng Phạm Ngũ Lão - Quận 1,,21:25,• Văn phòng Nha Trang (Khách sạn Mường Thanh),6h10m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),09:00,• Văn phòng Phạm Ngũ Lão - Quận 1,,15:10,• Văn phòng Nha Trang (Khách sạn Mường Thanh),6h10m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 32 giường nằm (WC),11:15,• Văn phòng Phạm Ngũ Lão - Quận 1,,17:10,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu),5h55m,320.000đ,300.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),05:00,• Văn phòng Phạm Ngũ Lão - Quận 1,,10:55,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu),5h55m,480.000đ,Từ 400.000đ,-17%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),13:10,• Văn phòng Phạm Ngũ Lão - Quận 1,,19:20,• Văn phòng Nha Trang (Khách sạn Mường Thanh),6h10m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),21:05,• Văn phòng Phạm Ngũ Lão - Quận 1,(24/11),03:00,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu),5h55m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),23:40,• Văn phòng Phạm Ngũ Lão - Quận 1,(24/11),05:35,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu),5h55m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Nhật Dương - Bình Minh Bus,4.9 (6036),Limousine phòng 21 đôi (WC),05:00,• Văn phòng Nguyễn Cư Trinh Quận 1,,12:50,• Vp Thích Quảng Đức Nha Trang,7h50m,Từ 349.000đ,,,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.9,4.9,4.9,4.9,4.9,4.9,4.9
Khanh Phong,4.7 (17457),Limousine 32 giường nằm (WC),12:05,• Văn phòng Phạm Ngũ Lão - Quận 1,,18:15,• Văn phòng Nha Trang (Khách sạn Mường Thanh),6h10m,320.000đ,300.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),22:15,• Văn phòng Phạm Ngũ Lão - Quận 1,(24/11),04:10,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu),5h55m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Huỳnh Gia,4.7 (8772),Limousine 21 giường phòng (WC),15:00,• Văn Phòng Phạm Ngũ Lão,,22:00,• Văn Phòng Nha Trang,7h,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),23:05,• Văn phòng Phạm Ngũ Lão - Quận 1,(24/11),05:15,• Văn phòng Nha Trang (Khách sạn Mường Thanh),6h10m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Huỳnh Gia,4.7 (8772),Giường nằm 38 chỗ (WC),22:30,• Văn Phòng Phạm Ngũ Lão,(24/11),05:00,• Văn Phòng Nha Trang,6h30m,280.000đ,Từ 238.000đ,-15%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Bình Minh Tải,4.7 (3906),Limousine 32 Phòng (WC),12:15,• Văn Phòng Quận 1,,19:20,• Văn phòng Nha Trang,7h5m,320.000đ,250.000đ,-22%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.7,4.7,4.7,4.6,4.6,4.6,4.9
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),10:00,• Văn phòng Phạm Ngũ Lão - Quận 1,,16:10,• Văn phòng Nha Trang (Khách sạn Mường Thanh),6h10m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Huỳnh Gia,4.7 (8772),Limousine 21 giường phòng (WC),12:30,• Văn Phòng Phạm Ngũ Lão,,19:30,• Văn Phòng Nha Trang,7h,480.000đ,Từ 408.000đ,-15%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),23:05,• Văn phòng Phạm Ngũ Lão - Quận 1,(24/11),05:00,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu),5h55m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 32 giường nằm (WC),23:01,• Văn phòng Phạm Ngũ Lão - Quận 1,(24/11),04:56,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu),5h55m,320.000đ,300.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Bình Minh Tải,4.7 (3906),Limousine 22 Phòng Đôi VIP (WC),23:00,• Văn Phòng Quận 1,(24/11),06:05,• Văn phòng Nha Trang,7h5m,395.000đ,Từ 289.000đ,-27%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.7,4.7,4.7,4.6,4.6,4.6,4.9
Khanh Phong,4.7 (17457),Giường nằm 38 chỗ (WC),22:30,• Văn phòng Phạm Ngũ Lão - Quận 1,(24/11),04:40,• Văn phòng Nha Trang (Khách sạn Mường Thanh),6h10m,270.000đ,,,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),13:10,• Văn phòng Phạm Ngũ Lão - Quận 1,,19:05,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu),5h55m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),23:10,• Văn phòng Phạm Ngũ Lão - Quận 1,(24/11),05:05,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu),5h55m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),23:10,• Văn phòng Phạm Ngũ Lão - Quận 1,(24/11),05:20,• Văn phòng Nha Trang (Khách sạn Mường Thanh),6h10m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Bình Minh Tải,4.7 (3906),Limousine 32 Phòng (WC),13:15,• Bến xe Miền Đông Mới,,19:20,• Văn phòng Nha Trang,6h5m,320.000đ,250.000đ,-22%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.7,4.7,4.7,4.6,4.6,4.6,4.9
Huỳnh Gia,4.7 (8772),Limousine 21 giường phòng (WC),09:00,• Văn Phòng Phạm Ngũ Lão,,16:00,• Văn Phòng Nha Trang,7h,480.000đ,Từ 408.000đ,-15%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),23:25,• Văn phòng Phạm Ngũ Lão - Quận 1,(24/11),05:20,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu),5h55m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Huỳnh Gia,4.7 (8772),Limousine 21 giường phòng (WC),20:30,• Văn Phòng Phạm Ngũ Lão,(24/11),03:30,• Văn Phòng Nha Trang,7h,480.000đ,450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Giường nằm 38 chỗ (WC),22:30,• Văn phòng Phạm Ngũ Lão - Quận 1,(24/11),04:25,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu),5h55m,270.000đ,,,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),14:30,• Văn phòng Phạm Ngũ Lão - Quận 1,,20:40,• Văn phòng Nha Trang (Khách sạn Mường Thanh),6h10m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Khanh Phong,4.7 (17457),Limousine 20 giường phòng (WC),23:30,• Văn phòng Phạm Ngũ Lão - Quận 1,(24/11),05:25,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu),5h55m,480.000đ,Từ 450.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.7,4.7,4.8
Liên Hưng,4 (13123),Limousine 32 giường (WC),11:30,• Bến Xe An Sương (Quầy vé 17),,22:00,• Văn phòng Nha Trang,10h30m,330.000đ,230.000đ,-30%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.3,4.2,4.3,4.1,4.1,3.9,4.3
Liên Hưng,4 (13123),Limousine 21 phòng đơn (WC),21:00,• Văn phòng quận 5,(24/11),06:30,• Văn phòng Nha Trang,9h30m,500.000đ,Từ 300.000đ,-40%,"CN, 23/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.3,4.2,4.3,4.1,4.1,3.9,4.3
Anh Quốc Limousine,4.8 (3582),Limousine 9 chỗ,07:10,• Văn phòng Nguyễn Văn Trỗi,,09:10,• Ngã 3 Lò Vôi,2h,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Hoa Mai,4.5 (4365),Limousine 9 chỗ,17:00,• Văn phòng Quận 1,,19:15,• Văn phòng Hoa Mai Long Hải,2h15m,200.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.5,4.5,4.6,4.5,4.4,4.4,4.7
Vie Limousine,4.6 (4809),Limousine 9 chỗ,16:00,• Văn phòng Quận 1,,18:00,• Văn phòng Vũng Tàu,2h,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.8,4.7,4.7,4.7,4.8
Huy Hoàng,4.4 (2772),Limousine 9 chỗ,07:45,• Văn phòng Hàng Xanh,,10:15,• Văn phòng Vũng Tàu,2h30m,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.5,4.4,4.5,4.4,4.4,4.3,4.7
Bến Thành Travel,4.6 (612),Limousine 9 chỗ,12:00,• Văn phòng Sài Gòn,,14:00,• Văn phòng Vũng Tàu,2h,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.5,4.6,4.5,4.8
Thanh Phong (Xuyên Mộc),5 (30),Ghế ngồi 16 chỗ,04:45,• Văn phòng Bình Thạnh,,08:15,• Xuyên Mộc,3h30m,140.000đ,119.000đ,-15%,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,5.0,5.0,5.0,4.9,4.9,4.9,5.0
Toàn Thắng - Vũng Tàu,4.7 (483),Limousine 9 chỗ,12:00,• Tân Bình,,14:45,• Vũng Tàu,2h45m,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.6,4.6,4.6,4.6,4.6,4.5,4.9
Thành Vinh (Vũng Tàu),4.3 (290),Limousine 9 chỗ,23:10,• VP Sài Gòn,(24/11),01:30,• VP Vũng Tàu,2h20m,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.2,4.1,4.2,4.2,4.0,3.9,3.8
Xe Nhà Mình 72,4.9 (31),Xe điện 7 chỗ BYD,17:00,• Nội Thành TP.HCM,,21:00,• Vũng Tàu,4h,180.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,5.0,5.0,4.9,4.9,5.0,4.9
Anh Quốc Limousine,4.8 (3582),Limousine 9 chỗ,07:31,• Văn phòng Quận 1,,09:46,• Văn phòng Vũng Tàu,2h15m,180.000đ,Từ 170.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Vie Limousine,4.6 (4809),Limousine 9 chỗ,12:00,• Văn phòng Quận 1,,14:00,• Văn phòng Vũng Tàu,2h,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.8,4.7,4.7,4.7,4.8
Hoa Mai,4.5 (4365),Limousine 9 chỗ,14:30,• Bến xe Miền Tây,,16:25,• Văn phòng Hoa Mai Vũng Tàu,1h55m,200.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.5,4.5,4.6,4.5,4.4,4.4,4.7
Bến Thành Travel,4.6 (612),Limousine 9 chỗ,11:00,• Văn phòng Sài Gòn,,13:00,• Văn phòng Vũng Tàu,2h,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.7,4.5,4.6,4.5,4.8
Huy Hoàng,4.4 (2772),Limousine 9 chỗ,16:00,• Văn phòng Quận 1,,18:20,• Văn phòng Vũng Tàu,2h20m,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.5,4.4,4.5,4.4,4.4,4.3,4.7
Thanh Phong (Xuyên Mộc),5 (30),Ghế ngồi 16 chỗ,07:45,• Văn phòng Bình Thạnh,,11:15,• Xuyên Mộc,3h30m,140.000đ,119.000đ,-15%,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,5.0,5.0,5.0,4.9,4.9,4.9,5.0
Toàn Thắng - Vũng Tàu,4.7 (483),Limousine 9 chỗ,09:00,• Sân bay Tân Sơn Nhất,,12:00,• Vũng Tàu,3h,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.6,4.6,4.6,4.6,4.6,4.5,4.9
Thành Vinh (Vũng Tàu),4.3 (290),Limousine 9 chỗ,21:40,• VP Sài Gòn,(24/11),00:00,• VP Vũng Tàu,2h20m,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.2,4.1,4.2,4.2,4.0,3.9,3.8
Xe Nhà Mình 72,4.9 (31),Xe điện 7 chỗ BYD,15:00,• Nội Thành TP.HCM,,19:00,• Vũng Tàu,4h,180.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,5.0,5.0,4.9,4.9,5.0,4.9
Tuấn Hiệp,4 (1286),Limousine 22 phòng đôi,02:10,• Ngã 4 An Sương,,05:20,• Bến xe Vũng Tàu,3h10m,Từ 350.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.1,3.9,4.0,3.9,3.8,3.8,4.3
Ba Đời,4.1 (23),Ghế ngồi 16 chỗ,05:10,• An Sương,,08:05,• Bến xe Vũng Tàu,2h55m,140.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.3,4.1,4.3,4.3,4.0,4.2,3.5
Anh Quốc Limousine,4.8 (3582),Limousine 9 chỗ,10:31,• Văn phòng Quận 1,,12:46,• Văn phòng Vũng Tàu,2h15m,180.000đ,Từ 170.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Anh Quốc Limousine,4.8 (3582),Limousine 9 chỗ,14:31,• Văn phòng Quận 1,,16:26,• Văn phòng Bà Rịa,1h55m,180.000đ,Từ 170.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Anh Quốc Limousine,4.8 (3582),Limousine 9 chỗ,12:31,• Văn phòng Quận 1,,14:46,• Văn phòng Vũng Tàu,2h15m,180.000đ,Từ 170.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Anh Quốc Limousine,4.8 (3582),Limousine 9 chỗ,08:31,• Văn phòng Quận 1,,10:46,• Văn phòng Vũng Tàu,2h15m,180.000đ,Từ 170.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Anh Quốc Limousine,4.8 (3582),Limousine 9 chỗ,09:31,• Văn phòng Quận 1,,11:46,• Văn phòng Vũng Tàu,2h15m,180.000đ,Từ 170.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Anh Quốc Limousine,4.8 (3582),Limousine 9 chỗ,15:31,• Văn phòng Quận 1,,17:46,• Văn phòng Vũng Tàu,2h15m,180.000đ,Từ 170.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Anh Quốc Limousine,4.8 (3582),Limousine 9 chỗ,12:10,• Văn phòng Nguyễn Văn Trỗi,,13:50,• Văn phòng Bà Rịa,1h40m,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Anh Quốc Limousine,4.8 (3582),Limousine 9 chỗ,18:31,• Văn phòng Quận 1,,20:46,• Văn phòng Vũng Tàu,2h15m,180.000đ,Từ 170.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Anh Quốc Limousine,4.8 (3582),Limousine 9 chỗ,11:31,• Văn phòng Quận 1,,13:46,• Văn phòng Vũng Tàu,2h15m,180.000đ,Từ 170.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Anh Quốc Limousine,4.8 (3582),Limousine 9 chỗ,13:31,• Văn phòng Quận 1,,15:46,• Văn phòng Vũng Tàu,2h15m,180.000đ,Từ 170.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Anh Quốc Limousine,4.8 (3582),Limousine 9 chỗ,20:31,• Văn phòng Quận 1,,22:46,• Văn phòng Vũng Tàu,2h15m,180.000đ,Từ 170.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Anh Quốc Limousine,4.8 (3582),Limousine 9 chỗ,09:00,• Sân bay Tân Sơn Nhất,,11:30,• Văn phòng Vũng Tàu,2h30m,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Vie Limousine,4.6 (4809),Limousine 9 chỗ,18:30,• Văn phòng Quận 1,,20:30,• Văn phòng Vũng Tàu,2h,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.8,4.7,4.7,4.7,4.8
Anh Quốc Limousine,4.8 (3582),Limousine 9 chỗ,19:31,• Văn phòng Quận 1,,21:46,• Văn phòng Vũng Tàu,2h15m,180.000đ,Từ 170.000đ,-6%,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Vie Limousine,4.6 (4809),Limousine 9 chỗ,07:00,• Văn phòng Quận 1,,09:00,• Văn phòng Vũng Tàu,2h,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.8,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4809),Limousine 9 chỗ,11:00,• Văn phòng Quận 1,,13:00,• Văn phòng Vũng Tàu,2h,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.8,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4809),Limousine 9 chỗ,09:00,• Văn phòng Quận 1,,11:00,• Văn phòng Vũng Tàu,2h,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.8,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4809),Limousine 9 chỗ,06:40,• Hàng Xanh Khu Du Lịch Văn Thánh,,09:00,• Văn phòng Vũng Tàu,2h20m,Từ 210.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.8,4.7,4.7,4.7,4.8
Anh Quốc Limousine,4.8 (3582),Limousine 9 chỗ,21:40,• Văn phòng Nguyễn Văn Trỗi,(24/11),00:00,• Văn phòng Vũng Tàu,2h20m,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.9,4.8,4.9,4.9,4.8,4.8,4.9
Vie Limousine,4.6 (4809),Limousine 9 chỗ,16:30,• Văn phòng Quận 1,,18:30,• Văn phòng Vũng Tàu,2h,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.8,4.7,4.7,4.7,4.8
Vie Limousine,4.6 (4809),Limousine 9 chỗ,18:00,• Văn phòng Quận 1,,20:00,• Văn phòng Vũng Tàu,2h,Từ 190.000đ,,,"CN, 23/11/2025",Sài Gòn,Bà Rịa-Vũng Tàu,4.7,4.7,4.8,4.7,4.7,4.7,4.8
