company_name,bus_rating,seat_type,departure_time,pickup_point,arrival_date,arrival_time,dropoff_point,duration,price_original,price_discounted,percent_discount,departure_date,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ
Đà Lạt ơi,4.8 (3504),Limousine 24 Phòng ĐÔI,23:49,• Nhà chờ Phương Trang (Đường Mai Chí Thọ),(02/11),05:30,• Trạm Nha Trang,5h41m,450.000,Từ 239.000đ,-47%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.8,4.8,4.8,4.8,4.8,4.9
Bình Minh Tải,4.7 (3774),Limousine 32 Phòng (WC),22:50,• Văn Phòng Quận 1,(02/11),05:55,• Văn phòng Nha Trang,7h5m,320.000,250.000đ,-22%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,,,,,,,
Nhật Dương - Bình Minh Bus,4.9 (5962),Limousine phòng 21 đôi (WC),12:30,• Văn phòng Nguyễn Cư Trinh Quận 1,,20:20,• Vp Thích Quảng Đức Nha Trang,7h50m,349.000,Từ 299.000đ,-14%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.9,4.9,4.9,4.9,4.9,4.9,4.9
Nhật Dương - Bình Minh Bus,4.9 (5962),Limousine phòng 21 đôi (WC),05:00,• Văn phòng Nguyễn Cư Trinh Quận 1,,12:50,• Vp Thích Quảng Đức Nha Trang,7h50m,349.000,Từ 299.000đ,-14%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,,,,,,,
An Anh Limousine,4.8 (8512),Limousine 24 Phòng Đôi,12:00,• Bãi xe An Phú,,18:30,• Văn phòng Nha Trang,6h30m,449.000,Từ 299.000đ,-33%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.7,4.8,4.7,4.7,4.7
An Anh Limousine,4.8 (8512),Limousine 34 Phòng Đơn,22:45,• Văn Phòng Quận 5,(02/11),05:15,• Văn phòng Nha Trang,6h30m,299.000,199.000đ,-33%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,,,,,,,
An Anh Limousine,4.8 (8512),Limousine 24 Phòng Đôi,05:00,• Văn Phòng Quận 5,,11:30,• Văn phòng Nha Trang,6h30m,449.000,Từ 299.000đ,-33%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,,,,,,,
Nhật Dương - Bình Minh Bus,4.9 (5962),Limousine 22 Phòng Đôi Luxury (WC),23:30,• Văn phòng Nguyễn Cư Trinh Quận 1,(02/11),06:06,• Vp Thích Quảng Đức Nha Trang,6h36m,349.000,Từ 299.000đ,-14%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,,,,,,,
Liên Hưng,4 (13034),Limousine 21 phòng đơn (WC),21:00,• Văn phòng quận 5,(02/11),06:30,• Văn phòng Nha Trang,9h30m,500.000,Từ 300.000đ,-40%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,,,,,,,
Huỳnh Gia,4.7 (8654),Giường nằm 38 chỗ (WC),22:30,• Văn Phòng Phạm Ngũ Lão,(02/11),05:00,• Văn Phòng Nha Trang,6h30m,280.000,,,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,,,,,,,
Huỳnh Gia,4.7 (8654),Giường nằm 34 chỗ (WC),22:20,• Văn Phòng Phạm Ngũ Lão,(02/11),05:20,• Văn Phòng Nha Trang.,7h,300.000,,,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.6,4.6,4.8
Huỳnh Gia,4.7 (8654),Giường nằm 34 chỗ (WC),22:45,• Văn Phòng Phạm Ngũ Lão,(02/11),05:15,• Văn Phòng Nha Trang,6h30m,280.000,,,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.8,4.7,4.6,4.6,4.8
Trọng Thủy Limousine,4.7 (1378),Limousine 24 phòng Đôi,20:00,• Trường THCS An Phú Đông (QL1A),(02/11),03:00,• Văn Phòng Nha Trang,7h,470.000,Từ 390.000đ,-17%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.6,4.7,4.7,4.7,4.7,4.5
Phương Nam,4.7 (2465),Giường nằm 40 chỗ có toilet,19:30,• Văn phòng Quận 1,(02/11),04:22,• Văn Phòng Chung cư CT2,8h52m,240.000,,,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.8,4.8,4.7,4.7,4.7,4.8
Liên Hưng,4 (13034),Limousine 21 phòng đơn (WC),06:30,• Bến Xe An Sương (Quầy vé 17),,16:30,• Văn Phòng Diên Toàn,10h,490.000,Từ 250.000đ,-49%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,,,,,,,
Hạnh Cafe - Hà Phương Limousine,4.4 (7417),Limousine 34 Giường,22:15,• Văn phòng Quận 1,(02/11),06:45,• Văn phòng 106 Phong Châu,8h30m,300.000,280.000đ,-7%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.6,4.4,4.5,4.4,4.4,4.3,4.8
Trọng Thủy Limousine,4.7 (1378),Limousine 24 phòng Đôi,20:45,• Cầu vượt Linh Xuân,(02/11),03:15,• Văn Phòng Nha Trang,6h30m,470.000,Từ 390.000đ,-17%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,,,,,,,
Nam Hải Limousine,4.7 (3596),Limousine 24 phòng,10:15,• Văn Phòng Phạm Ngũ Lão,,18:15,• Văn Phòng Nha Trang,8h,400.000,Từ 330.000đ,-17%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.7,4.7,4.7,4.7,4.8
Liên Hưng,4 (13034),Limousine 21 phòng đơn (WC),21:30,• Văn phòng quận 5,(02/11),07:00,• Văn phòng Nha Trang,9h30m,500.000,Từ 300.000đ,-40%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.3,4.2,4.3,4.1,4.0,3.9,4.2
Xe Nhà,4.3 (3240),Limousine 20 phòng đơn (WC),22:25,• Văn phòng Quận 1,(02/11),05:40,• VP Nha Trang - Xe Nhà,7h15m,350.000,Từ 315.000đ,-10%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,,,,,,,
Phương Nam,4.7 (2465),Giường nằm 32 chỗ (WC),22:05,• Văn phòng Quận 1,(02/11),06:57,• Văn Phòng Chung cư CT2,8h52m,280.000,,,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.8,4.8,4.7,4.7,4.7,4.8
Cúc Tùng,3.8 (2826),Limousine giường nằm đơn 21 chỗ (WC),10:00,• Bến xe Miền Đông mới,,19:35,• Bến xe Phía Bắc Nha Trang,9h35m,541.000,Từ 299.000đ,-45%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.1,3.9,4.1,4.0,3.9,3.7,4.1
Xe Nhà,4.3 (3240),Giường nằm 40 chỗ (WC),21:00,• Bến xe Miền Đông mới,(02/11),05:30,• VP Nha Trang - Xe Nhà,8h30m,260.000,,,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,,,,,,,
Xe Nhà,4.3 (3240),Limousine 20 phòng đơn (WC),21:10,• Bến xe Miền Đông mới,(02/11),05:40,• VP Nha Trang - Xe Nhà,8h30m,350.000,Từ 315.000đ,-10%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,,,,,,,
Cúc Tùng,3.8 (2826),Limousine giường nằm đơn 21 chỗ (WC),22:30,• Bến xe Miền Đông mới,(02/11),08:05,• Bến xe Phía Bắc Nha Trang,9h35m,541.000,Từ 299.000đ,-45%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.1,3.9,4.1,4.0,3.9,3.7,4.1
Hà Linh,4.1 (1336),Limousine 34 Giường (rèm - không WC),22:45,• An Sương - Siêu thị đá,(02/11),04:45,• Văn Phòng Nha Trang,6h,450.000,320.000đ,-29%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,,,,,,,
Phương Nam,4.7 (2465),Limousine giường phòng 22 chỗ (WC),22:15,• Văn phòng Quận 1,(02/11),07:07,• Văn Phòng Chung cư CT2,8h52m,440.000,,,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,,,,,,,
Trà Lan Viên,4.4 (4224),Limousine 21 Phòng Đơn (WC),23:00,• Vp. Quận 1,(02/11),06:20,• VP Hà Quang 2,7h20m,450.000,350.000đ,-22%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.6,4.5,4.5,4.4,4.3,4.4,4.7
Trọng Thủy Limousine,4.7 (1378),Limousine 24 phòng Đôi,19:15,• Cầu vượt Linh Xuân,(02/11),01:45,• Văn Phòng Nha Trang,6h30m,470.000,Từ 390.000đ,-17%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,,,,,,,
Cúc Tùng,3.8 (2826),Limousine giường nằm đơn 21 chỗ (WC),20:00,• Bến xe Miền Đông mới,(02/11),05:20,• Văn Phòng Nha Trang,9h20m,531.000,Từ 299.000đ,-44%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.1,3.9,4.1,4.0,3.9,3.7,4.1
Hà Linh,4.1 (1336),Limousine 22 Phòng,20:16,• An Sương - Siêu thị đá,(02/11),05:16,• Văn Phòng Nha Trang,9h,400.000,Từ 379.000đ,-5%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.4,4.3,4.3,4.2,4.0,4.0,4.8
Phúc An Express,4.7 (3440),Limousine 22 giường phòng (WC),22:15,• Văn Phòng Sài Gòn,(02/11),05:45,• Văn Phòng Nha Trang,7h30m,470.000,,,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.7,4.7,4.6,4.6,4.8
Hạnh Cafe - Hà Phương Limousine,4.4 (7417),Limousine 36 Giường (Mới),07:45,• Văn phòng Quận 1,,19:30,• Văn phòng 106 Phong Châu,11h45m,260.000,,,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.6,4.4,4.5,4.4,4.4,4.3,4.8
Hà Linh,4.1 (1336),Limousine 24 Phòng - Không WC,18:15,• An Sương - Siêu thị đá,(02/11),03:15,• Văn Phòng Nha Trang,9h,680.000,Từ 399.000đ,-41%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.4,4.3,4.3,4.2,4.0,4.0,4.8
Quang Hạnh (NT),3.6 (364),Limousine 22 phòng đơn (WC),17:30,• Bến xe Miền Tây (Quầy 25),(02/11),02:55,• Bến Xe Phía Nam Nha Trang Mới,9h25m,480.000,Từ 350.000đ,-27%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.1,3.7,3.9,3.9,3.8,3.6,3.5
Khanh Phong,4.7 (17155),Limousine 32 giường nằm (WC),17:30,• Văn phòng Phạm Ngũ Lão,,23:40,• Văn phòng Nha Trang,6h10m,320.000,300.000đ,-6%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,,,,,,,
Khanh Phong,4.7 (17155),Limousine 32 giường nằm (WC),13:05,• Văn phòng Phạm Ngũ Lão,,19:15,• Văn phòng Nha Trang,6h10m,320.000,300.000đ,-6%,"T7, 01/11/2025",Sài Gòn,Nha Trang - Khánh Hòa,4.8,4.7,4.7,4.7,4.6,4.6,4.8
