company_name,bus_rating,seat_type,departure_time,pickup_point,arrival_date,arrival_time,dropoff_point,duration,price_original,price_discounted,percent_discount,departure_date,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ
FUTA HÀ SƠN,4.8 (350),Limousine 34 chỗ,17:30,"• Bến xe Giáp Bát, Hà Nội",,21:30,"• Nút giao Diễn Cát, Diễn Châu, Nghệ An",4h,300.000,,,"T7, 01/11/2025",Hà Nội,Nghệ An,4.9,4.8,4.8,4.8,4.8,4.8,4.8
Thăng Long,4.6 (445),Giường nằm 40 chỗ,23:55,• Bến xe Nước Ngầm,(02/11),05:15,• Bến xe Bắc Vinh,5h20m,200.000,,,"T7, 01/11/2025",Hà Nội,Nghệ An,4.8,4.7,4.8,4.7,4.4,4.5,4.6
Nam Quỳnh Anh,4.2 (2043),Limousine giường phòng 32 chỗ,23:50,• Bến xe Nước Ngầm,(02/11),05:55,• Bến Xe Bắc Vinh,6h5m,280.000,,,"T7, 01/11/2025",Hà Nội,Nghệ An,4.5,4.3,4.4,4.2,4.2,4.2,4.8
Hồng Vinh Limousine,4.8 (194),Limousine 9 chỗ,14:30,• Văn Phòng Hà Nội,,19:15,• Văn phòng Vinh,4h45m,300.000,,,"T7, 01/11/2025",Hà Nội,Nghệ An,4.8,4.9,4.9,4.8,4.8,4.8,5.0
Hiếu Viện,4.4 (143),Giường nằm 36 chỗ,13:30,• Bến xe Nước Ngầm,,18:00,• Đại học Vinh,4h30m,250.000,,,"T7, 01/11/2025",Hà Nội,Nghệ An,,,,,,,
Thơm Phụng,4.6 (18),Limousine 24 phòng,18:30,• Bến xe Nước Ngầm,,22:00,• Văn Phòng Quỳnh Lưu,3h30m,200.000,,,"T7, 01/11/2025",Hà Nội,Nghệ An,4.9,4.6,4.8,4.8,4.6,4.5,5.0
Văn Minh,4.9 (158),Giường nằm 34 chỗ,23:15,• Hà Nội,(02/11),05:20,•  Nghệ An,6h5m,310.000,,,"T7, 01/11/2025",Hà Nội,Nghệ An,4.9,4.9,4.9,5.0,4.9,4.8,4.9
Sao Nghệ Limousine,4.6 (1241),Limousine 22 Giường VIP (Có WC),23:25,• Bến xe Nước Ngầm,(02/11),05:55,• Bến xe phía Đông Thành Phố Vinh,6h30m,400.000,,,"T7, 01/11/2025",Hà Nội,Nghệ An,4.6,4.6,4.6,4.5,4.5,4.5,4.6
Bảo Ngọc Limousine,4.3 (19),Limousine giường nằm 32 chỗ,17:00,• Bến xe Nước Ngầm,,22:55,• Bến xe Bắc Vinh,5h55m,220.000,,,"T7, 01/11/2025",Hà Nội,Nghệ An,,,,,,,
Anh Quốc Limousine (Hà Tĩnh),4.5 (141),Limousine 11 chỗ,12:00,• 223/42 Thịnh Liệt,,16:00,• Quảng Trường Summer Vinh,4h,350.000,Từ 315.000đ,-10%,"T7, 01/11/2025",Hà Nội,Nghệ An,4.6,4.4,4.6,4.6,4.5,4.4,4.6
FUTA HÀ SƠN,4.8 (350),Limousine 24 chỗ,19:30,"• Bến xe Giáp Bát, Hà Nội",,23:30,"• Nút giao Diễn Cát, Diễn Châu, Nghệ An",4h,500.000,,,"T7, 01/11/2025",Hà Nội,Nghệ An,4.9,4.8,4.8,4.8,4.8,4.8,4.8
Nam Quỳnh Anh,4.2 (2043),Limousine 22 phòng VIP,23:55,• Bến xe Nước Ngầm,(02/11),06:00,• Bến Xe Bắc Vinh,6h5m,350.000,,,"T7, 01/11/2025",Hà Nội,Nghệ An,4.5,4.3,4.4,4.2,4.2,4.2,4.8
Hồng Vinh Limousine,4.8 (194),Limousine 9 chỗ,14:31,• Văn Phòng Hà Nội,,19:16,• Văn phòng Vinh,4h45m,300.000,,,"T7, 01/11/2025",Hà Nội,Nghệ An,,,,,,,
Thăng Long,4.6 (445),Giường nằm 40 chỗ,23:15,• Bến xe Nước Ngầm,(02/11),04:35,• Bến xe Bắc Vinh,5h20m,200.000,,,"T7, 01/11/2025",Hà Nội,Nghệ An,4.8,4.7,4.8,4.7,4.4,4.5,4.6
Văn Minh,4.9 (158),Giường nằm 38 chỗ,22:10,• Hà Nội,(02/11),02:55,•  Nghệ An,4h45m,300.000,,,"T7, 01/11/2025",Hà Nội,Nghệ An,4.9,4.9,4.9,5.0,4.9,4.8,4.9
Thơm Phụng,4.6 (18),Limousine 24 phòng,10:00,• Bến xe Nước Ngầm,,13:30,• Văn Phòng Quỳnh Lưu,3h30m,200.000,,,"T7, 01/11/2025",Hà Nội,Nghệ An,4.9,4.6,4.8,4.8,4.6,4.5,5.0
Sao Nghệ Limousine,4.6 (1241),Limousine 22 Giường VIP (Có WC),23:26,• Bến xe Nước Ngầm,(02/11),05:56,• Bến xe phía Đông Thành Phố Vinh,6h30m,400.000,,,"T7, 01/11/2025",Hà Nội,Nghệ An,,,,,,,
