,bus_name,bus_rating,seat_type,departure_time,pick_up_point,arrival_date,arrival_time,drop_of_point,duartion,original_price,sale_price,percent_discount,departure_date,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ,
377,Thành Trung Limousine,4 (113),Limousine 11 chỗ,13:15,• Sân bay Nội Bài - Sảnh nội địa,,16:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
378,Thành Trung Limousine,4 (113),Limousine 11 chỗ,15:15,• Sân bay Nội Bài - Sảnh nội địa,,18:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
379,Thành Trung Limousine,4 (113),Limousine 11 chỗ,18:15,• Sân bay Nội Bài - Sảnh nội địa,,21:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
380,Thành Trung Limousine,4 (113),Limousine 11 chỗ,14:15,• Sân bay Nội Bài - Sảnh nội địa,,17:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
381,Thành Trung Limousine,4 (113),Limousine 11 chỗ,13:15,• Sân bay Nội Bài - Sảnh nội địa,,16:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
382,Thành Trung Limousine,4 (113),Limousine 11 chỗ,19:15,• Sân bay Nội Bài - Sảnh nội địa,,22:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
383,Thành Trung Limousine,4 (113),Limousine 11 chỗ,19:15,• Sân bay Nội Bài - Sảnh nội địa,,22:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
384,Thành Trung Limousine,4 (113),Limousine 11 chỗ,09:15,• Sân bay Nội Bài - Sảnh nội địa,,12:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
385,Thành Trung Limousine,4 (113),Limousine 11 chỗ,09:15,• Sân bay Nội Bài - Sảnh nội địa,,12:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
386,Thành Trung Limousine,4 (113),Limousine 11 chỗ,22:15,• Sân bay Nội Bài - Sảnh nội địa,(16/10),01:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
387,Thành Trung Limousine,4 (113),Limousine 11 chỗ,22:15,• Sân bay Nội Bài - Sảnh nội địa,(16/10),01:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
388,Thành Trung Limousine,4 (113),Limousine 11 chỗ,21:15,• Sân bay Nội Bài - Sảnh nội địa,(16/10),00:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
389,Thành Trung Limousine,4 (113),Limousine 9 chỗ,06:15,• Sân bay Nội Bài - Sảnh nội địa,,09:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
390,Thành Trung Limousine,4 (113),Limousine 11 chỗ,21:15,• Sân bay Nội Bài - Sảnh nội địa,(16/10),00:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
391,Thành Trung Limousine,4 (113),Limousine 9 chỗ,06:15,• Sân bay Nội Bài - Sảnh nội địa,,09:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
392,Nam Quỳnh Anh,4.2 (2035),Limousine giường phòng 32 chỗ,19:15,• Bến xe Nước Ngầm,,21:15,• Big C Thanh Hóa,2h,300.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,
393,Nam Quỳnh Anh,4.2 (2035),Limousine giường phòng 32 chỗ,18:00,• Thăng Long Number One,,21:15,• Big C Thanh Hóa,3h15m,300.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,
394,Thành Trung Limousine,4 (113),Limousine 11 chỗ,05:00,• Văn phòng Hà Nội,,07:00,• Văn Phòng Thanh Hóa,2h,230.000,210.000,-9%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
395,Thành Trung Limousine,4 (113),Limousine 11 chỗ,06:00,• Văn phòng Hà Nội,,08:00,• Văn Phòng Thanh Hóa,2h,230.000,210.000,-9%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
396,Thành Trung Limousine,4 (113),Limousine 11 chỗ,08:00,• Văn phòng Hà Nội,,10:00,• Văn Phòng Thanh Hóa,2h,230.000,210.000,-9%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
397,Thành Trung Travel,4 (113),Limousine 24 cabin,19:30,• VP Mỹ Đình,,22:45,• VP Thanh Hóa,3h15m,250.000,225.000,-10%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
398,Thành Trung Travel,4 (113),Limousine 24 cabin,20:30,• VP Mỹ Đình,,23:45,• VP Thanh Hóa,3h15m,250.000,225.000,-10%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
399,Thành Trung Travel,4 (113),Limousine 24 cabin,16:00,• VP Mỹ Đình,,19:15,• VP Thanh Hóa,3h15m,250.000,225.000,-10%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
400,Tiến Tiến,4 (11),Giường nằm 44 chỗ,07:20,• Bến xe Giáp Bát - quầy vé 22,,09:50,• Cây xăng Tiến Tiến,2h30m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.0,3.8,3.8,4.0,3.5,3.7,,
401,Tiến Tiến,4 (11),Giường nằm 44 chỗ,11:20,• Bến xe Giáp Bát - quầy vé 22,,13:50,• Cây xăng Tiến Tiến,2h30m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
402,Tiến Tiến,4 (11),Giường nằm 44 chỗ,13:50,• Bến xe Giáp Bát - quầy vé 22,,16:20,• Cây xăng Tiến Tiến,2h30m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.0,3.8,3.8,4.0,3.5,3.7,,
403,Tiến Tiến,4 (11),Giường nằm 44 chỗ,08:50,• Bến xe Giáp Bát - quầy vé 22,,11:20,• Cây xăng Tiến Tiến,2h30m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
404,Tiến Tiến,4 (11),Giường nằm 44 chỗ,15:50,• Bến xe Giáp Bát - quầy vé 22,,18:20,• Cây xăng Tiến Tiến,2h30m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.0,3.8,3.8,4.0,3.5,3.7,,
405,Tiến Tiến,4 (11),Giường nằm 44 chỗ,17:50,• Bến xe Giáp Bát - quầy vé 22,,20:20,• Cây xăng Tiến Tiến,2h30m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.0,3.8,3.8,4.0,3.5,3.7,,
406,Tiến Tiến,4 (11),Giường nằm 44 chỗ,19:10,• Bến xe Giáp Bát - quầy vé 22,,21:40,• Cây xăng Tiến Tiến,2h30m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.0,3.8,3.8,4.0,3.5,3.7,,
407,Tiến Tiến,4 (11),Giường nằm 44 chỗ,19:00,• Bến xe Giáp Bát - quầy vé 22,,21:30,• Cây xăng Tiến Tiến,2h30m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.0,3.8,3.8,4.0,3.5,3.7,,
408,Văn Minh,4.9 (149),Giường nằm 38 chỗ,09:30,• VP Bến xe Nước Ngầm,,12:25,• VP Thanh Hóa,2h55m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.8,4.8,5.0,4.9,4.8,4.8,
409,Hoàng Đông Limousine,0 (0),Limousine 11 chỗ,20:30,• VP Mỹ Đình,(16/10),00:30,• VP Thống Nhất,4h,180.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
410,Hoàng Đông Limousine,0 (0),Limousine 11 chỗ,20:30,• VP Mỹ Đình,,23:40,• VP Quán Lào,3h10m,180.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
411,Hoàng Đông Limousine,0 (0),Limousine 11 chỗ,20:30,• VP Mỹ Đình,(16/10),00:00,• VP Kiểu,3h30m,180.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
412,Đông Lý,3.7 (19),Giường nằm 40 chỗ,14:00,• Bến xe Gia Lâm,,18:30,• Bến xe Như Thanh,4h30m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
413,Đông Lý,3.7 (19),Giường nằm 40 chỗ,14:00,• Bến xe Mỹ Đình,,18:10,• Bến xe Yên Mỹ,4h10m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,3.4,3.9,,
414,Đông Lý,3.7 (19),Giường nằm 40 chỗ,16:00,• Bến xe Giáp Bát,,19:30,• Bến xe Yên Mỹ,3h30m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
415,Thành Trung Limousine,4 (113),Limousine 11 chỗ,05:00,• Văn phòng Hà Nội,,07:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
416,Thành Trung Limousine,4 (113),Limousine 11 chỗ,08:00,• Văn phòng Hà Nội,,10:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
417,Thành Trung Limousine,4 (113),Limousine 11 chỗ,06:00,• Văn phòng Hà Nội,,08:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
418,Thành Trung Limousine,4 (113),Limousine 11 chỗ,05:15,• Sân bay Nội Bài - Sảnh nội địa,,08:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
419,Thành Trung Limousine,4 (113),Limousine 11 chỗ,05:15,• Sân bay Nội Bài - Sảnh nội địa,,08:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
420,Thành Trung Limousine,4 (113),Limousine 11 chỗ,07:15,• Sân bay Nội Bài - Sảnh nội địa,,10:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
421,Thành Trung Limousine,4 (113),Limousine 11 chỗ,04:15,• Sân bay Nội Bài - Sảnh nội địa,,07:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
422,Thành Trung Limousine,4 (113),Limousine 11 chỗ,04:15,• Sân bay Nội Bài - Sảnh nội địa,,07:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
423,Thành Trung Limousine,4 (113),Limousine 11 chỗ,07:15,• Sân bay Nội Bài - Sảnh nội địa,,10:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
424,Tiến Tiến,4 (11),Giường nằm 44 chỗ,11:20,• Bến xe Giáp Bát - quầy vé 22,,13:10,• Ngã tư Bỉm Sơn,1h50m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.0,3.8,3.8,4.0,3.5,3.7,,
425,Tiến Tiến,4 (11),Giường nằm 44 chỗ,13:50,• Bến xe Giáp Bát - quầy vé 22,,15:40,• Ngã tư Bỉm Sơn,1h50m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.0,3.8,3.8,4.0,3.5,3.7,,
426,Tiến Tiến,4 (11),Giường nằm 44 chỗ,08:50,• Bến xe Giáp Bát - quầy vé 22,,10:40,• Ngã tư Bỉm Sơn,1h50m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.0,3.8,3.8,4.0,3.5,3.7,,
427,Tiến Tiến,4 (11),Giường nằm 44 chỗ,07:20,• Bến xe Giáp Bát - quầy vé 22,,09:10,• Ngã tư Bỉm Sơn,1h50m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.0,3.8,3.8,4.0,3.5,3.7,,
428,Tiến Tiến,4 (11),Giường nằm 44 chỗ,15:50,• Bến xe Giáp Bát - quầy vé 22,,17:40,• Ngã tư Bỉm Sơn,1h50m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.0,3.8,3.8,4.0,3.5,3.7,,
429,Tiến Tiến,4 (11),Giường nằm 44 chỗ,19:10,• Bến xe Giáp Bát - quầy vé 22,,21:00,• Ngã tư Bỉm Sơn,1h50m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.0,3.8,3.8,4.0,3.5,3.7,,
430,Tiến Tiến,4 (11),Giường nằm 44 chỗ,19:00,• Bến xe Giáp Bát - quầy vé 22,,20:50,• Ngã tư Bỉm Sơn,1h50m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.0,3.8,3.8,4.0,3.5,3.7,,
431,Tiến Tiến,4 (11),Giường nằm 44 chỗ,17:50,• Bến xe Giáp Bát - quầy vé 22,,19:40,• Ngã tư Bỉm Sơn,1h50m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.0,3.8,3.8,4.0,3.5,3.7,,
432,Văn Minh,4.9 (149),Giường nằm 38 chỗ,10:55,• VP Yên Nghĩa,,14:10,• Ngọc Lặc,3h15m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.8,4.8,5.0,4.9,4.8,4.8,
433,Bình Thảo,0 (0),Limousine 22 phòng,22:15,• Bến xe Nước Ngầm,(16/10),01:40,• Go Thanh Hóa,3h25m,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
434,Cương Lĩnh,0 (0),Giường nằm 40 chỗ,16:40,• Bến xe Giáp Bát,,20:40,• KDL Hải Tiến,4h,,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
