company_name,bus_rating,seat_type,departure_time,pickup_point,arrival_date,arrival_time,dropoff_point,duration,price_original,price_discounted,percent_discount,departure_date,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ
Hoàng Thuỷ,4.7 (3434),Limousine 34 Giường VIP,18:45,• Bến xe Miền Đông - Quầy vé 37,(31/10),05:45,• Bến Xe Đức Long Gia Lai,11h,350.000,300.000đ,-14%,"T5, 30/10/2025",Sài Gòn,Gia Lai,,,,,,,
Sinh Diên Hồng,4.6 (234),Limousine 34 chỗ,17:30,• Bến xe An Sương,(31/10),04:15,• Bến Xe Đức Long Gia Lai,10h45m,370.000,296.000đ,-20%,"T5, 30/10/2025",Sài Gòn,Gia Lai,4.6,4.7,4.8,4.8,4.6,4.6,4.9
Đức Đạt,4.7 (999),Limousine giường nằm 34 chỗ,20:10,• Bến xe Miền Đông - Quầy vé 17,(31/10),06:35,• Bến Xe Đức Long Gia Lai,10h25m,350.000,300.000đ,-14%,"T5, 30/10/2025",Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.4,4.4,4.8
Thuận Tiến,4.7 (4947),Limousine 34 giường,18:50,• Bến xe Miền Đông - Quầy vé 24,(31/10),07:15,• Bến Xe Đức Long Gia Lai,12h25m,350.000,,,"T5, 30/10/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9
Vương Tấn Dũng,4.8 (377),Limousine 34 Phòng,16:45,• VP QL13,(31/10),06:00,• An Khê - Quốc Lộ 19,13h15m,380.000,320.000đ,-16%,"T5, 30/10/2025",Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Kính Diên Hồng,4.6 (1129),Limousine giường nằm 34 chỗ,18:40,• Bến Xe Miền Đông - Quầy vé 19,(31/10),05:40,• Bến Xe Đức Long Gia Lai,11h,350.000,,,"T5, 30/10/2025",Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.5
An Phát,4.5 (378),Limosuine 24 Phòng,17:30,• BX Miền Đông - Cổng 4,(31/10),07:15,• Bến Xe K-Bang,13h45m,550.000,Từ 400.000đ,-27%,"T5, 30/10/2025",Sài Gòn,Gia Lai,,,,,,,
Bảy Lang,4.7 (278),Limousine 34 giường,18:30,"• Bến xe miền đông cũ (Dãy số 6, Ô C14)",(31/10),05:30,• Bến Xe Đức Long Gia Lai,11h,350.000,,,"T5, 30/10/2025",Sài Gòn,Gia Lai,4.8,4.6,4.6,4.7,4.5,4.5,4.6
Việt Tân Phát,4.6 (110),34 Phòng,17:30,• Bến xe Miền Đông,(31/10),05:25,• VP Kông Chro,11h55m,370.000,320.000đ,-14%,"T5, 30/10/2025",Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.6,4.5,4.6
Thuận Ý,4.5 (415),Limousine 34 chỗ,18:20,• Bến Xe Miền Đông - Quầy vé 10,(31/10),05:50,• Bến Xe Đức Long Gia Lai,11h30m,350.000,,,"T5, 30/10/2025",Sài Gòn,Gia Lai,4.7,4.3,4.3,4.3,4.2,4.1,5.0
Hoàng Thuỷ,4.7 (3434),Limousine giường phòng 24 chỗ,19:00,• Bến xe Miền Đông - Quầy vé 37,(31/10),06:00,• Bến Xe Đức Long Gia Lai,11h,550.000,Từ 350.000đ,-36%,"T5, 30/10/2025",Sài Gòn,Gia Lai,,,,,,,
Sinh Diên Hồng,4.6 (234),Limousine 34 chỗ,17:45,• Bến Xe Miền Đông cũ,(31/10),04:45,• Bến Xe Đức Long Gia Lai,11h,380.000,304.000đ,-20%,"T5, 30/10/2025",Sài Gòn,Gia Lai,4.6,4.7,4.8,4.8,4.6,4.6,4.9
Thuận Tiến,4.7 (4947),Limousine 34 giường,18:30,• Bến Xe Miền Đông - Quầy vé 24,(31/10),06:55,• Bến Xe Đức Long Gia Lai,12h25m,350.000,,,"T5, 30/10/2025",Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9
Đức Đạt,4.7 (999),Limousine giường nằm 24 chỗ,18:05,• Bến xe Miền Đông - Quầy vé 17,(31/10),04:30,• Bến Xe Đức Long Gia Lai,10h25m,500.000,450.000đ,-10%,"T5, 30/10/2025",Sài Gòn,Gia Lai,,,,,,,
Vương Tấn Dũng,4.8 (377),Limousine 34 Phòng,16:45,• VP QL13,(31/10),06:25,• Bến xe khách Kbang,13h40m,380.000,320.000đ,-16%,"T5, 30/10/2025",Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Kính Diên Hồng,4.6 (1129),Limousine 24 Phòng,19:30,• Bến Xe Miền Đông - Quầy vé 19,(31/10),06:30,• Bến Xe Đức Long Gia Lai,11h,450.000,,,"T5, 30/10/2025",Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.5
Việt Tân Phát,4.6 (110),34 Phòng,17:45,• Bến xe Miền Đông,(31/10),05:35,• VP Mang Yang,11h50m,370.000,300.000đ,-19%,"T5, 30/10/2025",Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.6,4.5,4.6
Thuận Ý,4.5 (415),Limousine 24 Phòng,18:30,• Bến Xe Miền Đông - Quầy vé 10,(31/10),06:00,• Bến Xe Đức Long Gia Lai,11h30m,500.000,,,"T5, 30/10/2025",Sài Gòn,Gia Lai,,,,,,,
Cô Hai,4.5 (197),Limousine 34 giường,17:30,• BX Miền Đông Cũ,(31/10),05:35,• Văn phòng AyunPa,12h5m,410.000,350.000đ,-15%,"T5, 30/10/2025",Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.7,5.0
Cô Hai,4.5 (197),Limousine 24 phòng,18:00,• BX Miền Đông Cũ,(31/10),07:55,• VP An Khê,13h55m,600.000,450.000đ,-25%,"T5, 30/10/2025",Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.7,5.0
